,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
  2.25 Lt (Si),1.44278,1.22972,0.39564,0.7465,0.92039,0.8477,0.26791,0.42197,0.20349,0.08178,0.0,0.2421,0.3189,0.30024,0.12773,0.08243,1.44278,1.22972,0.39564,0.7465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12388,0.92948,0.26791,0.66407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3189,0.30024,0.12773,0.08243,0.0,0.0,0.0,0.0
  250 Ml (Si),3.34849,3.71015,1.61919,2.90624,1.04884,2.34654,0.60902,0.53473,1.86086,0.85031,0.42412,2.05033,0.43879,0.5133,0.58605,0.32118,3.25677,3.60356,1.60345,2.79472,0.09172,0.10659,0.01574,0.11152,0.0,0.0,0.0,0.0,0.76671,0.9292,0.76248,1.20095,0.90572,2.25775,0.51681,0.40482,0.44211,0.20417,0.11937,0.33281,0.87539,0.06987,0.11688,0.75644,0.35856,0.24916,0.10365,0.21122
  345 Ml (Si),0.44485,1.91173,0.48563,0.70251,0.07974,0.01128,0.03491,0.02699,0.36511,1.90045,0.45072,0.67552,0.0,0.0,0.0,0.0,0.44485,1.91173,0.48563,0.70251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02045,0.52809,0.26744,0.45571,0.4244,1.38364,0.21819,0.2468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),2.01441,1.06301,2.66481,2.43304,0.95768,0.47643,1.4395,1.27686,0.97287,0.52304,0.92381,0.61398,0.08386,0.06354,0.3015,0.5422,1.95079,0.89765,2.59639,2.29741,0.06362,0.16536,0.06842,0.13563,0.0,0.0,0.0,0.0,0.81817,0.35063,0.57513,0.16669,0.65887,0.44394,1.21938,1.47996,0.53737,0.26844,0.8703,0.78639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Cola (Fl),102.81025,89.08098,86.27159,82.00605,21.99949,16.40164,22.18484,17.00983,75.38453,64.14938,55.76439,59.8818,5.42623,8.52996,8.32236,5.11442,90.12502,85.47761,82.94358,79.73903,12.68523,3.27171,2.96552,2.26702,0.0,0.33166,0.36249,0.0,40.10734,24.54713,25.22754,27.86995,28.18528,34.26474,31.37295,27.3508,17.10382,7.31154,11.77626,10.82949,5.76667,5.41759,8.16915,4.03658,11.64714,17.53998,9.72569,11.91923
  1 Lt (Si),22.07407,24.03577,18.81858,15.95896,5.97124,3.82638,6.92067,4.88559,14.90414,18.19351,9.18579,10.25448,1.19869,2.01588,2.71212,0.81889,22.07407,24.03577,18.81858,15.95896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14929,3.8214,6.00138,5.03731,8.37475,10.64808,5.99095,6.38035,0.0,0.0,0.0,0.0,4.01454,2.8791,2.85903,1.46964,2.53549,6.68719,3.96722,3.07166
  1.5 Lt (Si),36.86279,29.78139,29.90747,37.61071,3.32827,3.83938,5.59539,4.78818,31.57717,22.21524,20.98965,31.31218,1.95735,3.72677,3.32243,1.51035,29.10241,27.96114,27.85095,36.21296,7.76038,1.48859,1.69403,1.39775,0.0,0.33166,0.36249,0.0,11.15176,8.18305,6.12681,10.36467,10.51572,12.14482,11.30587,13.04575,10.16516,3.26022,7.35484,8.24724,1.28579,1.29671,2.6892,0.94452,3.74436,4.89659,2.43075,5.00853
  2.25 Lt (Si),21.81334,13.11333,17.13126,13.60097,8.47344,2.88423,3.84329,3.07683,13.20928,10.01881,12.64638,9.55142,0.13062,0.21029,0.64159,0.97272,21.81334,13.11333,17.13126,13.60097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12389,6.62016,6.5304,6.49875,2.54853,2.95624,6.29307,3.01992,0.27065,0.15032,1.70334,0.06343,0.13062,0.21029,0.85649,0.97272,4.73965,3.17632,1.74796,3.04615
  250 Ml (Si),7.61697,10.65249,10.37047,6.0561,2.86588,2.5233,4.21511,1.76497,4.02818,7.53568,5.66109,3.50313,0.72291,0.59351,0.49427,0.788,6.34913,9.27578,9.58313,5.51672,1.26784,1.37671,0.78734,0.53938,0.0,0.0,0.0,0.0,2.21666,2.32812,3.68126,1.87589,3.04436,4.89555,4.11716,2.04077,1.62159,1.92983,1.048,1.32407,0.2765,0.28134,0.43613,0.23273,0.45786,1.21765,1.08792,0.58264
  300 Ml (Si),0.66348,0.68326,0.08757,0.13826,0.46164,0.01168,0.05984,0.01433,0.0584,0.67158,0.02773,0.08811,0.14344,0.0,0.0,0.03582,0.66348,0.68326,0.08757,0.13826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.16892,0.19078,0.0,0.08124,0.0,0.0,0.0,0.0,0.03292,0.4808,0.02773,0.04269
  345 Ml (Si),2.29975,1.17801,1.26454,1.02938,0.05107,0.39264,0.05517,0.1606,2.22635,0.6375,0.42829,0.60159,0.02233,0.14787,0.78108,0.26719,2.29975,1.17801,1.26454,1.02938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85045,0.29179,0.18441,0.24167,0.33932,0.73835,0.29905,0.39167,0.0,0.0,0.0,0.0,0.02233,0.14787,0.78108,0.26719,0.08765,0.0,0.0,0.12885
  500 Ml (Si),11.47985,9.63673,8.6917,7.61167,0.84795,2.92403,1.49537,2.31933,9.38101,4.87706,6.82546,4.57089,1.25089,1.83564,0.37087,0.72145,7.82284,9.23032,8.20755,7.28178,3.65701,0.40641,0.48415,0.32989,0.0,0.0,0.0,0.0,3.61529,3.30261,2.70328,3.85166,2.90096,2.87002,3.30701,2.45801,4.8775,1.78039,1.67008,1.11351,0.03689,0.60228,0.54722,0.14978,0.04921,1.08143,0.46411,0.03871
 Lamonade (Fl),87.99206,93.09852,72.61851,97.79587,20.17491,25.2526,22.65846,28.01579,58.69542,59.36207,45.32963,62.24902,9.12173,8.48385,4.63042,7.53106,85.8882,82.75912,67.15574,95.62749,1.96554,10.27084,4.9704,1.78543,0.13832,0.06856,0.49237,0.38295,39.06039,35.10673,25.16625,36.62459,29.21517,28.2119,22.57772,41.72299,6.47408,16.77456,9.95263,7.6796,4.11536,1.8384,3.04256,4.08388,9.12706,11.16693,11.87935,7.68481
  1 Lt (Si),14.91893,13.34155,19.60091,20.1529,3.45128,3.24842,9.64944,7.54514,9.91686,9.25459,9.3521,12.03533,1.55079,0.83854,0.59937,0.57243,14.91893,13.34155,19.60091,20.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62501,4.9671,5.92109,6.51777,7.4457,6.32998,7.00369,9.29681,0.0,0.0,0.0,0.0,1.08853,0.5232,0.73659,0.84294,1.75969,1.52127,5.93954,3.49538
  1.5 Lt (Si),30.83362,44.35867,26.82057,40.39757,6.19725,9.65114,4.82303,10.24588,20.59601,28.59069,20.22966,26.35219,4.04036,6.11684,1.76788,3.7995,29.51617,35.10067,21.96867,39.17758,1.17913,9.18944,4.35953,0.83704,0.13832,0.06856,0.49237,0.38295,9.82993,13.32007,7.50191,13.99772,13.86488,11.04847,7.50291,17.73073,3.35704,12.28844,7.02391,3.68812,2.0946,0.82499,1.86913,1.59831,1.68717,6.8767,2.92271,3.38269
  2.25 Lt (Si),19.03386,11.11574,8.99285,15.21289,1.65239,2.39566,2.66722,2.07961,17.03554,8.52827,6.23864,11.83162,0.34593,0.19181,0.08699,1.30166,19.03386,11.11574,8.99285,15.21289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91868,6.38953,5.18925,8.00934,1.94327,1.94954,2.28773,4.60122,0.38925,0.45126,0.0246,0.63017,0.34593,0.19181,0.08699,1.30166,5.43673,2.1336,1.40428,0.6705
  250 Ml (Si),13.06691,9.75596,8.71461,9.25403,4.07559,4.79609,2.61263,3.39939,6.94284,4.22189,4.38411,4.93263,2.04848,0.73798,1.71787,0.92201,12.65735,9.23813,8.43518,8.50497,0.40956,0.51783,0.27943,0.74906,0.0,0.0,0.0,0.0,6.72025,4.82427,2.61036,1.96283,3.66176,2.54661,2.76353,5.70068,2.01634,1.85689,1.74164,1.21402,0.48216,0.10702,0.19228,0.26715,0.1864,0.42117,1.4068,0.10935
  300 Ml (Si),0.04181,0.0,0.0,0.18696,0.0,0.0,0.0,0.0,0.00468,0.0,0.0,0.17772,0.03713,0.0,0.0,0.00924,0.04181,0.0,0.0,0.18696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04181,0.0,0.0,0.18696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  345 Ml (Si),0.98044,1.97884,1.69571,0.53792,0.33406,1.04184,0.29286,0.0837,0.54224,0.74562,1.37852,0.3804,0.10414,0.19138,0.02433,0.07382,0.98044,1.97884,1.69571,0.53792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32144,0.09153,1.03046,0.07743,0.55486,1.69593,0.64092,0.38667,0.0,0.0,0.0,0.0,0.10414,0.19138,0.02433,0.07382,0.0,0.0,0.0,0.0
  500 Ml (Si),9.11649,12.54776,6.79386,12.0536,4.46434,4.11945,2.61328,4.66207,3.65725,8.02101,3.7466,6.53913,0.9949,0.4073,0.43398,0.8524,8.73964,11.98419,6.46242,11.85427,0.37685,0.56357,0.33144,0.19933,0.0,0.0,0.0,0.0,6.64508,5.51423,2.91318,6.0595,1.7447,4.64137,2.37894,4.00688,0.66964,2.17797,1.16248,1.96033,0.0,0.0,0.13324,0.0,0.05707,0.21419,0.20602,0.02689
 Lychee (Fl),2.04635,2.44475,2.72311,2.74364,0.86969,1.68943,1.94059,2.09462,1.17666,0.75532,0.78252,0.64902,0.0,0.0,0.0,0.0,2.04635,2.44475,2.72311,2.74364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.25819,0.42482,0.11643,1.85815,2.18656,1.9978,2.50523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702,0.0,0.30049,0.12198
  1 Lt (Si),0.16836,0.22346,0.2898,0.00876,0.16836,0.22346,0.2898,0.00876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16836,0.22346,0.2898,0.00876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16836,0.22346,0.2898,0.00876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  1.5 Lt (Si),1.2616,1.12643,0.34178,2.18479,0.41487,0.92683,0.24514,1.82506,0.84673,0.1996,0.09664,0.35973,0.0,0.0,0.0,0.0,1.2616,1.12643,0.34178,2.18479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05781,0.10434,0.0,1.2616,1.06862,0.21662,2.18479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02082,0.0
  300 Ml (Si),0.03979,0.26074,0.07596,0.15439,0.0,0.0,0.0,0.0,0.03979,0.26074,0.07596,0.15439,0.0,0.0,0.0,0.0,0.03979,0.26074,0.07596,0.15439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03979,0.26074,0.07596,0.15439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.5766,0.83412,2.01557,0.3957,0.28646,0.53914,1.40565,0.2608,0.29014,0.29498,0.60992,0.1349,0.0,0.0,0.0,0.0,0.5766,0.83412,2.01557,0.3957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.20038,0.32048,0.11643,0.3884,0.63374,1.41542,0.15729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702,0.0,0.27967,0.12198
 Orange (Fl),64.74638,36.73735,39.19311,46.93934,17.24373,7.3262,11.56158,10.15556,41.52221,25.58352,22.68624,34.87185,5.98044,3.82763,4.94529,1.91193,63.26552,34.90875,36.66325,45.42001,1.43606,1.76454,2.04705,1.21925,0.0448,0.06406,0.48281,0.30008,33.66347,12.26298,13.20778,26.08527,20.30477,11.66761,10.90794,11.0698,4.02497,4.2675,5.17219,5.08558,1.88367,2.77238,2.93404,0.5662,4.8695,5.76688,6.97116,4.13249
  1 Lt (Si),10.02045,11.98707,9.02705,10.46516,5.67557,2.33678,3.94932,3.44934,4.0736,9.25293,3.58595,6.68695,0.27128,0.39736,1.49178,0.32887,10.02045,11.98707,9.02705,10.46516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97649,4.05751,2.54041,3.19498,2.45047,4.9449,3.89112,5.66949,0.0,0.0,0.0,0.0,0.01467,0.29971,1.51416,0.03143,2.57882,2.68495,1.08136,1.56926
  1.5 Lt (Si),29.02641,14.13423,19.89871,14.03741,4.94765,2.83256,3.92894,3.86533,19.47255,11.02892,13.32884,9.54138,4.60621,0.27275,2.64093,0.6307,27.88116,12.4438,18.32913,12.74195,1.10045,1.62637,1.08677,0.99538,0.0448,0.06406,0.48281,0.30008,10.7865,4.38246,6.36307,6.47267,13.02498,4.68209,4.93646,3.83715,2.28837,2.81628,2.72477,2.39243,1.51553,0.01362,1.21528,0.12773,1.41103,2.23978,4.65913,1.20743
  2.25 Lt (Si),10.4989,4.80041,4.19938,14.87733,4.66256,0.36269,1.45423,0.95787,5.61637,2.11056,2.69634,13.80698,0.21997,2.32716,0.04881,0.11248,10.4989,4.80041,4.19938,14.87733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56582,2.07755,3.00442,13.48081,0.13301,0.01849,0.29923,0.0798,0.0,0.0,0.0,0.0,0.21997,2.32716,0.04881,0.11248,0.5801,0.37721,0.84692,1.20424
  250 Ml (Si),11.32767,3.00753,2.05787,4.97815,0.6088,0.93966,0.96698,1.00353,10.32058,1.69249,0.68082,3.51644,0.39829,0.37538,0.41007,0.45818,11.21429,2.88497,1.91661,4.90389,0.11338,0.12256,0.14126,0.07426,0.0,0.0,0.0,0.0,7.66071,0.80432,0.66496,1.61671,2.68025,0.74301,0.41439,0.79824,0.55366,0.86337,0.43898,2.11708,0.1335,0.13189,0.15579,0.29456,0.29955,0.46494,0.38375,0.15156
  345 Ml (Si),1.18974,0.69164,0.95415,0.10729,0.38132,0.01346,0.47748,0.02557,0.80842,0.67818,0.47667,0.08172,0.0,0.0,0.0,0.0,1.18974,0.69164,0.95415,0.10729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04877,0.00331,0.05476,0.02344,1.14097,0.68833,0.89939,0.08385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),2.68321,2.11647,3.05595,2.474,0.96783,0.84105,0.78463,0.85392,1.23069,0.82044,1.91762,1.23838,0.48469,0.45498,0.3537,0.3817,2.46098,2.10086,2.23693,2.32439,0.22223,0.01561,0.81902,0.14961,0.0,0.0,0.0,0.0,0.62518,0.93783,0.58016,1.29666,0.87509,0.59079,0.46735,0.60127,1.18294,0.58785,2.00844,0.57607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Pomegranate (Fl),1.02413,1.29973,7.56374,0.78026,0.0,0.0,0.0122,0.0,1.02413,1.09006,1.44006,0.78026,0.0,0.20967,6.11148,0.0,1.02413,1.29973,7.56374,0.78026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73965,0.80664,0.8678,0.68471,0.1853,0.26578,0.55282,0.069,0.0,0.0,0.0,0.0,0.0,0.20967,6.11148,0.0,0.09918,0.01764,0.03164,0.02655
  1 Lt (Si),0.8061,1.04728,7.16296,0.69512,0.0,0.0,0.0122,0.0,0.8061,0.83761,1.03928,0.69512,0.0,0.20967,6.11148,0.0,0.8061,1.04728,7.16296,0.69512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73965,0.80664,0.8678,0.68471,0.06645,0.03097,0.17148,0.01041,0.0,0.0,0.0,0.0,0.0,0.20967,6.11148,0.0,0.0,0.0,0.0122,0.0
  1.5 Lt (Si),0.11885,0.23481,0.38134,0.05859,0.0,0.0,0.0,0.0,0.11885,0.23481,0.38134,0.05859,0.0,0.0,0.0,0.0,0.11885,0.23481,0.38134,0.05859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11885,0.23481,0.38134,0.05859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  300 Ml (Si),0.09918,0.01764,0.01944,0.02655,0.0,0.0,0.0,0.0,0.09918,0.01764,0.01944,0.02655,0.0,0.0,0.0,0.0,0.09918,0.01764,0.01944,0.02655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09918,0.01764,0.01944,0.02655
