,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
  2.25 Lt (Si),0.56835,0.5914,0.22347,0.34747,1.61917,1.81744,0.5561,0.76465,0.11079,0.057,0.0,0.16401,1.91887,1.47526,0.62414,0.63684,0.59847,0.63545,0.23456,0.35561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09591,1.33832,0.49259,0.75429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93602,3.01714,0.75308,1.07918,0.0,0.0,0.0,0.0
  250 Ml (Si),0.61556,0.81305,0.42688,0.69145,0.98893,2.0587,0.55345,0.60868,0.4344,0.3237,0.17329,0.68294,1.28501,1.36231,1.47216,1.1068,0.63019,0.84763,0.44392,0.68231,0.34773,0.36912,0.09633,1.29044,0.0,0.0,0.0,0.0,0.47395,0.83558,0.74769,0.89881,0.45048,1.15832,0.34535,0.28031,0.64569,0.31076,0.15873,0.57167,2.70273,0.33681,0.28313,3.02795,0.82276,0.48064,0.23744,0.54784
  345 Ml (Si),0.10665,0.59197,0.16601,0.21345,0.09321,0.01606,0.04444,0.0325,0.12125,0.87015,0.25138,0.30137,0.0,0.0,0.0,0.0,0.1123,0.63606,0.17426,0.21845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01325,0.50523,0.3016,0.34393,0.27159,1.18468,0.21081,0.20604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.45227,0.29293,0.80276,0.64998,0.97621,0.60586,1.5936,1.33963,0.30809,0.21063,0.45451,0.24167,0.26911,0.16649,0.78577,2.234,0.46126,0.26636,0.82099,0.62822,0.28943,0.68718,0.50237,1.88339,0.0,0.0,0.0,0.0,0.4662,0.30223,0.56398,0.11339,0.39443,0.33574,1.05554,1.10116,1.37891,0.6062,2.23147,2.20832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Cola (Fl),34.56782,35.21735,38.0166,32.8599,34.35446,27.88855,32.74783,26.13904,35.81003,37.45208,41.27991,35.73443,22.56807,36.17906,33.13381,29.04999,32.58637,36.63838,38.6153,32.85675,73.71764,15.00944,25.93682,39.36488,0.0,35.66867,26.09908,0.0,36.68372,32.43957,36.13901,28.43434,24.30135,36.33916,40.96704,30.25251,56.19522,18.73078,41.76291,40.65046,40.73342,44.81144,37.94554,42.54996,43.08057,49.42684,31.29956,48.64392
  1 Lt (Si),7.8275,10.25836,8.7787,6.81847,9.3375,7.20191,11.02939,8.34794,7.59725,11.39672,7.14098,6.41527,5.40907,9.31645,12.15547,5.04374,8.24223,11.02253,9.21457,6.97824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68219,5.95636,10.28021,6.17827,7.27429,11.92333,7.54607,6.9284,0.0,0.0,0.0,0.0,28.39557,26.62671,14.56507,15.10698,7.9275,18.85825,12.16087,12.18406
  1.5 Lt (Si),12.64125,12.83524,13.94095,15.33094,5.16084,7.47675,9.61052,7.63136,15.26039,13.61903,15.9271,18.77488,9.53773,19.0706,13.61447,9.37876,10.57167,12.99244,13.65771,15.11839,52.96098,9.27917,18.65822,29.11299,0.0,35.66867,26.09908,0.0,9.56804,11.65055,9.32344,10.29455,9.92822,14.10834,15.38258,15.05351,39.21944,11.04353,28.28723,34.76938,9.47042,10.42444,12.68466,9.89232,13.27217,14.7332,9.01058,20.26883
  2.25 Lt (Si),9.26897,6.66667,9.82521,6.88995,16.03808,6.29733,7.44813,5.96069,8.00563,7.65243,12.15982,7.178,0.78595,1.03328,3.05434,7.51477,9.76008,7.16329,10.31304,7.05141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8243,9.78103,11.22264,7.8728,3.26389,4.68677,11.68877,4.7453,1.20202,0.58752,7.55905,0.30829,1.20255,2.11322,4.85493,12.73447,20.64346,11.32708,7.27441,14.38949
  250 Ml (Si),1.4624,2.20856,2.34102,1.38151,2.42263,2.66714,2.86484,1.55549,1.0943,2.16793,2.36102,1.1915,2.1862,1.5028,1.00196,2.69703,1.32687,2.08852,2.29691,1.3025,4.1184,4.04139,3.72355,5.6711,0.0,0.0,0.0,0.0,1.28134,1.98164,2.39584,1.30023,1.52914,2.58859,3.05101,1.26829,2.77673,2.82067,1.63442,2.24866,1.35766,1.50785,1.29552,1.62499,0.8177,1.49475,1.727,1.20608
  300 Ml (Si),0.15241,0.16529,0.02638,0.03391,0.46923,0.01447,0.06624,0.015,0.01516,0.23971,0.01364,0.02738,0.55238,0.0,0.0,0.17709,0.16049,0.1776,0.02769,0.0347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27636,0.00883,0.0518,0.01066,0.48091,0.25849,0.0,0.19722,0.0,0.0,0.0,0.0,0.07553,0.92747,0.06353,0.11073
  345 Ml (Si),0.58843,0.36426,0.43482,0.3129,0.0597,0.55934,0.07024,0.19337,0.80166,0.28834,0.237,0.26704,0.0824,0.44561,2.341,1.26602,0.61961,0.39139,0.45641,0.32023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19892,0.27914,0.20796,0.1824,0.22657,0.62923,0.28833,0.32799,0.0,0.0,0.0,0.0,0.12607,0.91136,2.82462,2.14539,0.23129,0.0,0.0,0.38433
  500 Ml (Si),2.62685,2.71898,2.66952,2.09221,0.86647,3.67161,1.65847,2.43519,3.03563,2.08791,3.44034,1.88035,4.01436,4.81032,0.96657,2.97258,1.90543,2.80261,2.64898,2.05127,16.63825,1.68887,3.55505,4.58078,0.0,0.0,0.0,0.0,2.12894,2.79085,2.70892,2.60609,1.80287,2.39407,2.95847,1.91836,12.51611,4.02056,4.28222,3.1269,0.18114,3.22786,1.72076,1.04581,0.11292,2.08609,1.06317,0.1004
 Lamonade (Fl),27.87264,35.88041,30.81193,37.74646,26.80519,41.32058,34.47772,39.89499,27.28281,34.8111,32.28235,36.22432,37.26051,31.33025,14.39293,45.31416,28.71777,34.20997,29.88521,37.96592,11.2685,61.2566,51.62232,25.8842,38.75486,7.37318,35.45005,41.31123,30.80534,41.98334,36.56386,36.8815,24.46937,29.49049,27.32532,43.30617,19.66079,50.77542,32.45603,26.78965,29.49011,14.57727,13.68425,45.06703,35.56015,32.97181,37.61017,29.18496
  1 Lt (Si),5.12349,5.62591,8.65335,8.38804,5.484,6.1406,15.51769,12.40029,4.79891,5.80499,6.80363,7.34123,7.2968,3.37169,2.29185,3.61761,5.39496,6.045,9.083,8.58459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61314,7.07437,10.02312,7.92144,6.38918,6.95824,8.52478,9.93586,0.0,0.0,0.0,0.0,7.92202,4.26431,3.24319,8.82865,5.62441,4.16472,17.46602,12.42011
  1.5 Lt (Si),10.50609,18.35514,12.3872,16.45241,9.58749,18.0412,8.19595,16.15301,9.87955,17.58297,15.28363,15.81157,19.79846,24.04409,6.91115,24.37653,10.59769,15.659,10.70095,16.33885,8.04712,57.28262,48.01636,17.4346,38.75486,7.37318,35.45005,41.31123,8.32113,16.62372,11.09895,13.79253,12.67889,13.06764,10.09159,20.42307,13.2009,41.62541,27.01443,16.14459,15.42758,6.63228,8.81653,16.73956,6.36713,20.19816,11.00447,13.30093
  2.25 Lt (Si),7.70271,5.56498,5.05798,7.4321,3.07122,5.35593,5.33296,3.80261,9.68699,6.34329,5.81036,8.53973,2.08152,0.94247,0.4251,10.05596,8.11084,5.97953,5.30911,7.60626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.95426,9.70817,9.1364,9.63693,2.18693,2.83968,4.05949,6.3035,1.72877,1.76376,0.10919,3.06282,3.18488,1.9275,0.51292,17.04075,23.0547,7.46551,5.90518,3.11894
  250 Ml (Si),2.19704,2.25139,2.06368,2.02954,3.72847,5.17668,2.14925,2.54486,1.50841,1.44231,1.74302,1.71012,4.38744,1.32792,3.56086,3.36408,2.23551,2.30419,2.11566,1.96551,1.5068,1.63197,1.17227,5.68172,0.0,0.0,0.0,0.0,2.87428,3.88929,2.26106,1.39803,1.76325,1.52301,1.92974,3.3266,2.91142,2.46787,2.35177,1.80188,2.36758,0.57363,0.60461,1.86532,0.38297,0.73025,2.76256,0.27525
  300 Ml (Si),0.00882,0.0,0.0,0.02614,0.0,0.0,0.0,0.0,0.00074,0.0,0.0,0.03478,0.11915,0.0,0.0,0.03805,0.00929,0.0,0.0,0.02675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10128,0.0,0.0,0.27547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  345 Ml (Si),0.24873,0.61286,0.57267,0.15913,0.39048,1.48415,0.37285,0.10078,0.19157,0.33517,0.75582,0.16283,0.38433,0.57674,0.07292,0.34979,0.26191,0.65851,0.6011,0.16286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20827,0.08756,1.16205,0.05843,0.37328,1.45596,0.59555,0.3149,0.0,0.0,0.0,0.0,0.58805,1.17954,0.08799,0.59275,0.0,0.0,0.0,0.0
  500 Ml (Si),2.08575,3.47014,2.07706,3.25909,4.54352,5.12202,2.90902,4.89344,1.21664,3.30237,1.8859,2.62405,3.19282,1.06733,1.13105,3.51216,2.10758,3.56374,2.07538,3.2811,1.71458,2.34201,2.43369,2.76788,0.0,0.0,0.0,0.0,3.83425,4.60023,2.88228,4.07414,1.07784,3.64596,2.12416,3.00225,1.71841,4.91837,2.98065,5.50489,0.0,0.0,0.41899,0.0,0.13095,0.41318,0.47193,0.06973
 Lychee (Fl),0.60249,0.83111,0.88151,1.02248,1.11385,2.72128,2.31968,3.14945,0.5033,0.34435,0.40876,0.32445,0.0,0.0,0.0,0.0,0.63441,0.89302,0.92528,1.04644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01014,0.23884,0.46775,0.07641,1.50121,2.091,1.85099,2.67752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39054,0.0,0.71219,0.31638
  1 Lt (Si),0.04181,0.06761,0.097,0.00259,0.19014,0.30757,0.35647,0.01019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04402,0.07265,0.10182,0.00265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11199,0.18778,0.27874,0.00724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  1.5 Lt (Si),0.42293,0.46013,0.15444,0.8733,0.63253,1.72215,0.40707,2.86621,0.39951,0.12057,0.07132,0.21121,0.0,0.0,0.0,0.0,0.44534,0.4944,0.16211,0.89376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07214,0.15348,0.0,1.13289,1.21226,0.28126,2.43837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07153,0.0
  300 Ml (Si),0.00889,0.07101,0.02288,0.04114,0.0,0.0,0.0,0.0,0.01252,0.105,0.03737,0.06043,0.0,0.0,0.0,0.0,0.00936,0.07629,0.02402,0.04211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02382,0.19719,0.06575,0.11488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.12886,0.23236,0.60718,0.10545,0.29118,0.69157,1.55614,0.27306,0.09126,0.11879,0.30008,0.05281,0.0,0.0,0.0,0.0,0.13569,0.24967,0.63733,0.10792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01014,0.1667,0.31427,0.07641,0.23252,0.49377,1.22524,0.11704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39054,0.0,0.64066,0.31638
 Orange (Fl),20.64268,14.75476,17.36004,18.90722,26.47866,12.76489,18.54185,15.94422,18.19193,15.19325,16.61694,20.86883,27.22017,16.11089,18.51425,9.91873,21.25762,15.07748,17.18133,18.76264,8.95101,10.62734,18.84791,23.66913,12.55249,6.88972,34.76194,32.37082,27.96387,16.3607,20.28527,28.24853,16.73133,12.27859,13.56827,11.70456,12.65114,11.90458,16.28441,14.73724,13.85149,26.20536,13.88582,4.20412,16.13665,15.6601,24.05282,16.41054
  1 Lt (Si),3.30736,5.0736,4.208,4.37087,8.60019,4.50206,6.8017,6.02116,1.87168,5.81159,2.69332,3.98524,1.2437,1.48032,6.12555,1.93574,3.4826,5.45155,4.41693,4.47329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34015,6.24764,4.29268,3.97986,2.09568,5.34248,4.81184,6.0262,0.0,0.0,0.0,0.0,0.10289,2.27987,7.45511,0.31351,8.2003,7.00497,3.80627,5.69001
  1.5 Lt (Si),9.92381,5.84459,9.12772,5.74979,7.64113,5.32812,6.58888,6.31592,9.42956,6.74587,10.03016,5.71407,22.17327,1.07216,10.32416,3.89795,10.04535,5.53802,8.83646,5.35457,7.51008,10.13805,11.96973,20.73234,12.55249,6.88972,34.76194,32.37082,9.18809,5.49425,9.52826,6.4291,12.11369,5.47833,6.65907,4.5407,8.80824,9.53977,10.47964,10.07748,11.16256,0.10949,5.70629,1.33774,4.94519,6.4989,16.00956,4.92169
  2.25 Lt (Si),4.23339,2.39382,2.26973,7.07558,8.20251,0.77761,2.78639,1.73575,3.29029,1.52995,2.42357,9.66149,1.32359,11.43451,0.23852,0.86896,4.4577,2.57215,2.38242,7.24138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.70549,3.10514,5.20101,15.80145,0.17916,0.03146,0.5828,0.13359,0.0,0.0,0.0,0.0,2.02519,23.38545,0.2878,1.47253,2.30381,1.25938,3.3579,5.40576
  250 Ml (Si),2.28424,0.6567,0.50997,0.997,0.59989,1.08827,0.88836,0.93942,2.93881,0.47416,0.2674,0.95712,0.92415,0.93159,0.90417,1.64335,2.38304,0.67574,0.49807,1.00349,0.42987,0.42444,0.86434,0.85929,0.0,0.0,0.0,0.0,4.33091,0.72508,0.63265,1.11336,1.08079,0.40485,0.23344,0.4876,0.80736,1.03728,0.655,3.04205,0.56085,0.43054,0.43662,1.08034,0.68736,0.89685,0.87908,0.39307
  345 Ml (Si),0.28809,0.20796,0.32402,0.03193,0.44573,0.01918,0.60789,0.03079,0.26755,0.30129,0.25904,0.03539,0.0,0.0,0.0,0.0,0.30336,0.22346,0.34011,0.03268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0316,0.00316,0.06175,0.01769,0.73813,0.57467,0.87658,0.0691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.60578,0.57808,0.9206,0.68205,0.98921,1.04964,0.86863,0.90117,0.39403,0.33039,0.94346,0.51552,1.55545,1.19232,0.92184,1.57272,0.58558,0.61658,0.70733,0.65723,1.01106,0.06486,6.01384,2.0775,0.0,0.0,0.0,0.0,0.36764,0.78543,0.56892,0.90707,0.52387,0.4468,0.40455,0.44737,3.03553,1.32754,5.14977,1.61771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Pomegranate (Fl),0.42813,0.64973,3.90151,0.39973,0.0,0.0,0.02251,0.0,0.60258,0.82007,1.35058,0.58714,0.0,0.91573,26.54613,0.0,0.45081,0.69813,4.09523,0.40909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82978,1.26637,1.66593,0.88249,0.20574,0.37554,0.88883,0.09582,0.0,0.0,0.0,0.0,0.0,1.87282,32.03018,0.0,0.22758,0.03403,0.09112,0.06887
  1 Lt (Si),0.35616,0.52503,3.68026,0.36338,0.0,0.0,0.02251,0.0,0.50129,0.63567,0.98923,0.53375,0.0,0.91573,26.54613,0.0,0.37503,0.56414,3.86299,0.37189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82978,1.26637,1.66593,0.88249,0.07233,0.04258,0.26989,0.01408,0.0,0.0,0.0,0.0,0.0,1.87282,32.03018,0.0,0.0,0.0,0.04657,0.0
  1.5 Lt (Si),0.0498,0.11989,0.21539,0.02927,0.0,0.0,0.0,0.0,0.0701,0.17729,0.35178,0.043,0.0,0.0,0.0,0.0,0.05244,0.12883,0.22609,0.02996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13341,0.33296,0.61894,0.08174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  300 Ml (Si),0.02217,0.0048,0.00586,0.00708,0.0,0.0,0.0,0.0,0.0312,0.0071,0.00957,0.01039,0.0,0.0,0.0,0.0,0.02334,0.00516,0.00615,0.00724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22758,0.03403,0.04454,0.06887
