,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
  2.25 Lt (Si),25.43102,21.71679,7.41813,13.03918,15.92974,14.67172,5.02328,7.30332,3.52196,1.41548,0.0,4.19024,5.97932,5.62959,2.39485,1.54562,25.43102,21.71679,7.41813,13.03918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4517,16.0872,5.02328,11.49356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97932,5.62959,2.39485,1.54562,0.0,0.0,0.0,0.0
  250 Ml (Si),27.5433,29.85615,14.17031,25.94772,9.72934,16.61932,4.99931,5.81363,13.80981,8.03826,3.52228,17.44786,4.00415,5.19857,5.64872,2.68623,26.779,28.96793,14.03912,25.01839,0.7643,0.88822,0.13119,0.92933,0.0,0.0,0.0,0.0,8.4123,10.04403,7.62477,13.69563,7.52489,15.31595,3.98961,3.76737,2.51625,1.3761,0.61906,2.03576,5.50423,0.62844,0.90037,4.33669,3.58563,2.49163,1.0365,2.11227
  345 Ml (Si),4.77186,21.73764,5.51085,8.00985,0.91707,0.12966,0.40142,0.31042,3.85479,21.60798,5.10943,7.69943,0.0,0.0,0.0,0.0,4.77186,21.73764,5.51085,8.00985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23518,6.07304,3.07558,5.24069,4.53668,15.6646,2.43527,2.76916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),20.23698,10.75663,26.64802,24.39142,9.60415,4.89091,14.39497,12.79512,9.79428,5.23038,9.23803,6.17432,0.83855,0.63534,3.01502,5.42198,19.60082,9.10304,25.96385,23.03507,0.63616,1.65359,0.68417,1.35635,0.0,0.0,0.0,0.0,8.27471,3.63296,5.75128,1.7278,6.58869,4.4393,12.19383,14.79965,5.37358,2.68437,8.70291,7.86397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Cola (Fl),1546.74129,1293.22132,1261.97632,1233.11658,337.98732,225.1368,295.81085,249.6597,1138.43057,930.0249,839.03051,912.95182,70.3234,138.05962,127.13496,70.50506,1384.71351,1252.12859,1221.21586,1204.76737,162.02778,36.11786,35.32307,28.34921,0.0,4.97487,5.43739,0.0,651.11369,389.93818,368.53511,433.26857,405.93404,480.49824,473.26036,406.59609,218.9914,82.94408,162.87889,144.75872,82.95528,83.61227,120.66918,60.9408,187.74688,256.22855,136.63278,187.5524
  1 Lt (Si),350.24235,376.69854,291.41246,255.87319,91.86456,58.13912,99.62841,79.73303,241.52282,283.00778,145.14332,163.89888,16.85497,35.55164,46.64073,12.24128,350.24235,376.69854,291.41246,255.87319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.35417,71.59808,104.83459,94.14141,121.51108,157.6574,87.17389,93.11821,0.0,0.0,0.0,0.0,57.82874,49.68195,46.31781,21.63648,34.54836,97.76111,53.08617,46.97709
  1.5 Lt (Si),565.63434,471.32466,462.77539,575.31644,50.77361,60.35777,86.81177,72.88879,485.14062,338.19331,323.72469,479.66517,29.72011,72.77358,52.23893,22.76248,449.22867,444.02092,431.92758,554.35028,116.40567,22.32887,25.41042,20.96616,0.0,4.97487,5.43739,0.0,169.82684,140.04488,95.07776,156.86339,165.84275,186.54905,177.70294,202.32039,152.83719,48.90324,110.32258,123.81584,19.28691,19.45064,40.33799,14.16795,57.84065,76.37685,39.33412,78.14887
  2.25 Lt (Si),414.74115,244.80786,326.15164,258.55579,157.78648,50.83665,67.27884,56.93187,254.50562,190.02821,247.15323,183.38538,2.44905,3.943,11.71957,18.23854,414.74115,244.80786,326.15164,258.55579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.12224,117.57239,114.44522,119.96186,54.52056,61.97127,135.03132,63.77717,4.68426,2.60168,29.48094,1.09785,2.44905,3.943,15.43899,18.23854,89.96504,58.71952,31.75517,55.48037
  250 Ml (Si),65.4354,81.10083,77.71114,51.8434,23.83443,21.53114,25.87803,14.85683,34.78866,53.83499,47.98857,30.4408,6.81231,5.7347,3.84454,6.54577,56.38335,71.37585,72.64008,47.75927,9.05205,9.72498,5.07106,4.08413,0.0,0.0,0.0,0.0,22.743,23.82017,24.43204,19.81228,25.54304,34.22786,35.246,17.04597,10.82085,12.49056,6.37436,8.00763,2.76493,2.81345,4.11982,2.32734,3.56358,7.74879,7.53892,4.65018
  300 Ml (Si),6.81964,6.06948,0.87568,1.27252,4.61638,0.1168,0.59836,0.14325,0.48202,5.95268,0.27732,0.69947,1.72124,0.0,0.0,0.4298,6.81964,6.06948,0.87568,1.27252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61638,0.1168,0.59836,0.14325,1.87411,1.14466,0.0,0.70232,0.0,0.0,0.0,0.0,0.32915,4.80802,0.27732,0.42695
  345 Ml (Si),26.32956,13.37594,14.43409,11.74197,0.58733,4.51537,0.6345,1.84691,25.48548,7.1601,4.81713,6.8224,0.25675,1.70047,8.98246,3.07266,26.32956,13.37594,14.43409,11.74197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28013,3.35543,2.12073,2.77928,3.78471,8.32004,3.3309,4.4082,0.0,0.0,0.0,0.0,0.25675,1.70047,8.98246,3.07266,1.00797,0.0,0.0,1.48183
  500 Ml (Si),117.53885,99.84401,88.61592,78.51327,8.52453,29.63995,14.98094,23.25902,96.50535,51.84783,69.92625,48.03972,12.50897,18.35623,3.70873,7.21453,80.96879,95.78,83.77433,75.21435,36.57006,4.06401,4.84159,3.29892,0.0,0.0,0.0,0.0,37.78731,33.54723,27.62477,39.71035,30.11552,31.65582,34.17695,25.7829,48.77499,17.80394,16.70101,11.13508,0.3689,6.02276,5.47211,1.49783,0.49213,10.81426,4.64108,0.38711
 Lamonade (Fl),1247.16478,1317.56956,1022.81446,1416.49196,263.71584,333.56991,311.4369,381.04575,867.34307,864.44314,656.15164,925.4676,116.10587,119.55651,55.22592,109.97861,1220.32239,1169.13678,945.12505,1392.10675,24.76761,147.40441,70.30387,18.6409,2.07478,1.02837,7.38554,5.74431,546.77608,504.65857,372.8676,561.98221,408.7407,389.94108,315.66818,582.03832,76.61761,224.84489,126.58128,95.39955,60.05782,27.19927,43.51675,64.5458,154.97257,170.92575,164.18065,112.52608
  1 Lt (Si),229.25139,206.58971,287.25149,314.77351,53.9529,49.57139,140.17114,118.43788,152.56126,144.15191,138.28647,187.55561,22.73723,12.86641,8.79388,8.78002,229.25139,206.58971,287.25149,314.77351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.88051,85.03709,102.21286,120.70307,106.72596,92.00609,98.48019,133.53868,0.0,0.0,0.0,0.0,16.13352,7.95665,10.31356,12.64455,24.5114,21.58988,76.24488,47.88721
  1.5 Lt (Si),470.0962,674.02152,411.19795,617.40125,94.32401,145.64177,74.03394,154.28095,314.07906,436.62728,310.64583,403.95786,61.69313,91.75247,26.51818,59.16244,450.33424,535.1515,338.41946,599.10115,17.68718,137.84165,65.39295,12.55579,2.07478,1.02837,7.38554,5.74431,147.69508,199.82452,113.18384,210.16375,211.79042,172.78824,116.58034,274.48766,51.4436,184.32663,105.35856,57.49184,31.41891,12.37497,28.03711,23.9747,27.74819,104.70716,48.0381,51.2833
  2.25 Lt (Si),344.65888,204.35243,167.90152,278.90071,30.2154,43.23696,48.17261,36.31954,307.95735,157.519,118.09778,218.17511,6.48613,3.59647,1.63113,24.40606,344.65888,204.35243,167.90152,278.90071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.43154,116.69656,93.17035,146.84283,36.5309,37.54791,46.89615,84.71951,6.73699,7.81032,0.42584,10.90687,6.48613,3.59647,1.63113,24.40606,100.47332,38.70117,25.77805,12.02544
  250 Ml (Si),98.30682,82.67346,68.50468,76.16167,36.68162,41.78998,19.41411,24.30652,47.9537,35.81614,35.42749,43.69045,13.6715,5.06734,13.66308,8.1647,94.99495,78.74639,66.90818,72.06989,3.31187,3.92707,1.5965,4.09178,0.0,0.0,0.0,0.0,51.01671,46.75105,23.05761,21.30245,29.45371,20.13818,22.29277,44.7098,11.34573,10.9283,9.17211,6.4166,4.82168,1.07032,1.92271,2.67155,1.66899,3.78561,12.05948,1.06127
  300 Ml (Si),0.39468,0.0,0.0,0.98098,0.0,0.0,0.0,0.0,0.0234,0.0,0.0,0.88862,0.37128,0.0,0.0,0.09236,0.39468,0.0,0.0,0.98098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39468,0.0,0.0,0.98098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  345 Ml (Si),11.12949,22.50495,19.01003,5.97156,3.84165,11.98112,3.36791,0.96258,6.09026,8.32297,15.36231,4.16004,1.19758,2.20086,0.27981,0.84894,11.12949,22.50495,19.01003,5.97156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69662,1.05256,11.85027,0.8904,6.23529,19.25153,6.87995,4.23222,0.0,0.0,0.0,0.0,1.19758,2.20086,0.27981,0.84894,0.0,0.0,0.0,0.0
  500 Ml (Si),93.32732,127.42749,68.94879,122.30228,44.70026,41.34869,26.27719,46.73828,38.67804,82.00584,38.33176,67.03991,9.94902,4.07296,4.33984,8.52409,89.55876,121.7918,65.63437,120.30895,3.76856,5.63569,3.31442,1.99333,0.0,0.0,0.0,0.0,68.05562,55.29679,29.39267,62.07971,18.00442,48.20913,24.53878,40.35045,6.69661,21.77964,11.62477,19.60326,0.0,0.0,1.33243,0.0,0.57067,2.14193,2.06014,0.26886
 Lychee (Fl),26.95854,30.51935,29.26199,38.37016,10.95835,21.9682,20.95369,30.08112,16.00019,8.55115,8.3083,8.28904,0.0,0.0,0.0,0.0,26.95854,30.51935,29.26199,38.37016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18005,2.87094,4.76998,1.1643,25.07648,27.64841,21.38305,35.98603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70201,0.0,3.10896,1.21983
  1 Lt (Si),1.87062,2.48289,3.22002,0.09728,1.87062,2.48289,3.22002,0.09728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87062,2.48289,3.22002,0.09728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87062,2.48289,3.22002,0.09728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  1.5 Lt (Si),18.92392,16.89639,5.12663,32.77185,6.22302,13.90245,3.6771,27.37583,12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,18.92392,16.89639,5.12663,32.77185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86712,1.56516,0.0,18.92392,16.02927,3.24922,32.77185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31225,0.0
  300 Ml (Si),0.39792,2.60739,0.7596,1.54394,0.0,0.0,0.0,0.0,0.39792,2.60739,0.7596,1.54394,0.0,0.0,0.0,0.0,0.39792,2.60739,0.7596,1.54394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39792,2.60739,0.7596,1.54394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),5.76608,8.53268,20.15574,3.95709,2.86471,5.58286,14.05657,2.60801,2.90137,2.94982,6.09917,1.34908,0.0,0.0,0.0,0.0,5.76608,8.53268,20.15574,3.95709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18005,2.00382,3.20482,1.1643,3.88402,6.52886,14.15421,1.57296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70201,0.0,2.79671,1.21983
 Orange (Fl),923.65937,541.81171,576.27367,709.52167,260.50334,103.04751,167.48835,152.28674,578.33643,377.28488,337.74585,533.16192,84.8196,61.47932,71.03947,24.07301,903.31348,515.27774,543.36273,687.97484,19.67388,25.57303,25.66876,17.04568,0.67201,0.96094,7.24218,4.50115,496.34179,196.66297,206.86327,430.43726,279.48309,162.35493,156.74368,157.31021,49.30117,52.71615,63.51059,52.48021,28.20913,48.89577,44.15776,6.02122,70.32419,81.18189,104.99837,63.27277
  1 Lt (Si),147.98845,186.30848,139.68625,164.02333,84.61066,36.34395,61.43969,57.50945,59.50236,144.3156,54.74271,101.81578,3.87543,5.64893,23.50385,4.6981,147.98845,186.30848,139.68625,164.02333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.03509,75.09938,43.77548,60.64314,35.0066,70.64145,55.58743,80.99265,0.0,0.0,0.0,0.0,0.20953,4.25394,23.70772,0.44902,35.73723,36.31371,16.61562,21.93852
  1.5 Lt (Si),444.04207,214.62001,302.99826,215.76948,75.17525,43.01248,59.51729,60.32473,299.77363,167.51617,203.86699,145.98433,69.09319,4.09136,39.61398,9.46042,426.86327,189.26345,279.45463,196.33762,16.50679,24.39562,16.30145,14.93071,0.67201,0.96094,7.24218,4.50115,163.08299,66.04339,97.16643,97.96353,202.34924,72.43781,76.92704,61.02733,34.32551,42.24422,40.8715,35.88652,22.73301,0.2043,18.14634,1.91593,21.55132,33.69029,69.88695,18.97617
  2.25 Lt (Si),189.42369,87.90392,75.34459,265.52169,80.69825,6.27742,25.16943,16.5785,104.60105,37.99231,49.25994,246.8342,4.12439,43.63419,0.91522,2.10899,189.42369,87.90392,75.34459,265.52169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.26648,37.32513,53.03843,240.77471,2.99274,0.41598,6.73263,1.79544,0.0,0.0,0.0,0.0,4.12439,43.63419,0.91522,2.10899,10.04008,6.52862,14.65831,20.84255
  250 Ml (Si),102.20878,24.11489,16.92882,37.41395,5.90189,8.78535,8.02458,8.97264,93.42718,11.77459,5.43493,24.45285,2.87971,3.55495,3.46931,3.98846,101.26394,23.09355,15.75169,36.79512,0.94484,1.02134,1.17713,0.61883,0.0,0.0,0.0,0.0,76.87102,8.71576,6.45155,16.96483,18.05374,5.35322,2.69674,6.55337,3.14626,4.5933,2.55456,10.83294,1.1422,0.80334,1.38848,1.54728,2.99556,4.64927,3.83749,1.51553
  345 Ml (Si),12.89071,7.63665,10.75612,1.19824,4.38516,0.15483,5.49105,0.29411,8.50555,7.48182,5.26507,0.90413,0.0,0.0,0.0,0.0,12.89071,7.63665,10.75612,1.19824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56081,0.03804,0.62971,0.26957,12.3299,7.59861,10.12641,0.92867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),27.10567,21.22776,30.55963,25.59498,9.73213,8.47348,7.84631,8.60731,12.52666,8.20439,19.17621,13.17063,4.84688,4.54989,3.53711,3.81704,24.88342,21.07169,22.36945,24.09884,2.22225,0.15607,8.19018,1.49614,0.0,0.0,0.0,0.0,6.5254,9.44127,5.80167,13.82148,8.75087,5.90786,4.67343,6.01275,11.8294,5.87863,20.08453,5.76075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Pomegranate (Fl),19.1566,23.85878,129.5123,15.00035,0.0,0.0,0.20331,0.0,19.1566,20.36434,27.45104,15.00035,0.0,3.49444,101.85795,0.0,19.1566,23.85878,129.5123,15.00035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72803,15.2223,16.98866,13.447,3.43675,4.96565,10.26793,1.28782,0.0,0.0,0.0,0.0,0.0,3.49444,101.85795,0.0,0.99182,0.17639,0.39776,0.26553
  1 Lt (Si),15.93627,19.27974,122.16775,13.63626,0.0,0.0,0.20331,0.0,15.93627,15.7853,20.10649,13.63626,0.0,3.49444,101.85795,0.0,15.93627,19.27974,122.16775,13.63626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72803,15.2223,16.98866,13.447,1.20824,0.563,3.11783,0.18926,0.0,0.0,0.0,0.0,0.0,3.49444,101.85795,0.0,0.0,0.0,0.20331,0.0
  1.5 Lt (Si),2.22851,4.40265,7.1501,1.09856,0.0,0.0,0.0,0.0,2.22851,4.40265,7.1501,1.09856,0.0,0.0,0.0,0.0,2.22851,4.40265,7.1501,1.09856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22851,4.40265,7.1501,1.09856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  300 Ml (Si),0.99182,0.17639,0.19445,0.26553,0.0,0.0,0.0,0.0,0.99182,0.17639,0.19445,0.26553,0.0,0.0,0.0,0.0,0.99182,0.17639,0.19445,0.26553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99182,0.17639,0.19445,0.26553
