id,Date,Hour,Timestamp,Start_Time,End_Time,Duration,Text,Channel,Program,Speakers,Program_Type,Person,Designation,Orgs,Groups,Location,media_link,image_link
11,2024-03-01,1100-1200,00:00:49 - 00:00:54,00:00:49,00:00:54,5.0,"I am President of Muslim League Noon, Mr. Shahbaz Sharif with whom I had the opportunity to work in the last 5 years",ptv,,SPEAKER_01,,Shahbaz Sharif,,Muslim League Noon,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
12,2024-03-01,1100-1200,00:00:54 - 00:00:57,00:00:54,00:00:57,3.0,and I have learned a lot from him.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
13,2024-03-01,1100-1200,00:00:57 - 00:01:01,00:00:57,00:01:01,4.0,I am thankful to him and all the members of my community.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
14,2024-03-01,1100-1200,00:01:03 - 00:01:12,00:01:03,00:01:12,9.0,"Along with that, I am thankful to President Asif Ali Zardari for giving me the third trust vote.",ptv,,SPEAKER_01,,Asif Ali Zardari,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
15,2024-03-01,1100-1200,00:01:12 - 00:01:34,00:01:12,00:01:34,22.0,I am also thankful to Chairman Bilawar parliamentary leader Dr. Khalid Maqbool Siddiqui and his Jamaat who gave me the trust vote for the second time.,ptv,,SPEAKER_01,,"Bilawar, Khalid Maqbool Siddiqui",,Jamaat,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
16,2024-03-01,1100-1200,00:01:34 - 00:01:45,00:01:34,00:01:45,11.0,I am thankful to Pakistan Muslim League's President Chaudhry Shujaat Hussain and Salik Hkhan who proposed me for this post.,ptv,,SPEAKER_01,,"Chaudhry Shujaat Hussain, Salik Hkhan",,Pakistan Muslim League's,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
17,2024-03-01,1100-1200,00:01:54 - 00:01:55,00:01:54,00:01:55,1.0,"I am thankful to Mr. Ali Imkhan, President of Istiqam Party, who voted for me for this post.",ptv,,SPEAKER_01,,Ali Imkhan,,Istiqam Party,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
18,2024-03-01,1100-1200,00:02:07 - 00:02:15,00:02:07,00:02:15,8.0,"I am thankful to my younger brother, Khalid Maqsi, Leader of Khalid Maqsi sahib, who trusted me. I thank the voters and supporters of NA120.",ptv,,SPEAKER_01,,"Khalid Maqsi, Khalid Maqsi",,NA120,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
19,2024-03-01,1100-1200,00:02:15 - 00:02:29,00:02:15,00:02:29,14.0,"Especially Sohail Shaukat Butt, Malik Habib Awad, Naeem Shehzad Bhatti and other workers who have worked hard to bring me to this position.",ptv,,SPEAKER_01,,"Sohail Shaukat Butt, Malik Habib Awad, Naeem Shehzad Bhatti",,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
20,2024-03-01,1100-1200,00:02:29 - 00:02:53,00:02:29,00:02:53,24.0,I thank respected Amir Dogar for his contribution to the democratic process and for strengthening the democracy,ptv,,SPEAKER_01,,Amir Dogar,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
21,2024-03-01,1100-1200,00:02:53 - 00:03:02,00:02:53,00:03:02,9.0,"Amir Dogar, you have always called me with respect as a brother and I will continue to do so",ptv,,SPEAKER_01,,Amir Dogar,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
22,2024-03-01,1100-1200,00:03:02 - 00:03:10,00:03:02,00:03:10,8.0,"I will become a big brother and show you. My speaker Asad Qaisar, whom I always call a speaker,",ptv,,SPEAKER_01,,Asad Qaisar,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
23,2024-03-01,1100-1200,00:03:10 - 00:03:14,00:03:10,00:03:14,4.0,"my brother Ali Muhammad, Sheryar Afridi,",ptv,,SPEAKER_01,,"Ali Muhammad, Sheryar Afridi",,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
24,2024-03-01,1100-1200,00:03:14 - 00:03:16,00:03:14,00:03:16,2.0,"and many of my friends and brothers,",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
25,2024-03-01,1100-1200,00:03:16 - 00:03:19,00:03:16,00:03:19,3.0,"with whom I have given a heart-to-heart dialogue,",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
26,2024-03-01,1100-1200,00:03:19 - 00:03:21,00:03:19,00:03:21,2.0,which is not only political.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
27,2024-03-01,1100-1200,00:03:21 - 00:03:29,00:03:21,00:03:29,8.0,And there is no difference between me and you. I am an MNA like you.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
28,2024-03-01,1100-1200,00:03:29 - 00:03:35,00:03:29,00:03:35,6.0,And the responsibility that I have been given is a temporary responsibility.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
115,2024-04-01,1900-2000,00:04:14 - 00:04:15,00:04:14,00:04:15,1.0,I'll be back in a minute.,ptv,,SPEAKER_04,,,,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
29,2024-03-01,1100-1200,00:03:35 - 00:03:59,00:03:35,00:03:59,24.0,"And this temporary responsibility ends in a part of a car, and I will try to drive it in a better way.",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
30,2024-03-01,1100-1200,00:03:59 - 00:04:06,00:03:59,00:04:06,7.0,"And when I am not on this chair, I am on this chair on this chair, but I am your brother and friend on this chair.",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
31,2024-03-01,1100-1200,00:04:06 - 00:04:11,00:04:06,00:04:11,5.0,New relations are also formed with the politics.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
32,2024-03-01,1100-1200,00:04:11 - 00:04:17,00:04:11,00:04:17,6.0,"And we have seen that in my 23 years of politics, such friendships have been formed, such brotherhood,",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
33,2024-03-01,1100-1200,00:04:17 - 00:04:21,00:04:17,00:04:21,4.0,which I consider to be an asset of mine.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
34,2024-03-01,1100-1200,00:04:21 - 00:04:30,00:04:21,00:04:30,9.0,"And they will remain for the rest of their lives. Differences will be in their place, but the relations of respect and connection will be maintained.",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
35,2024-03-01,1100-1200,00:04:30 - 00:04:38,00:04:30,00:04:38,8.0,"The doors of the Speaker's office are always open for all of you, and please consider it your office.",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
36,2024-03-01,1100-1200,00:04:38 - 00:04:46,00:04:38,00:04:46,8.0,And I am sure you will remember the past when this office was yours.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
37,2024-03-01,1100-1200,00:04:46 - 00:04:53,00:04:46,00:04:53,7.0,I will repeat the historical words of 16th century British speaker William Lenton.,ptv,,SPEAKER_01,,William Lenton,,,British,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
38,2024-03-01,1100-1200,00:04:53 - 00:04:55,00:04:53,00:04:55,2.0,These are the words that touch the heart.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
39,2024-03-01,1100-1200,00:04:55 - 00:05:04,00:04:55,00:05:04,9.0,"In this beast, I have neither my own eyes to see nor my own tongue to speak.",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
40,2024-03-01,1100-1200,00:05:04 - 00:05:09,00:05:04,00:05:09,5.0,"Except for the one who shows me this animal and makes me speak,",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
41,2024-03-01,1100-1200,00:05:09 - 00:05:13,00:05:09,00:05:13,4.0,I will be loyal to this animal.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
42,2024-03-01,1100-1200,00:05:13 - 00:05:22,00:05:13,00:05:22,9.0,It will be my responsibility to let you speak and speak as little as possible,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
43,2024-03-01,1100-1200,00:05:22 - 00:05:28,00:05:22,00:05:28,6.0,so that you can use this public better than your opinion.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
44,2024-03-01,1100-1200,00:05:29 - 00:05:35,00:05:29,00:05:35,6.0,My request to the government and opposition benches is that they must disagree because,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
45,2024-03-01,1100-1200,00:05:35 - 00:05:40,00:05:35,00:05:40,5.0,"disagreement is the beauty of democracy, but they should disagree for the betterment of the country and nation,",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
46,2024-03-01,1100-1200,00:05:40 - 00:05:43,00:05:40,00:05:43,3.0,not for personal gains.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
47,2024-03-01,1100-1200,00:05:43 - 00:05:44,00:05:43,00:05:44,1.0,and to improve the country and the nation.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
48,2024-03-01,1100-1200,00:05:50 - 00:05:51,00:05:50,00:05:51,1.0,The job of the government is to show efficiency and to get the country out of the way.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
49,2024-03-01,1100-1200,00:05:54 - 00:05:55,00:05:54,00:05:55,1.0,Whereas the job of the opposition is to criticize for its reformation.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
50,2024-03-01,1100-1200,00:05:59 - 00:06:00,00:05:59,00:06:00,1.0,"Therefore, these people are incomplete without the government and the opposition.",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
51,2024-03-01,1100-1200,00:06:01 - 00:06:02,00:06:01,00:06:02,1.0,They are not incomplete without God's will.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
52,2024-03-01,1100-1200,00:06:09 - 00:06:18,00:06:09,00:06:18,9.0,"Today, the sanctions that have come in our country that have been promoted, have caused a lot of damage to Pakistan. Therefore, I would like to build a national consensus with your cooperation.",ptv,,SPEAKER_01,,,,,,Pakistan,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
53,2024-03-01,1100-1200,00:06:18 - 00:06:36,00:06:18,00:06:36,18.0,"We should become a shield for each other. We should feel each other, we should create a national consensus, we should tolerate each other's words, we should have the courage to listen to each other's words and instead of personal criticism we should do what is beneficial for Pakistan.",ptv,,SPEAKER_01,,,,,,Pakistan,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
54,2024-03-01,1100-1200,00:06:36 - 00:06:47,00:06:36,00:06:47,11.0,I would also like to solve these issues with mutual wisdom and wisdom of action.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
55,2024-03-01,1100-1200,00:06:48 - 00:06:51,00:06:48,00:06:51,3.0,Government and opposition are two wheels of a car.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
56,2024-03-01,1100-1200,00:06:52 - 00:06:58,00:06:52,00:06:58,6.0,It will be my responsibility to sit and drive them together and to work together,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
57,2024-03-01,1100-1200,00:06:59 - 00:07:03,00:06:59,00:07:03,4.0,in which I will try my best to make the best possible efforts.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
58,2024-03-01,1100-1200,00:07:05 - 00:07:08,00:07:05,00:07:08,3.0,A declaration is incomplete incomplete without a press.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
59,2024-03-01,1100-1200,00:07:08 - 00:07:13,00:07:08,00:07:13,5.0,I am a big fan of the Parliamentary Reporters Association.,ptv,,SPEAKER_01,,,,the Parliamentary Reporters Association,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
60,2024-03-01,1100-1200,00:07:13 - 00:07:19,00:07:13,00:07:19,6.0,And I assure you that this conference will protect your rights.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
61,2024-03-01,1100-1200,00:07:20 - 00:07:25,00:07:20,00:07:25,5.0,"Today, all Pakistanis are looking at this honorable people and everyone.",ptv,,SPEAKER_01,,,,,Pakistanis,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
62,2024-03-01,1100-1200,00:07:25 - 00:07:38,00:07:25,00:07:38,13.0,We have to decide whether we should keep on fighting with our own likes and dislikes or try to fulfill the important ties of the nation.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
63,2024-03-01,1100-1200,00:07:38 - 00:07:46,00:07:38,00:07:46,8.0,I have complete faith in the capabilities of one of the honorable members of the parliament.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
64,2024-03-01,1100-1200,00:07:46 - 00:07:52,00:07:46,00:07:52,6.0,I pray that we all work together to make our country a better place.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
65,2024-03-01,1100-1200,00:07:52 - 00:07:59,00:07:52,00:07:59,7.0,We will have to work together for Pakistan beyond our political ties.,ptv,,SPEAKER_01,,,,,,Pakistan,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
66,2024-03-01,1100-1200,00:07:59 - 00:08:04,00:07:59,00:08:04,5.0,The future of our children is connected to Pakistan.,ptv,,SPEAKER_01,,,,,,Pakistan,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
67,2024-03-01,1100-1200,00:08:04 - 00:08:08,00:08:04,00:08:08,4.0,We will have to make sacrifice for our bright future.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
68,2024-03-01,1100-1200,00:08:09 - 00:08:11,00:08:09,00:08:11,2.0,Because Pakistan is what we are.,ptv,,SPEAKER_01,,,,,,Pakistan,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
69,2024-03-01,1100-1200,00:08:11 - 00:08:14,00:08:11,00:08:14,3.0,"If Pakistan progresses, we will progress.",ptv,,SPEAKER_01,,,,,,Pakistan,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
70,2024-03-01,1100-1200,00:08:17 - 00:08:20,00:08:17,00:08:20,3.0,I pray that I don't discriminate between government and opposition.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
71,2024-03-01,1100-1200,00:08:20 - 00:08:22,00:08:20,00:08:22,2.0,"God willing, I will try my best.",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
72,2024-03-01,1100-1200,00:08:23 - 00:08:27,00:08:23,00:08:27,4.0,I pray that Allah gives us all responsibility.,ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
73,2024-03-01,1100-1200,00:08:28 - 00:08:34,00:08:28,00:08:34,6.0,"And remember one thing, God willing, I will not let any of you lose your dignity.",ptv,,SPEAKER_01,,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
74,2024-04-01,1900-2000,00:00:00 - 00:00:17,00:00:00,00:00:17,17.0,Pakistan is the enemy of China.,ptv,,SPEAKER_02,,,,,,"Pakistan, China",http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
75,2024-04-01,1900-2000,00:00:17 - 00:00:21,00:00:17,00:00:21,4.0,China and Pakistan's friendship is higher than our own and deeper than the oceans.,ptv,,SPEAKER_02,,,,,,"China, Pakistan",http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
76,2024-04-01,1900-2000,00:00:21 - 00:00:25,00:00:21,00:00:25,4.0,The government will not make China's foolproof security in the country.,ptv,,SPEAKER_02,,,,,,China,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
77,2024-04-01,1900-2000,00:00:25 - 00:00:31,00:00:25,00:00:31,6.0,The people of the country will be punished for this so that no one can dare to commit such a heinous crime in the future.,ptv,,SPEAKER_02,,,,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
78,2024-04-01,1900-2000,00:00:31 - 00:00:36,00:00:31,00:00:36,5.0,Chinese engineers and workers were interviewed by the senior officer Mohammad Shahbaz Sharif.,ptv,,SPEAKER_02,,Mohammad Shahbaz Sharif,,,Chinese,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
79,2024-04-01,1900-2000,00:00:47 - 00:00:51,00:00:47,00:00:51,4.0,"The Prime Minister Mohammad Shahbaz Shahid's visit to Dasu, Kohistan. Chinese engineers working at Dasu Dambang and the meeting with the World Trade Center.",ptv,,SPEAKER_02,,Mohammad Shahbaz Shahid,,,Chinese,"Dasu, Dasu",http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
80,2024-04-01,1900-2000,00:00:51 - 00:00:54,00:00:51,00:00:54,3.0,Your safety is our safety.,ptv,,SPEAKER_02,,,,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
81,2024-04-01,1900-2000,00:00:54 - 00:00:57,00:00:54,00:00:57,3.0,We will make the security full proof system reliable.,ptv,,SPEAKER_02,,,,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
82,2024-04-01,1900-2000,00:00:57 - 00:01:00,00:00:57,00:01:00,3.0,A conversation with the Prime Minister's Chinese engineers.,ptv,,SPEAKER_02,,,,,Chinese,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
83,2024-04-01,1900-2000,00:01:09 - 00:01:12,00:01:09,00:01:12,3.0,Special Aircraft 5 people were killed in the attack. Deputy Minister of Defense Ali Hussain was also killed.,ptv,,SPEAKER_02,,Ali Hussain,,Special Aircraft,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
84,2024-04-01,1900-2000,00:01:12 - 00:01:16,00:01:12,00:01:16,4.0,Deputy Minister of Defense Zubair Hubei's Deputy Governor Chen Ping was also killed.,ptv,,SPEAKER_02,,"Zubair Hubei, Chen Ping",,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
85,2024-04-01,1900-2000,00:01:16 - 00:01:27,00:01:16,00:01:27,11.0,The police were also killed in the attack. The propaganda of the enemy's invasion of Bisham is uncovered.,ptv,,SPEAKER_02,,,,,,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
86,2024-04-01,1900-2000,00:01:27 - 00:01:30,00:01:27,00:01:30,3.0,The propaganda of the Chinese invasion of Bisham is uncovered.,ptv,,SPEAKER_02,,,,,Chinese,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
87,2024-04-01,1900-2000,00:01:30 - 00:01:33,00:01:30,00:01:33,3.0,The propaganda of the Chinese invasion of Bisham is uncovered.,ptv,,SPEAKER_02,,,,,Chinese,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
88,2024-04-01,1900-2000,00:01:33 - 00:01:36,00:01:33,00:01:36,3.0,The propaganda of the Chinese invasion of Bisham is uncovered.,ptv,,SPEAKER_02,,,,,Chinese,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
89,2024-04-01,1900-2000,00:01:36 - 00:01:39,00:01:36,00:01:39,3.0,The propaganda of the Chinese invasion of Bisham is uncovered.,ptv,,SPEAKER_02,,,,,Chinese,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
90,2024-04-01,1900-2000,00:01:39 - 00:01:42,00:01:39,00:01:42,3.0,The propaganda of the Chinese invasion of Bisham is uncovered.,ptv,,SPEAKER_02,,,,,Chinese,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
91,2024-04-01,1900-2000,00:01:42 - 00:01:48,00:01:42,00:01:48,6.0,The propaganda of the Chinese invasion of Bisham is uncovered. the face of the enemy.,ptv,,Multiple,,,,,Chinese,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
92,2024-04-01,1900-2000,00:01:50 - 00:01:51,00:01:50,00:01:51,1.0,The speaker is waiting for the announcement of the National Assembly.,ptv,,SPEAKER_02,,,,the National Assembly,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
93,2024-04-01,1900-2000,00:01:53 - 00:01:54,00:01:53,00:01:54,1.0,The country is in a state of turmoil and the current state of terrorism is a matter of concern.,ptv,,SPEAKER_02,,,,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
94,2024-04-01,1900-2000,00:01:56 - 00:01:57,00:01:56,00:01:57,1.0,The Chinese are equally saddened.,ptv,,SPEAKER_02,,,,,Chinese,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
95,2024-04-01,1900-2000,00:01:59 - 00:02:00,00:01:59,00:02:00,1.0,Such painful events cannot weaken the friendship between the two countries.,ptv,,SPEAKER_02,,,,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
96,2024-04-01,1900-2000,00:02:01 - 00:02:07,00:02:01,00:02:07,6.0,The speaker is waiting for the announcement of National Assembly. Assembly in a state turmoil and country,ptv,,Multiple,,,,"National <ORG>Assembly, Assembly",,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
97,2024-04-01,1900-2000,00:02:12 - 00:02:15,00:02:12,00:02:15,3.0,she just got a fight,ptv,,SPEAKER_02,,,,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
