id,Date,Hour,Timestamp,Start_Time,End_Time,Duration,Text,Channel,Program,Speakers,Program_Type,Person,Designation,Orgs,Groups,Location,media_link,image_link
11,3/1/2024,1100-1200,00:00:49 - 00:00:54,0:00:49,0:00:54,5,"I am President of Muslim League Noon, Mr. Shahbaz Sharif with whom I had the opportunity to work in the last 5 years",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,Shahbaz Sharif,,Muslim League Noon,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
12,3/1/2024,1100-1200,00:00:54 - 00:00:57,0:00:54,0:00:57,3,and I have learned a lot from him.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
13,3/1/2024,1100-1200,00:00:57 - 00:01:01,0:00:57,0:01:01,4,I am thankful to him and all the members of my community.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
14,3/1/2024,1100-1200,00:01:03 - 00:01:12,0:01:03,0:01:12,9,"Along with that, I am thankful to President Asif Ali Zardari for giving me the third trust vote.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,Asif Ali Zardari,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
15,3/1/2024,1100-1200,00:01:12 - 00:01:34,0:01:12,0:01:34,22,I am also thankful to Chairman Bilawar parliamentary leader Dr. Khalid Maqbool Siddiqui and his Jamaat who gave me the trust vote for the second time.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,"Bilawar, Khalid Maqbool Siddiqui",,Jamaat,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
16,3/1/2024,1100-1200,00:01:34 - 00:01:45,0:01:34,0:01:45,11,I am thankful to Pakistan Muslim League's President Chaudhry Shujaat Hussain and Salik Hkhan who proposed me for this post.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,"Chaudhry Shujaat Hussain, Salik Hkhan",,Pakistan Muslim League's,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
17,3/1/2024,1100-1200,00:01:54 - 00:01:55,0:01:54,0:01:55,1,"I am thankful to Mr. Ali Imkhan, President of Istiqam Party, who voted for me for this post.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,Ali Imkhan,,Istiqam Party,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
18,3/1/2024,1100-1200,00:02:07 - 00:02:15,0:02:07,0:02:15,8,"I am thankful to my younger brother, Khalid Maqsi, Leader of Khalid Maqsi sahib, who trusted me. I thank the voters and supporters of NA120.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,"Khalid Maqsi, Khalid Maqsi",,NA120,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
19,3/1/2024,1100-1200,00:02:15 - 00:02:29,0:02:15,0:02:29,14,"Especially Sohail Shaukat Butt, Malik Habib Awad, Naeem Shehzad Bhatti and other workers who have worked hard to bring me to this position.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,"Sohail Shaukat Butt, Malik Habib Awad, Naeem Shehzad Bhatti",,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
20,3/1/2024,1100-1200,00:02:29 - 00:02:53,0:02:29,0:02:53,24,I thank respected Amir Dogar for his contribution to the democratic process and for strengthening the democracy,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,Amir Dogar,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
21,3/1/2024,1100-1200,00:02:53 - 00:03:02,0:02:53,0:03:02,9,"Amir Dogar, you have always called me with respect as a brother and I will continue to do so",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,Amir Dogar,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
22,3/1/2024,1100-1200,00:03:02 - 00:03:10,0:03:02,0:03:10,8,"I will become a big brother and show you. My speaker Asad Qaisar, whom I always call a speaker,",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,Asad Qaisar,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
23,3/1/2024,1100-1200,00:03:10 - 00:03:14,0:03:10,0:03:14,4,"my brother Ali Muhammad, Sheryar Afridi,",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,"Ali Muhammad, Sheryar Afridi",,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
24,3/1/2024,1100-1200,00:03:14 - 00:03:16,0:03:14,0:03:16,2,"and many of my friends and brothers,",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
25,3/1/2024,1100-1200,00:03:16 - 00:03:19,0:03:16,0:03:19,3,"with whom I have given a heart-to-heart dialogue,",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
26,3/1/2024,1100-1200,00:03:19 - 00:03:21,0:03:19,0:03:21,2,which is not only political.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
27,3/1/2024,1100-1200,00:03:21 - 00:03:29,0:03:21,0:03:29,8,And there is no difference between me and you. I am an MNA like you.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
28,3/1/2024,1100-1200,00:03:29 - 00:03:35,0:03:29,0:03:35,6,And the responsibility that I have been given is a temporary responsibility.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
115,4/1/2024,1900-2000,00:04:14 - 00:04:15,0:04:14,0:04:15,1,I'll be back in a minute.,ptv,,SPEAKER_04,,,,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
29,3/1/2024,1100-1200,00:03:35 - 00:03:59,0:03:35,0:03:59,24,"And this temporary responsibility ends in a part of a car, and I will try to drive it in a better way.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
30,3/1/2024,1100-1200,00:03:59 - 00:04:06,0:03:59,0:04:06,7,"And when I am not on this chair, I am on this chair on this chair, but I am your brother and friend on this chair.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
31,3/1/2024,1100-1200,00:04:06 - 00:04:11,0:04:06,0:04:11,5,New relations are also formed with the politics.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
32,3/1/2024,1100-1200,00:04:11 - 00:04:17,0:04:11,0:04:17,6,"And we have seen that in my 23 years of politics, such friendships have been formed, such brotherhood,",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
33,3/1/2024,1100-1200,00:04:17 - 00:04:21,0:04:17,0:04:21,4,which I consider to be an asset of mine.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
34,3/1/2024,1100-1200,00:04:21 - 00:04:30,0:04:21,0:04:30,9,"And they will remain for the rest of their lives. Differences will be in their place, but the relations of respect and connection will be maintained.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
35,3/1/2024,1100-1200,00:04:30 - 00:04:38,0:04:30,0:04:38,8,"The doors of the Speaker's office are always open for all of you, and please consider it your office.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
36,3/1/2024,1100-1200,00:04:38 - 00:04:46,0:04:38,0:04:46,8,And I am sure you will remember the past when this office was yours.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
37,3/1/2024,1100-1200,00:04:46 - 00:04:53,0:04:46,0:04:53,7,I will repeat the historical words of 16th century British speaker William Lenton.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,William Lenton,,,British,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
38,3/1/2024,1100-1200,00:04:53 - 00:04:55,0:04:53,0:04:55,2,These are the words that touch the heart.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
39,3/1/2024,1100-1200,00:04:55 - 00:05:04,0:04:55,0:05:04,9,"In this beast, I have neither my own eyes to see nor my own tongue to speak.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
40,3/1/2024,1100-1200,00:05:04 - 00:05:09,0:05:04,0:05:09,5,"Except for the one who shows me this animal and makes me speak,",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
41,3/1/2024,1100-1200,00:05:09 - 00:05:13,0:05:09,0:05:13,4,I will be loyal to this animal.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
42,3/1/2024,1100-1200,00:05:13 - 00:05:22,0:05:13,0:05:22,9,It will be my responsibility to let you speak and speak as little as possible,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
43,3/1/2024,1100-1200,00:05:22 - 00:05:28,0:05:22,0:05:28,6,so that you can use this public better than your opinion.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
44,3/1/2024,1100-1200,00:05:29 - 00:05:35,0:05:29,0:05:35,6,My request to the government and opposition benches is that they must disagree because,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
45,3/1/2024,1100-1200,00:05:35 - 00:05:40,0:05:35,0:05:40,5,"disagreement is the beauty of democracy, but they should disagree for the betterment of the country and nation,",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
46,3/1/2024,1100-1200,00:05:40 - 00:05:43,0:05:40,0:05:43,3,not for personal gains.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
47,3/1/2024,1100-1200,00:05:43 - 00:05:44,0:05:43,0:05:44,1,and to improve the country and the nation.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
48,3/1/2024,1100-1200,00:05:50 - 00:05:51,0:05:50,0:05:51,1,The job of the government is to show efficiency and to get the country out of the way.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
49,3/1/2024,1100-1200,00:05:54 - 00:05:55,0:05:54,0:05:55,1,Whereas the job of the opposition is to criticize for its reformation.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
50,3/1/2024,1100-1200,00:05:59 - 00:06:00,0:05:59,0:06:00,1,"Therefore, these people are incomplete without the government and the opposition.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
51,3/1/2024,1100-1200,00:06:01 - 00:06:02,0:06:01,0:06:02,1,They are not incomplete without God's will.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
52,3/1/2024,1100-1200,00:06:09 - 00:06:18,0:06:09,0:06:18,9,"Today, the sanctions that have come in our country that have been promoted, have caused a lot of damage to Pakistan. Therefore, I would like to build a national consensus with your cooperation.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,Pakistan,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
53,3/1/2024,1100-1200,00:06:18 - 00:06:36,0:06:18,0:06:36,18,"We should become a shield for each other. We should feel each other, we should create a national consensus, we should tolerate each other's words, we should have the courage to listen to each other's words and instead of personal criticism we should do what is beneficial for Pakistan.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,Pakistan,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
54,3/1/2024,1100-1200,00:06:36 - 00:06:47,0:06:36,0:06:47,11,I would also like to solve these issues with mutual wisdom and wisdom of action.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
55,3/1/2024,1100-1200,00:06:48 - 00:06:51,0:06:48,0:06:51,3,Government and opposition are two wheels of a car.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
56,3/1/2024,1100-1200,00:06:52 - 00:06:58,0:06:52,0:06:58,6,It will be my responsibility to sit and drive them together and to work together,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
57,3/1/2024,1100-1200,00:06:59 - 00:07:03,0:06:59,0:07:03,4,in which I will try my best to make the best possible efforts.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
58,3/1/2024,1100-1200,00:07:05 - 00:07:08,0:07:05,0:07:08,3,A declaration is incomplete incomplete without a press.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
59,3/1/2024,1100-1200,00:07:08 - 00:07:13,0:07:08,0:07:13,5,I am a big fan of the Parliamentary Reporters Association.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,the Parliamentary Reporters Association,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
60,3/1/2024,1100-1200,00:07:13 - 00:07:19,0:07:13,0:07:19,6,And I assure you that this conference will protect your rights.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
61,3/1/2024,1100-1200,00:07:20 - 00:07:25,0:07:20,0:07:25,5,"Today, all Pakistanis are looking at this honorable people and everyone.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,Pakistanis,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
62,3/1/2024,1100-1200,00:07:25 - 00:07:38,0:07:25,0:07:38,13,We have to decide whether we should keep on fighting with our own likes and dislikes or try to fulfill the important ties of the nation.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
63,3/1/2024,1100-1200,00:07:38 - 00:07:46,0:07:38,0:07:46,8,I have complete faith in the capabilities of one of the honorable members of the parliament.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
64,3/1/2024,1100-1200,00:07:46 - 00:07:52,0:07:46,0:07:52,6,I pray that we all work together to make our country a better place.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
65,3/1/2024,1100-1200,00:07:52 - 00:07:59,0:07:52,0:07:59,7,We will have to work together for Pakistan beyond our political ties.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,Pakistan,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
66,3/1/2024,1100-1200,00:07:59 - 00:08:04,0:07:59,0:08:04,5,The future of our children is connected to Pakistan.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,Pakistan,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
67,3/1/2024,1100-1200,00:08:04 - 00:08:08,0:08:04,0:08:08,4,We will have to make sacrifice for our bright future.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
68,3/1/2024,1100-1200,00:08:09 - 00:08:11,0:08:09,0:08:11,2,Because Pakistan is what we are.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,Pakistan,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
69,3/1/2024,1100-1200,00:08:11 - 00:08:14,0:08:11,0:08:14,3,"If Pakistan progresses, we will progress.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,Pakistan,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
70,3/1/2024,1100-1200,00:08:17 - 00:08:20,0:08:17,0:08:20,3,I pray that I don't discriminate between government and opposition.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
71,3/1/2024,1100-1200,00:08:20 - 00:08:22,0:08:20,0:08:22,2,"God willing, I will try my best.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
72,3/1/2024,1100-1200,00:08:23 - 00:08:27,0:08:23,0:08:27,4,I pray that Allah gives us all responsibility.,ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
73,3/1/2024,1100-1200,00:08:28 - 00:08:34,0:08:28,0:08:34,6,"And remember one thing, God willing, I will not let any of you lose your dignity.",ptv,SpeakerSpeech,SPEAKER_01,National Assembly,,,,,,http://127.0.0.1:8000/1100-1200.mp4,http://127.0.0.1:8000/1100-1200.jpg
74,4/1/2024,1900-2000,00:00:00 - 00:00:17,0:00:00,0:00:17,17,Pakistan is the enemy of China.,ptv,,SPEAKER_02,,,,,,"Pakistan, China",http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
75,4/1/2024,1900-2000,00:00:17 - 00:00:21,0:00:17,0:00:21,4,China and Pakistan's friendship is higher than our own and deeper than the oceans.,ptv,,SPEAKER_02,,,,,,"China, Pakistan",http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
76,4/1/2024,1900-2000,00:00:21 - 00:00:25,0:00:21,0:00:25,4,The government will not make China's foolproof security in the country.,ptv,,SPEAKER_02,,,,,,China,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
77,4/1/2024,1900-2000,00:00:25 - 00:00:31,0:00:25,0:00:31,6,The people of the country will be punished for this so that no one can dare to commit such a heinous crime in the future.,ptv,,SPEAKER_02,,,,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
78,4/1/2024,1900-2000,00:00:31 - 00:00:36,0:00:31,0:00:36,5,Chinese engineers and workers were interviewed by the senior officer Mohammad Shahbaz Sharif.,ptv,,SPEAKER_02,,Mohammad Shahbaz Sharif,,,Chinese,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
79,4/1/2024,1900-2000,00:00:47 - 00:00:51,0:00:47,0:00:51,4,"The Prime Minister Mohammad Shahbaz Shahid's visit to Dasu, Kohistan. Chinese engineers working at Dasu Dambang and the meeting with the World Trade Center.",ptv,,SPEAKER_02,,Mohammad Shahbaz Shahid,,,Chinese,"Dasu, Dasu",http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
80,4/1/2024,1900-2000,00:00:51 - 00:00:54,0:00:51,0:00:54,3,Your safety is our safety.,ptv,,SPEAKER_02,,,,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
81,4/1/2024,1900-2000,00:00:54 - 00:00:57,0:00:54,0:00:57,3,We will make the security full proof system reliable.,ptv,,SPEAKER_02,,,,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
82,4/1/2024,1900-2000,00:00:57 - 00:01:00,0:00:57,0:01:00,3,A conversation with the Prime Minister's Chinese engineers.,ptv,,SPEAKER_02,,,,,Chinese,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
83,4/1/2024,1900-2000,00:01:09 - 00:01:12,0:01:09,0:01:12,3,Special Aircraft 5 people were killed in the attack. Deputy Minister of Defense Ali Hussain was also killed.,ptv,,SPEAKER_02,,Ali Hussain,,Special Aircraft,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
84,4/1/2024,1900-2000,00:01:12 - 00:01:16,0:01:12,0:01:16,4,Deputy Minister of Defense Zubair Hubei's Deputy Governor Chen Ping was also killed.,ptv,,SPEAKER_02,,"Zubair Hubei, Chen Ping",,,,,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
85,4/1/2024,1900-2000,00:01:16 - 00:01:27,0:01:16,0:01:27,11,The police were also killed in the attack. The propaganda of the enemy's invasion of Bisham is uncovered.,ptv,,SPEAKER_02,,,,,,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
86,4/1/2024,1900-2000,00:01:27 - 00:01:30,0:01:27,0:01:30,3,The propaganda of the Chinese invasion of Bisham is uncovered.,ptv,,SPEAKER_02,,,,,Chinese,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
87,4/1/2024,1900-2000,00:01:30 - 00:01:33,0:01:30,0:01:33,3,The propaganda of the Chinese invasion of Bisham is uncovered.,ptv,,SPEAKER_02,,,,,Chinese,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
88,4/1/2024,1900-2000,00:01:33 - 00:01:36,0:01:33,0:01:36,3,The propaganda of the Chinese invasion of Bisham is uncovered.,ptv,,SPEAKER_02,,,,,Chinese,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
89,4/1/2024,1900-2000,00:01:36 - 00:01:39,0:01:36,0:01:39,3,The propaganda of the Chinese invasion of Bisham is uncovered.,ptv,,SPEAKER_02,,,,,Chinese,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
90,4/1/2024,1900-2000,00:01:39 - 00:01:42,0:01:39,0:01:42,3,The propaganda of the Chinese invasion of Bisham is uncovered.,ptv,,SPEAKER_02,,,,,Chinese,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
91,4/1/2024,1900-2000,00:01:42 - 00:01:48,0:01:42,0:01:48,6,The propaganda of the Chinese invasion of Bisham is uncovered. the face of the enemy.,ptv,,Multiple,,,,,Chinese,Bisham,http://127.0.0.1:8000/1900-2000.mp4,http://127.0.0.1:8000/1900-2000.jpg
