id,Date,Hour,Timestamp,Start_Time,End_Time,Duration,Text,TV,Topic,Speakers,Program_Type,Person,Designation,Orgs,Groups,Location,media_link,image_link
53,3/1/2024,1445-1454,00:06:18 - 00:06:36,0:06:18,0:06:36,18,"We should become a shield for each other. We should feel each other, we should create a national consensus, we should tolerate each other's words, we should have the courage to listen to each other's words and instead of personal criticism we should do what is beneficial for Pakistan.",,,SPEAKER_00,,,,,,Pakistan,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
54,3/1/2024,1445-1454,00:06:36 - 00:06:47,0:06:36,0:06:47,11,I would also like to solve these issues with mutual wisdom and wisdom of action.,,,SPEAKER_00,,,,,,,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
55,3/1/2024,1445-1454,00:06:48 - 00:06:51,0:06:48,0:06:51,3,Government and opposition are two wheels of a car.,,,SPEAKER_00,,,,,,,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
56,3/1/2024,1445-1454,00:06:52 - 00:06:58,0:06:52,0:06:58,6,It will be my responsibility to sit and drive them together and to work together,,,SPEAKER_00,,,,,,,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
57,3/1/2024,1445-1454,00:06:59 - 00:07:03,0:06:59,0:07:03,4,in which I will try my best to make the best possible efforts.,,,SPEAKER_00,,,,,,,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
58,3/1/2024,1445-1454,00:07:05 - 00:07:08,0:07:05,0:07:08,3,A declaration is incomplete incomplete without a press.,,,SPEAKER_00,,,,,,,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
59,3/1/2024,1445-1454,00:07:08 - 00:07:13,0:07:08,0:07:13,5,I am a big fan of the Parliamentary Reporters Association.,,,SPEAKER_00,,,,the Parliamentary Reporters Association,,,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
60,3/1/2024,1445-1454,00:07:13 - 00:07:19,0:07:13,0:07:19,6,And I assure you that this conference will protect your rights.,,,SPEAKER_00,,,,,,,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
61,3/1/2024,1445-1454,00:07:20 - 00:07:25,0:07:20,0:07:25,5,"Today, all Pakistanis are looking at this honorable people and everyone.",,,SPEAKER_00,,,,,Pakistanis,,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
62,3/1/2024,1445-1454,00:07:25 - 00:07:38,0:07:25,0:07:38,13,We have to decide whether we should keep on fighting with our own likes and dislikes or try to fulfill the important ties of the nation.,,,SPEAKER_00,,,,,,,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
63,3/1/2024,1445-1454,00:07:38 - 00:07:46,0:07:38,0:07:46,8,I have complete faith in the capabilities of one of the honorable members of the parliament.,,,SPEAKER_00,,,,,,,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
64,3/1/2024,1445-1454,00:07:46 - 00:07:52,0:07:46,0:07:52,6,I pray that we all work together to make our country a better place.,,,SPEAKER_00,,,,,,,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
65,3/1/2024,1445-1454,00:07:52 - 00:07:59,0:07:52,0:07:59,7,We will have to work together for Pakistan beyond our political ties.,,,SPEAKER_00,,,,,,Pakistan,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
66,3/1/2024,1445-1454,00:07:59 - 00:08:04,0:07:59,0:08:04,5,The future of our children is connected to Pakistan.,,,SPEAKER_00,,,,,,Pakistan,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
67,3/1/2024,1445-1454,00:08:04 - 00:08:08,0:08:04,0:08:08,4,We will have to make sacrifice for our bright future.,,,SPEAKER_00,,,,,,,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.mp4,../../resources/ptvnews/streaming1/01-03-2024-Ayaz_Sadiq_first_speech_2024_samaatv\01-03-2024.png
