,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
  Anw Cream Soda (Br),40.97974,29.30891,29.88882,42.87575,7.43139,5.88708,8.40165,9.40382,28.00836,21.37686,18.71732,30.1545,5.53999,2.04497,2.76985,3.31743,40.53373,28.85051,27.905,42.34077,0.30769,0.38984,1.49145,0.15203,0.13832,0.06856,0.49237,0.38295,17.52449,12.84957,12.20943,17.64051,14.41782,12.74494,10.20816,19.71421,2.28651,2.39154,4.64004,2.72074,2.87359,0.52582,0.96806,2.03822,3.87733,0.79704,1.86313,0.76207
  Bluna Orange (Br),39.47789,28.18782,18.26622,20.14882,7.4514,8.60958,6.53017,7.90667,29.45626,17.04948,10.11341,9.8739,2.57023,2.52876,1.62264,2.36825,38.66765,25.85381,18.06358,19.51109,0.63645,1.86846,0.1514,0.39376,0.17379,0.46555,0.05124,0.24397,4.38497,5.93174,3.6553,5.01615,29.13078,17.55619,10.96577,9.40334,1.96361,2.6331,1.36971,2.94507,2.60285,1.51344,0.54826,1.23612,1.39568,0.55335,1.72718,1.54814
  Chupa Chups Grape (Br),26.71785,19.85751,25.50206,24.66536,4.12646,2.9229,5.81079,4.92595,21.22251,14.962,16.86644,17.33825,1.36888,1.97261,2.82483,2.40116,19.62763,18.07992,23.67512,23.70685,7.09022,1.44593,1.46445,0.95851,0.0,0.33166,0.36249,0.0,4.68575,2.54346,1.96919,4.44029,12.36887,11.53333,12.37414,10.19064,8.30553,3.68545,5.51412,7.64429,1.08001,1.81019,2.88704,1.78115,0.27769,0.28508,2.75757,0.60899
  Crush Strawberry Soda (Br),38.64046,19.61901,22.49576,30.2189,5.10359,3.46091,5.65535,5.56482,29.73977,13.03695,14.59919,23.54239,3.7971,3.12115,2.24122,1.11169,38.45948,19.50935,21.61205,29.66144,0.13618,0.0456,0.4009,0.25738,0.0448,0.06406,0.48281,0.30008,17.7794,5.83851,7.80906,19.10179,16.94375,8.14372,8.92026,8.02707,1.36694,1.593,1.96521,1.23376,1.88367,2.71719,0.82055,0.5662,0.6667,1.32659,2.98068,1.29008
  Dr Pepper Cherry (Br),2.79402,3.20249,2.27877,1.80738,2.27079,2.14848,0.99358,1.12819,0.2906,0.82738,0.82747,0.57902,0.23263,0.22663,0.45772,0.10017,2.79402,3.20249,2.27877,1.80738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40564,0.42113,0.33477,0.54809,1.08829,2.23078,1.00788,0.9612,0.30009,0.55058,0.47608,0.29809,0.0,0.0,0.0,0.0,0.0,0.0,0.46004,0.0
  Dr Pepper Original (Br),0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06744,0.39862,0.45327,0.89153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Gihauser (Ve),22.68629,26.03199,33.16695,24.74353,4.01473,3.0512,7.18155,7.66272,17.86016,19.45393,17.93167,16.19755,0.8114,3.52686,8.05373,0.88326,22.68629,26.03199,33.16695,24.74353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58131,13.94443,13.95906,14.65307,4.03863,6.30369,8.64129,4.68431,0.56661,0.0,0.0,0.65222,0.24479,0.79838,7.10927,0.23104,4.25495,4.98549,3.45733,4.52289
  Barq Root Malt (Br),12.64818,14.23898,12.61354,11.55769,1.73895,1.10007,1.76448,3.56578,10.61376,10.10965,9.74476,7.70755,0.29547,3.02926,1.1043,0.28436,12.64818,14.23898,12.61354,11.55769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03618,5.58416,4.89374,4.77292,2.68717,4.22398,6.07406,3.10836,0.23937,0.0,0.0,0.06441,0.0561,0.40474,0.22136,0.21995,2.62936,4.0261,1.42438,3.39205
  Big Red Soda (Br),6.49264,6.39265,8.66388,9.14581,1.56711,1.28893,3.64855,2.55519,4.4096,4.83278,4.83426,5.99172,0.51593,0.27094,0.18107,0.5989,6.49264,6.39265,8.66388,9.14581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5873,3.59015,5.4437,6.15613,1.03315,1.79544,1.71518,1.42715,0.32724,0.0,0.0,0.58781,0.18869,0.16698,0.11955,0.01109,1.35626,0.84008,1.38545,0.96363
  Chupa Chups Orange (Br),1.02413,1.29973,7.56374,0.78026,0.0,0.0,0.0122,0.0,1.02413,1.09006,1.44006,0.78026,0.0,0.20967,6.11148,0.0,1.02413,1.29973,7.56374,0.78026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73965,0.80664,0.8678,0.68471,0.1853,0.26578,0.55282,0.069,0.0,0.0,0.0,0.0,0.0,0.20967,6.11148,0.0,0.09918,0.01764,0.03164,0.02655
  Crush Orange Soda (Br),2.52134,4.10063,4.32579,3.25977,0.70867,0.6622,1.75632,1.54175,1.81267,3.42144,1.91259,1.71802,0.0,0.01699,0.65688,0.0,2.52134,4.10063,4.32579,3.25977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21818,3.96348,2.75382,3.03931,0.13301,0.01849,0.29923,0.0798,0.0,0.0,0.0,0.0,0.0,0.01699,0.65688,0.0,0.17015,0.10167,0.61586,0.14066
 Hiego (Ve),8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Orangina (Br),8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05036,0.2461,0.32049,0.51991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Mechou (Ve),1.53988,2.72931,2.31951,1.19664,0.13078,0.46166,0.20781,0.01724,0.9876,0.8215,0.0249,0.51569,0.4215,1.44615,2.0868,0.66371,1.53988,2.72931,2.31951,1.19664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96314,0.71731,0.00619,0.49184,0.02446,0.10419,0.01871,0.02385,0.0,0.0,0.0,0.0,0.55228,1.90781,2.29461,0.68095,0.0,0.0,0.0,0.0
  Fanta Apple (Br),1.31723,2.39976,2.11273,0.4788,0.13078,0.46166,0.20781,0.01724,0.92526,0.70383,0.0249,0.11359,0.26119,1.23427,1.88002,0.34797,1.31723,2.39976,2.11273,0.4788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008,0.59964,0.00619,0.08974,0.02446,0.10419,0.01871,0.02385,0.0,0.0,0.0,0.0,0.39197,1.69593,2.08783,0.36521,0.0,0.0,0.0,0.0
  Gazoz Soda (Br),0.22265,0.32955,0.06154,0.71784,0.0,0.0,0.0,0.0,0.06234,0.11767,0.0,0.4021,0.16031,0.21188,0.06154,0.31574,0.22265,0.32955,0.06154,0.71784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06234,0.11767,0.0,0.4021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16031,0.21188,0.06154,0.31574,0.0,0.0,0.0,0.0
  Mirinda Orange (Br),0.0,0.0,0.14524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14524,0.0,0.0,0.0,0.14524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14524,0.0,0.0,0.0,0.0,0.0
 Munaken (Ve),4.11707,7.54136,6.28022,7.52504,1.65223,2.64554,3.32335,4.61508,2.17712,3.23924,2.25088,2.41468,0.28772,1.65658,0.70599,0.49528,3.7781,7.08842,6.00215,7.22013,0.33897,0.45294,0.27807,0.30491,0.0,0.0,0.0,0.0,0.38243,0.89054,0.58806,1.04117,1.78826,2.90303,3.35658,4.41566,1.59667,3.48094,1.72995,1.9055,0.0,0.0,0.0,0.0,0.34971,0.26685,0.60563,0.16271
  Diet Coke (Br),2.91745,5.29621,3.65375,5.14113,0.78254,0.95611,1.38276,2.52046,1.84719,2.68352,1.565,2.12539,0.28772,1.65658,0.70599,0.49528,2.57848,4.84327,3.37568,4.83622,0.33897,0.45294,0.27807,0.30491,0.0,0.0,0.0,0.0,0.36443,0.63235,0.16324,0.92474,0.77684,0.91607,1.45542,2.27016,1.59667,3.48094,1.72995,1.9055,0.0,0.0,0.0,0.0,0.17951,0.26685,0.30514,0.04073
  Dr Pepper Diet (Br),1.19962,2.24515,2.62647,2.38391,0.86969,1.68943,1.94059,2.09462,0.32993,0.55572,0.68588,0.28929,0.0,0.0,0.0,0.0,1.19962,2.24515,2.62647,2.38391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.25819,0.42482,0.11643,1.01142,1.98696,1.90116,2.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702,0.0,0.30049,0.12198
 Sigma Industry (Ve),0.46164,0.01168,0.05984,0.01433,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Faxe Kondi (Br),0.46164,0.01168,0.05984,0.01433,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46164,0.01168,0.05984,0.01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
