,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
  Almdudler (Br),5.25029,5.8403,5.59724,5.33712,6.14461,6.62802,7.1352,6.08548,5.0344,5.42197,4.9212,4.85724,4.25524,6.45761,5.75298,6.73168,4.85726,5.29856,5.02475,4.91841,10.62371,15.73077,14.70804,11.94169,,,,,4.63651,5.4044,5.39968,4.6962,2.73608,3.55556,2.8688,3.05726,12.13753,10.95591,11.91203,11.77762,,3.01529,6.46382,,9.85616,11.18654,7.31204,8.88655
   Orange (Fl),5.25029,5.8403,5.59724,5.33712,6.14461,6.62802,7.1352,6.08548,5.0344,5.42197,4.9212,4.85724,4.25524,6.45761,5.75298,6.73168,4.85726,5.29856,5.02475,4.91841,10.62371,15.73077,14.70804,11.94169,,,,,4.63651,5.4044,5.39968,4.6962,2.73608,3.55556,2.8688,3.05726,12.13753,10.95591,11.91203,11.77762,,3.01529,6.46382,,9.85616,11.18654,7.31204,8.88655
    1 Lt (Si),1.35569,1.94118,1.32728,1.51806,1.37335,1.71151,1.64604,1.59304,1.54635,2.05845,1.33068,1.671,0.0,1.79622,0.33331,0.0,1.46367,2.06519,1.42337,1.63276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41173,0.24312,0.58011,0.39592,2.07719,2.95821,1.78328,2.15775,0.0,0.0,0.0,0.0,0.0,3.01529,3.57847,0.0,5.33741,6.26106,2.34259,6.23419
    1.5 Lt (Si),3.60592,3.97717,4.1538,2.7903,3.70246,4.72264,5.90933,2.82723,3.57618,4.05649,3.64361,2.49252,3.54265,1.01642,2.46181,5.11961,3.51549,3.65359,3.87579,2.50581,4.94569,9.93297,8.70614,7.19603,0.0,0.0,0.0,0.0,2.82951,4.22366,3.6216,2.91847,2.18251,2.05603,2.39024,1.49587,6.7104,7.4314,7.73231,6.91101,0.0,0.0,6.46382,0.0,9.42721,8.12091,6.04062,2.25669
    2.25 Lt (Si),0.95523,0.73229,0.92056,0.96061,2.14844,1.63853,1.8939,1.80906,0.61285,0.44439,0.63524,0.72475,0.0,0.0,0.0,0.0,1.03131,0.77907,0.98721,1.03319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64996,1.3965,1.6124,0.78693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29884,2.38508,3.16687,6.37309
    250 Ml (Si),2.3936,2.55987,2.64583,2.49812,3.40097,3.67038,3.51682,3.95915,1.97651,1.80505,2.09322,1.67043,2.46473,4.66139,3.94789,4.32032,2.09506,2.29726,2.44916,2.29945,6.40645,7.3275,5.84022,5.62855,0.0,0.0,0.0,0.0,2.54233,3.31972,3.12989,3.06316,0.76157,0.54149,1.21343,0.77034,5.39676,5.3994,5.81096,4.52737,0.0,0.0,0.0,0.0,4.62401,5.19989,3.67546,4.3443
    500 Ml (Si),1.05653,0.60522,0.88723,1.42612,0.64902,0.35625,0.9018,1.04758,1.06908,0.74607,0.86809,1.33001,2.09825,0.34576,0.97982,3.51513,0.97632,0.4727,0.67788,1.31904,2.15263,2.9435,4.11559,3.12105,0.0,0.0,0.0,0.0,0.52311,0.82828,0.89195,1.24829,0.0,0.0,0.0,0.0,6.45872,2.50094,4.70393,7.02624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Big Peach Soda (Br),10.37339,10.09681,9.59837,10.70339,11.15019,13.03595,10.15437,11.72121,10.45287,8.99055,9.8523,10.49161,7.67893,9.00875,6.09134,8.9641,10.31738,9.73408,9.30213,10.02779,11.55388,17.32854,14.90998,21.5642,,,,,9.2265,9.1762,7.87221,8.84998,10.47025,8.92854,8.36288,11.12317,10.49255,12.32748,13.33142,15.14635,7.81825,9.59999,12.27487,8.80914,15.97747,15.41118,13.09774,11.25983
   Lamonade (Fl),10.37339,10.09681,9.59837,10.70339,11.15019,13.03595,10.15437,11.72121,10.45287,8.99055,9.8523,10.49161,7.67893,9.00875,6.09134,8.9641,10.31738,9.73408,9.30213,10.02779,11.55388,17.32854,14.90998,21.5642,,,,,9.2265,9.1762,7.87221,8.84998,10.47025,8.92854,8.36288,11.12317,10.49255,12.32748,13.33142,15.14635,7.81825,9.59999,12.27487,8.80914,15.97747,15.41118,13.09774,11.25983
    1 Lt (Si),3.66795,3.8308,3.84026,3.65829,4.42531,4.34371,4.94699,4.79721,3.89731,4.12583,3.76947,3.62892,0.0,0.0,0.97982,0.0,3.96009,4.07553,4.11828,3.9347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80704,1.83616,2.01908,1.99552,5.65698,5.77288,4.87477,5.69604,0.0,0.0,0.0,0.0,4.24509,6.68109,6.02176,2.93243,9.13656,7.17796,9.0614,8.33172
    1.5 Lt (Si),6.34634,6.48598,6.44627,6.86362,5.81153,7.07784,5.50109,6.4692,6.54616,6.07856,6.89799,7.0868,6.45676,7.64431,6.09134,6.37385,5.96959,6.03891,5.94078,6.26295,11.55388,14.81228,14.62482,16.2607,0.0,0.0,0.0,0.0,4.32667,5.24218,4.04437,4.90999,5.38483,6.08665,5.27395,6.76006,10.34926,9.85243,11.82535,12.24899,7.81825,5.24082,10.74198,8.80914,11.61336,9.01082,9.11437,6.74605
    2.25 Lt (Si),1.87253,1.99318,2.02252,1.98345,2.84043,2.3635,3.47351,2.45155,1.75495,2.10261,1.68811,2.02957,0.0,0.0,0.0,0.0,2.02167,2.12051,2.16895,2.13331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63105,1.96825,3.04162,2.4871,0.93094,1.30585,0.97372,1.38523,1.0701,2.06895,0.71174,1.19534,0.0,0.0,0.0,0.0,4.198,5.67382,4.71322,3.85327
    250 Ml (Si),5.62056,6.22386,5.45691,5.9582,6.4616,9.04632,7.11744,5.78804,5.27235,4.92974,5.12762,5.66438,5.67987,6.90798,2.76031,8.9641,5.59455,6.07336,5.3637,5.37827,6.20343,9.42479,7.34532,14.96564,0.0,0.0,0.0,0.0,5.36476,6.916,5.60041,4.60868,7.67111,4.86682,4.84956,7.02974,5.17651,7.68152,7.40788,10.51292,0.69286,4.97225,2.40158,0.85361,2.82626,7.65128,6.51369,3.62981
    500 Ml (Si),3.37605,3.43587,3.00551,3.69758,6.33313,4.56948,3.11938,5.15608,2.4581,3.16251,3.3774,3.30373,1.48477,1.87251,0.0,1.95059,3.42041,3.31712,2.79552,3.58465,2.94049,5.8161,6.43222,5.69959,0.0,0.0,0.0,0.0,5.69394,4.89806,3.32053,4.89944,1.43784,2.48024,2.46907,2.34066,3.26949,3.34134,6.1093,5.69271,0.0,0.0,0.0,0.0,2.64594,3.59793,2.05955,2.46526
  Fanta Berry (Br),0.14131,0.12185,0.16128,0.05568,0.5424,0.44622,0.59341,0.20601,,,,,,,,,0.15257,0.12964,0.17295,0.05989,,,,,,,,,0.36305,0.33919,0.46607,0.14394,,,,,,,,,,,,,,,,
   Lamonade (Fl),0.14131,0.12185,0.16128,0.05568,0.5424,0.44622,0.59341,0.20601,,,,,,,,,0.15257,0.12964,0.17295,0.05989,,,,,,,,,0.36305,0.33919,0.46607,0.14394,,,,,,,,,,,,,,,,
    500 Ml (Si),0.14131,0.12185,0.16128,0.05568,0.5424,0.44622,0.59341,0.20601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15257,0.12964,0.17295,0.05989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36305,0.33919,0.46607,0.14394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Asahi (Ve),,,0.08754,,,,0.32211,,,,,,,,,,,,0.09388,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76457,
  Paulaner Spezi (Br),,,0.08754,,,,0.32211,,,,,,,,,,,,0.09388,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76457,
   Cola (Fl),,,0.08754,,,,0.32211,,,,,,,,,,,,0.09388,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76457,
    1 Lt (Si),0.0,0.0,0.08381,0.0,0.0,0.0,0.30839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732,0.0
    1.5 Lt (Si),0.0,0.0,0.06356,0.0,0.0,0.0,0.23385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55508,0.0
    500 Ml (Si),0.0,0.0,0.08754,0.0,0.0,0.0,0.32211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76457,0.0
 Dr Pepper (Ve),14.76231,15.26287,13.75427,14.40313,11.62812,12.53489,12.20443,12.11568,15.78635,16.09674,14.05285,14.94309,16.41655,17.71183,16.33375,17.78425,14.1768,14.5127,13.3764,14.09938,20.8223,25.00946,17.42583,16.17831,52.08214,47.27227,36.347,41.40519,13.90986,15.88421,14.37127,14.25279,15.57143,13.83692,13.4386,14.0787,20.25964,22.90859,17.65901,18.37963,12.65091,17.83017,9.81595,20.47254,8.93936,7.32185,10.88132,8.42886
  Anw Cream Soda (Br),11.18956,10.62081,10.15442,11.25785,9.20261,8.72654,9.71952,10.11258,11.2677,11.2456,9.49189,11.36728,16.15246,11.97998,16.21478,14.27769,11.39994,10.66011,10.67676,11.396,6.67238,7.3275,2.2987,7.15852,52.08214,37.19705,10.13228,32.6759,10.97628,10.82328,11.84116,11.27541,12.24863,10.52872,9.80907,12.69452,12.27632,13.40023,8.01148,11.01766,10.23705,10.86763,7.14735,12.41556,7.37275,6.55379,10.11245,6.37005
   Lamonade (Fl),11.18956,10.62081,10.15442,11.25785,9.20261,8.72654,9.71952,10.11258,11.2677,11.2456,9.49189,11.36728,16.15246,11.97998,16.21478,14.27769,11.39994,10.66011,10.67676,11.396,6.67238,7.3275,2.2987,7.15852,52.08214,37.19705,10.13228,32.6759,10.97628,10.82328,11.84116,11.27541,12.24863,10.52872,9.80907,12.69452,12.27632,13.40023,8.01148,11.01766,10.23705,10.86763,7.14735,12.41556,7.37275,6.55379,10.11245,6.37005
    1 Lt (Si),3.01285,2.97122,3.15614,3.24943,2.22787,1.86166,3.55744,2.73844,3.06064,3.01122,3.11688,3.74582,4.85755,6.19893,2.21619,0.9058,3.25282,3.16104,3.38464,3.49494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84569,0.8253,0.16172,0.80736,5.6137,5.55013,6.45698,7.66404,0.0,0.0,0.0,0.0,2.4488,8.39612,3.56406,3.06299,3.21168,1.98772,5.218,2.36842
    1.5 Lt (Si),6.92824,6.82228,7.07647,7.79701,6.64437,6.08683,5.12423,6.75255,7.19307,7.13576,7.37729,8.4295,5.89856,6.82106,10.86393,6.15796,6.8773,6.61891,7.37598,7.67367,5.64989,7.3275,2.2987,7.15852,52.08214,37.19705,10.13228,32.6759,6.27952,7.05122,9.32556,7.03409,7.5253,6.46806,6.30091,9.47137,10.07155,7.64146,5.3696,9.6178,6.11992,7.82502,7.14735,4.81738,3.57139,5.75354,4.45761,4.02375
    2.25 Lt (Si),1.48648,1.6661,2.01199,1.95909,0.78209,1.36914,1.56966,1.07668,1.89081,1.73584,2.16733,2.17306,0.66433,2.08956,2.24677,3.21655,1.60488,1.77253,2.15765,2.10711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76173,3.98256,4.01357,4.18212,0.75686,0.15095,0.79194,0.13625,0.0,0.0,0.0,0.0,1.20001,3.50772,3.11618,6.20778,1.03194,0.0,1.25415,0.40646
    250 Ml (Si),4.24809,4.10149,5.30406,4.59641,5.1236,3.97039,6.72912,6.59426,3.04358,3.48052,3.61706,3.26839,10.08132,9.15033,13.03206,8.70618,4.58644,4.36351,5.68806,4.94369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64258,5.00407,6.07793,5.225,3.82788,4.14518,4.33537,4.651,2.69773,2.79258,4.76603,2.52925,7.88483,6.11754,4.70867,7.75433,4.2588,1.1789,6.85653,3.49833
    345 Ml (Si),1.31356,1.03514,1.27892,1.36832,0.1733,0.73341,0.2059,1.02638,1.96556,1.30245,1.91425,1.67624,0.0,0.0,0.0,0.0,1.41818,1.10127,1.37151,1.4717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81549,0.51399,1.90588,1.44271,3.00311,2.2995,1.75948,2.41811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),3.54343,4.13423,3.43208,2.8581,3.99541,3.67714,4.67484,3.23045,2.98046,4.10463,2.34234,2.11014,6.15146,5.80762,7.44401,7.75118,3.52945,4.18527,3.60793,2.90145,3.87923,3.66375,1.09262,2.50749,0.0,0.0,0.0,0.0,4.61529,5.37749,5.50591,4.11073,1.84877,3.05179,2.55354,1.81777,8.58525,8.72754,2.95844,4.90798,0.0,0.0,3.18712,0.0,0.0,0.0,0.51245,0.0
  Bluna Orange (Br),8.85934,8.1923,8.41367,9.22159,7.89344,8.04623,7.36989,8.38009,9.12889,7.85274,8.4817,8.93303,9.68473,11.1895,11.10229,14.48329,8.73157,8.03487,8.51261,9.25082,8.84981,10.17667,5.35836,7.16591,47.91786,15.53068,26.00103,25.91891,7.60705,6.37633,7.09888,8.80157,10.54005,10.11369,10.57653,9.96816,10.73824,9.91726,7.13363,10.53247,10.27573,13.85702,9.74501,17.41145,4.72795,2.39594,6.36332,3.40856
   Citrus (Fl),8.85934,8.1923,8.41367,9.22159,7.89344,8.04623,7.36989,8.38009,9.12889,7.85274,8.4817,8.93303,9.68473,11.1895,11.10229,14.48329,8.73157,8.03487,8.51261,9.25082,8.84981,10.17667,5.35836,7.16591,47.91786,15.53068,26.00103,25.91891,7.60705,6.37633,7.09888,8.80157,10.54005,10.11369,10.57653,9.96816,10.73824,9.91726,7.13363,10.53247,10.27573,13.85702,9.74501,17.41145,4.72795,2.39594,6.36332,3.40856
    1 Lt (Si),3.25194,2.98675,3.0503,3.26565,1.72817,2.58206,2.49341,2.67351,3.72626,3.36868,3.32769,3.41391,4.21755,1.42371,2.76082,4.07092,3.51095,3.17755,3.27113,3.51239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02012,0.65491,0.24221,0.40439,6.77585,7.10411,6.46447,7.95535,0.0,0.0,0.0,0.0,4.81678,1.70625,2.52806,4.8847,3.75472,0.37865,4.61014,2.36842
    1.5 Lt (Si),4.84389,4.4308,5.15994,5.27325,5.41573,3.23243,4.11528,5.05801,4.81233,4.69172,5.85509,5.45717,3.47775,6.29277,3.36694,4.49356,4.60449,4.38022,5.16551,5.06773,6.12328,4.20727,3.21923,6.24211,47.91786,15.53068,26.00103,25.91891,3.10662,4.52,3.07322,4.96158,7.2802,4.94699,8.74808,6.23992,5.33237,4.17721,4.10106,7.62712,5.07646,7.42023,7.24143,2.15242,2.64594,0.86484,0.40072,1.46873
    2.25 Lt (Si),0.63536,0.41988,0.42718,0.86847,1.54795,0.23221,1.02581,1.96557,0.30612,0.31955,0.0,0.12814,0.36667,1.76466,1.66076,3.21655,0.68597,0.4467,0.45811,0.93409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54363,0.74669,0.80568,1.58892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66234,2.96231,2.3034,6.20778,0.0,0.0,0.0,0.0
    250 Ml (Si),4.61608,4.22398,4.46106,4.93641,5.90524,5.12789,4.8892,5.75349,3.79346,3.36828,3.75787,3.60263,6.68709,7.7346,8.18691,13.13759,4.53029,4.02672,4.44809,5.09458,5.93852,8.03184,5.05373,3.1208,0.0,0.0,0.0,0.0,5.67041,3.90619,5.33643,6.13961,3.70692,4.09648,3.97054,3.77572,5.11359,4.30727,4.55232,3.08947,4.29196,10.62823,6.09174,15.1281,2.95481,2.39594,2.30826,2.55401
    345 Ml (Si),0.53301,0.89994,1.05232,1.10409,0.53654,0.54212,0.2247,0.52866,0.60935,1.17302,1.55156,1.47694,0.0,0.0,0.0,0.0,0.57546,0.95743,1.1285,1.18751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09278,0.41208,0.24221,0.5281,1.49802,2.03294,2.7511,2.68542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),2.22357,2.6662,1.50123,2.19917,3.64725,3.55217,1.8803,3.0442,1.50825,2.08595,1.16389,1.59318,3.18675,4.17912,2.76031,4.30258,2.12962,2.54061,1.42837,2.08691,3.54971,5.08833,2.73113,4.04486,0.0,0.0,0.0,0.0,1.77603,2.32328,0.88533,2.03,2.08411,2.63159,2.46295,1.7513,6.36818,6.97653,2.66513,6.16104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Chupa Chups Grape (Br),8.33594,8.79902,7.44951,9.09065,5.93045,5.90755,5.80459,5.37489,8.86897,9.52219,8.27436,9.73703,11.33909,12.59323,6.55506,16.48573,7.89271,8.12842,6.84211,8.87875,14.49971,17.53293,14.7986,13.05725,,37.19705,27.51969,,6.02316,6.2454,4.33323,7.9664,10.69456,10.14246,10.44482,11.16058,12.57482,16.5871,12.429,9.95953,9.65329,9.94451,7.22566,14.15358,2.95481,2.63241,2.43487,3.43483
   Cola (Fl),8.33594,8.79902,7.44951,9.09065,5.93045,5.90755,5.80459,5.37489,8.86897,9.52219,8.27436,9.73703,11.33909,12.59323,6.55506,16.48573,7.89271,8.12842,6.84211,8.87875,14.49971,17.53293,14.7986,13.05725,,37.19705,27.51969,,6.02316,6.2454,4.33323,7.9664,10.69456,10.14246,10.44482,11.16058,12.57482,16.5871,12.429,9.95953,9.65329,9.94451,7.22566,14.15358,2.95481,2.63241,2.43487,3.43483
    1 Lt (Si),2.36607,2.74617,2.89508,2.84105,2.11675,2.45975,2.74496,1.72994,2.45281,2.78633,2.82011,3.1231,2.46143,3.35687,3.88779,4.32032,2.55452,2.92161,3.10468,3.05571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22133,0.57018,0.4105,0.65621,5.19914,5.41537,6.27425,7.09842,0.0,0.0,0.0,0.0,5.83839,6.60582,4.4882,3.558,2.64594,2.07136,2.22805,0.61417
    1.5 Lt (Si),4.90824,5.24431,4.24594,4.81978,4.15384,3.60123,3.46198,4.17011,4.69558,5.915,4.95446,4.45506,8.45358,5.46278,1.56441,10.05263,4.45065,4.78542,3.6916,4.61806,11.11253,9.98793,10.51151,8.22132,0.0,37.19705,27.51969,0.0,1.72386,2.35904,1.51856,3.76748,6.77069,6.67318,6.32519,5.57248,10.76078,11.68345,9.11216,6.41222,8.26111,4.62773,4.4882,10.63056,1.47328,2.63241,0.732,1.93984
    2.25 Lt (Si),0.90929,0.43124,0.51527,0.94582,0.75823,0.0,0.0,0.59374,1.00602,0.61816,0.39932,0.62437,0.66433,0.40729,2.9118,4.80265,0.98172,0.45879,0.55258,1.01729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21237,0.70849,0.0,0.79612,1.13007,0.38317,0.72467,0.77254,0.0,0.0,0.0,0.0,1.20001,0.68372,4.03855,9.26887,0.0,0.0,0.0,0.0
    250 Ml (Si),4.15548,3.42029,3.28094,4.17892,3.9746,3.00534,3.76865,3.11867,3.6868,2.64923,3.11395,3.99739,7.86853,10.49073,2.99147,9.30719,3.80902,3.19138,2.83799,3.94395,8.87189,7.69329,10.23679,8.0008,0.0,0.0,0.0,0.0,2.82149,2.50784,0.81622,4.26232,4.51951,2.70409,4.78463,3.59691,7.46092,7.3075,7.99734,6.12165,7.94593,8.11561,2.01334,8.84751,1.67271,2.11851,1.75318,1.37267
    300 Ml (Si),0.04515,0.27815,0.0,0.16047,0.0,0.0,0.0,0.0,0.06997,0.43393,0.0,0.24657,0.0,0.0,0.0,0.0,0.04875,0.29592,0.0,0.1726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34191,2.261,0.0,1.19534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    345 Ml (Si),1.11158,1.66921,1.45751,1.73936,0.55988,0.58923,0.54596,0.9392,1.49649,2.35306,2.04913,2.28257,0.0,0.0,0.0,0.0,1.20011,1.77585,1.56303,1.87078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5854,1.2424,1.28132,1.5608,2.57584,3.30635,2.8807,2.92973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30887,0.0,0.0,1.49499
    500 Ml (Si),2.54079,1.76839,1.68397,1.98468,1.69571,2.1907,2.43322,2.12042,2.73012,1.35101,1.5433,2.01911,3.58163,3.53979,0.41072,1.23588,2.35367,1.55118,1.45998,1.98506,5.10079,5.67745,5.20359,2.17316,0.0,0.0,0.0,0.0,2.76839,1.96857,1.15828,1.95361,1.77844,1.31681,0.97749,2.18154,6.61312,4.32608,5.36787,3.70961,0.0,0.0,0.0,0.0,0.0,0.43402,2.43487,0.0
