,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
 Big Peach Soda (Br),480.14589,741.13432,416.02529,568.31312,118.59988,209.9211,121.01866,200.85512,329.85652,449.16725,280.69798,325.96728,31.68949,82.04597,14.30865,41.49072,459.33956,599.22314,367.00863,551.71753,20.80633,141.91118,49.01666,16.59559,0.0,0.0,0.0,0.0,195.05658,237.6926,87.30872,153.84772,170.95852,155.77839,131.75539,253.6966,43.01028,191.55644,65.00653,50.86794,12.25923,13.60929,27.08504,24.91592,58.86128,142.4976,104.86961,84.98494
  Lamonade (Fl),480.14589,741.13432,416.02529,568.31312,118.59988,209.9211,121.01866,200.85512,329.85652,449.16725,280.69798,325.96728,31.68949,82.04597,14.30865,41.49072,459.33956,599.22314,367.00863,551.71753,20.80633,141.91118,49.01666,16.59559,0.0,0.0,0.0,0.0,195.05658,237.6926,87.30872,153.84772,170.95852,155.77839,131.75539,253.6966,43.01028,191.55644,65.00653,50.86794,12.25923,13.60929,27.08504,24.91592,58.86128,142.4976,104.86961,84.98494
 Big Red Soda (Br),128.61634,124.3965,162.74288,182.17368,30.56938,25.19579,64.33013,48.46275,89.09139,94.52758,95.39491,122.58542,8.95557,4.67313,3.01784,11.12551,128.61634,124.3965,162.74288,182.17368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.34842,70.55382,97.235,124.37242,20.74274,34.49084,36.64177,30.0647,5.81077,0.0,0.0,10.94063,3.1448,2.78303,1.99251,0.18488,25.56961,16.56881,26.8736,16.61105
  Lamonade (Fl),128.61634,124.3965,162.74288,182.17368,30.56938,25.19579,64.33013,48.46275,89.09139,94.52758,95.39491,122.58542,8.95557,4.67313,3.01784,11.12551,128.61634,124.3965,162.74288,182.17368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.34842,70.55382,97.235,124.37242,20.74274,34.49084,36.64177,30.0647,5.81077,0.0,0.0,10.94063,3.1448,2.78303,1.99251,0.18488,25.56961,16.56881,26.8736,16.61105
 Bluna Orange (Br),564.98438,393.85859,249.9258,266.72323,101.4177,110.79773,89.44568,107.21518,427.06004,246.87496,140.50416,128.66007,36.50664,36.1859,19.97596,30.84798,553.76045,360.38592,247.33338,258.57903,8.61712,26.4894,1.82388,4.4847,2.60681,6.98327,0.76854,3.6595,61.11338,83.26653,48.0625,69.94678,430.51595,244.23696,155.01197,127.45691,22.65165,36.46771,15.02247,37.28768,32.43189,23.38515,7.80455,11.71395,18.27151,6.50224,24.02431,20.31791
  Citrus (Fl),564.98438,393.85859,249.9258,266.72323,101.4177,110.79773,89.44568,107.21518,427.06004,246.87496,140.50416,128.66007,36.50664,36.1859,19.97596,30.84798,553.76045,360.38592,247.33338,258.57903,8.61712,26.4894,1.82388,4.4847,2.60681,6.98327,0.76854,3.6595,61.11338,83.26653,48.0625,69.94678,430.51595,244.23696,155.01197,127.45691,22.65165,36.46771,15.02247,37.28768,32.43189,23.38515,7.80455,11.71395,18.27151,6.50224,24.02431,20.31791
 Chupa Chups Grape (Br),371.5226,269.15346,356.55115,347.30974,52.59737,38.70254,72.55725,68.35515,300.86088,205.36731,244.00095,244.83409,18.06435,25.08361,39.99295,34.1205,272.95041,246.86587,331.94366,335.38779,98.57219,17.31272,19.1701,11.92195,0.0,4.97487,5.43739,0.0,60.01319,32.58239,26.89131,61.047,179.24717,163.34136,174.86336,143.79066,112.84758,43.20235,76.16312,104.13196,15.74299,26.64123,43.35046,29.85527,3.67167,3.38613,35.2829,8.48485
  Cola (Fl),371.5226,269.15346,356.55115,347.30974,52.59737,38.70254,72.55725,68.35515,300.86088,205.36731,244.00095,244.83409,18.06435,25.08361,39.99295,34.1205,272.95041,246.86587,331.94366,335.38779,98.57219,17.31272,19.1701,11.92195,0.0,4.97487,5.43739,0.0,60.01319,32.58239,26.89131,61.047,179.24717,163.34136,174.86336,143.79066,112.84758,43.20235,76.16312,104.13196,15.74299,26.64123,43.35046,29.85527,3.67167,3.38613,35.2829,8.48485
 Chupa Chups Orange (Br),19.1566,23.85878,129.5123,15.00035,0.0,0.0,0.20331,0.0,19.1566,20.36434,27.45104,15.00035,0.0,3.49444,101.85795,0.0,19.1566,23.85878,129.5123,15.00035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72803,15.2223,16.98866,13.447,3.43675,4.96565,10.26793,1.28782,0.0,0.0,0.0,0.0,0.0,3.49444,101.85795,0.0,0.99182,0.17639,0.39776,0.26553
  Pomegranate (Fl),19.1566,23.85878,129.5123,15.00035,0.0,0.0,0.20331,0.0,19.1566,20.36434,27.45104,15.00035,0.0,3.49444,101.85795,0.0,19.1566,23.85878,129.5123,15.00035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72803,15.2223,16.98866,13.447,3.43675,4.96565,10.26793,1.28782,0.0,0.0,0.0,0.0,0.0,3.49444,101.85795,0.0,0.99182,0.17639,0.39776,0.26553
 Crush Orange Soda (Br),52.38251,76.9043,77.856,65.54778,13.86404,12.5499,30.33344,30.57917,38.51847,64.07117,36.57451,34.96861,0.0,0.28323,10.94805,0.0,52.38251,76.9043,77.856,65.54778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.29611,74.35662,49.9109,61.19493,2.99274,0.41598,6.73263,1.79544,0.0,0.0,0.0,0.0,0.0,0.28323,10.94805,0.0,3.09366,1.84847,10.26442,2.55741
  Orange (Fl),52.38251,76.9043,77.856,65.54778,13.86404,12.5499,30.33344,30.57917,38.51847,64.07117,36.57451,34.96861,0.0,0.28323,10.94805,0.0,52.38251,76.9043,77.856,65.54778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.29611,74.35662,49.9109,61.19493,2.99274,0.41598,6.73263,1.79544,0.0,0.0,0.0,0.0,0.0,0.28323,10.94805,0.0,3.09366,1.84847,10.26442,2.55741
 Crush Strawberry Soda (Br),526.17661,284.19714,326.12754,470.35663,73.56335,47.24363,77.44719,78.03836,398.46899,183.48156,218.42385,377.49452,54.14427,53.47195,30.2565,14.82375,523.46193,282.55214,312.87183,461.99481,2.04267,0.68406,6.01353,3.86067,0.67201,0.96094,7.24218,4.50115,241.25834,88.84243,120.45203,313.60368,230.1257,111.54662,125.31872,114.21293,16.63874,16.94106,25.18684,16.87856,28.20913,48.13503,11.16118,6.02122,9.9447,18.732,44.00877,19.64024
  Orange (Fl),526.17661,284.19714,326.12754,470.35663,73.56335,47.24363,77.44719,78.03836,398.46899,183.48156,218.42385,377.49452,54.14427,53.47195,30.2565,14.82375,523.46193,282.55214,312.87183,461.99481,2.04267,0.68406,6.01353,3.86067,0.67201,0.96094,7.24218,4.50115,241.25834,88.84243,120.45203,313.60368,230.1257,111.54662,125.31872,114.21293,16.63874,16.94106,25.18684,16.87856,28.20913,48.13503,11.16118,6.02122,9.9447,18.732,44.00877,19.64024
 Diet Coke (Br),37.79293,70.57713,46.41803,71.02193,9.24117,12.75297,17.96018,34.8333,24.70156,34.99904,19.99048,28.89078,3.8502,22.82512,8.46737,7.29785,33.08418,65.52749,43.34871,67.52591,4.70875,5.04964,3.06932,3.49602,0.0,0.0,0.0,0.0,4.68625,9.4253,1.68372,13.50496,9.1759,11.91755,19.52934,30.9298,22.13571,45.84952,22.01524,26.17986,0.0,0.0,0.0,0.0,1.79507,3.38476,3.18973,0.40731
  Apple (Fl),37.79293,70.57713,46.41803,71.02193,9.24117,12.75297,17.96018,34.8333,24.70156,34.99904,19.99048,28.89078,3.8502,22.82512,8.46737,7.29785,33.08418,65.52749,43.34871,67.52591,4.70875,5.04964,3.06932,3.49602,0.0,0.0,0.0,0.0,4.68625,9.4253,1.68372,13.50496,9.1759,11.91755,19.52934,30.9298,22.13571,45.84952,22.01524,26.17986,0.0,0.0,0.0,0.0,1.79507,3.38476,3.18973,0.40731
 Dr Pepper Cherry (Br),27.93667,30.49831,23.82335,14.7314,24.18288,22.38625,10.72114,9.39416,2.59065,6.85299,10.55933,4.8364,1.16314,1.25907,2.54288,0.50084,27.93667,30.49831,23.82335,14.7314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.07834,4.23031,3.41375,5.51672,12.35787,23.2092,10.86406,7.7242,1.50046,3.0588,2.64491,1.49048,0.0,0.0,0.0,0.0,0.0,0.0,6.90063,0.0
  Lamonade (Fl),27.93667,30.49831,23.82335,14.7314,24.18288,22.38625,10.72114,9.39416,2.59065,6.85299,10.55933,4.8364,1.16314,1.25907,2.54288,0.50084,27.93667,30.49831,23.82335,14.7314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.07834,4.23031,3.41375,5.51672,12.35787,23.2092,10.86406,7.7242,1.50046,3.0588,2.64491,1.49048,0.0,0.0,0.0,0.0,0.0,0.0,6.90063,0.0
 Dr Pepper Diet (Br),14.25764,27.52541,27.81246,32.97414,10.95835,21.9682,20.95369,30.08112,3.29929,5.55721,6.85877,2.89302,0.0,0.0,0.0,0.0,14.25764,27.52541,27.81246,32.97414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18005,2.87094,4.76998,1.1643,12.37558,24.65447,19.93352,30.59001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70201,0.0,3.10896,1.21983
  Lychee (Fl),14.25764,27.52541,27.81246,32.97414,10.95835,21.9682,20.95369,30.08112,3.29929,5.55721,6.85877,2.89302,0.0,0.0,0.0,0.0,14.25764,27.52541,27.81246,32.97414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18005,2.87094,4.76998,1.1643,12.37558,24.65447,19.93352,30.59001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70201,0.0,3.10896,1.21983
 Dr Pepper Original (Br),0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Lamonade (Fl),0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67443,3.98622,4.53265,8.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Fanta Apple (Br),25.27709,45.4344,34.86007,6.95611,2.61563,8.39381,3.46342,0.3449,18.42365,13.61216,0.43549,2.19222,4.23781,23.42843,30.96116,4.41899,25.27709,45.4344,34.86007,6.95611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.01595,11.87573,0.12372,1.79473,0.4077,1.73643,0.31177,0.39749,0.0,0.0,0.0,0.0,6.85344,31.82224,34.42458,4.76389,0.0,0.0,0.0,0.0
  Cola (Fl),25.27709,45.4344,34.86007,6.95611,2.61563,8.39381,3.46342,0.3449,18.42365,13.61216,0.43549,2.19222,4.23781,23.42843,30.96116,4.41899,25.27709,45.4344,34.86007,6.95611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.01595,11.87573,0.12372,1.79473,0.4077,1.73643,0.31177,0.39749,0.0,0.0,0.0,0.0,6.85344,31.82224,34.42458,4.76389,0.0,0.0,0.0,0.0
 Fanta Berry (Br),0.15604,0.71626,1.11943,1.38327,0.15604,0.71626,1.11943,1.38327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15604,0.71626,1.11943,1.38327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15604,0.71626,1.11943,1.38327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Lamonade (Fl),0.15604,0.71626,1.11943,1.38327,0.15604,0.71626,1.11943,1.38327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15604,0.71626,1.11943,1.38327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15604,0.71626,1.11943,1.38327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Faxe Kondi (Br),4.61638,0.1168,0.59836,0.14325,4.61638,0.1168,0.59836,0.14325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61638,0.1168,0.59836,0.14325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61638,0.1168,0.59836,0.14325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Cola (Fl),4.61638,0.1168,0.59836,0.14325,4.61638,0.1168,0.59836,0.14325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61638,0.1168,0.59836,0.14325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61638,0.1168,0.59836,0.14325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Gazoz Soda (Br),3.3807,4.75019,1.024,12.92303,0.0,0.0,0.0,0.0,1.24688,2.1394,0.0,8.04205,2.13382,2.61079,1.024,4.88098,3.3807,4.75019,1.024,12.92303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24688,2.1394,0.0,8.04205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13382,2.61079,1.024,4.88098,0.0,0.0,0.0,0.0
  Lamonade (Fl),3.3807,4.75019,1.024,12.92303,0.0,0.0,0.0,0.0,1.24688,2.1394,0.0,8.04205,2.13382,2.61079,1.024,4.88098,3.3807,4.75019,1.024,12.92303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24688,2.1394,0.0,8.04205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13382,2.61079,1.024,4.88098,0.0,0.0,0.0,0.0
 Mirinda Orange (Br),0.0,0.0,2.90474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90474,0.0,0.0,0.0,2.90474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90474,0.0,0.0,0.0,0.0,0.0
  Orange (Fl),0.0,0.0,2.90474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90474,0.0,0.0,0.0,2.90474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90474,0.0,0.0,0.0,0.0,0.0
 Orangina (Br),120.75542,3.69146,4.80724,7.79871,0.0,0.0,0.0,0.0,120.75542,3.69146,4.80724,7.79871,0.0,0.0,0.0,0.0,120.75542,3.69146,4.80724,7.79871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.75542,3.69146,4.80724,7.79871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Apple (Fl),108.05452,0.69752,3.35771,2.40269,0.0,0.0,0.0,0.0,108.05452,0.69752,3.35771,2.40269,0.0,0.0,0.0,0.0,108.05452,0.69752,3.35771,2.40269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.05452,0.69752,3.35771,2.40269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Lychee (Fl),12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7009,2.99394,1.44953,5.39602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Paulaner Spezi (Br),0.0,0.0,7.37589,0.0,0.0,0.0,7.37589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37589,0.0
  Cola (Fl),0.0,0.0,7.37589,0.0,0.0,0.0,7.37589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37589,0.0
