,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
  2.25 Lt (Si),0.63536,0.41988,0.42718,0.86847,1.54795,0.23221,1.02581,1.96557,0.30612,0.31955,0.0,0.12814,0.36667,1.76466,1.66076,3.21655,0.68597,0.4467,0.45811,0.93409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54363,0.74669,0.80568,1.58892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66234,2.96231,2.3034,6.20778,0.0,0.0,0.0,0.0
  250 Ml (Si),4.61608,4.22398,4.46106,4.93641,5.90524,5.12789,4.8892,5.75349,3.79346,3.36828,3.75787,3.60263,6.68709,7.7346,8.18691,13.13759,4.53029,4.02672,4.44809,5.09458,5.93852,8.03184,5.05373,3.1208,0.0,0.0,0.0,0.0,5.67041,3.90619,5.33643,6.13961,3.70692,4.09648,3.97054,3.77572,5.11359,4.30727,4.55232,3.08947,4.29196,10.62823,6.09174,15.1281,2.95481,2.39594,2.30826,2.55401
  345 Ml (Si),0.53301,0.89994,1.05232,1.10409,0.53654,0.54212,0.2247,0.52866,0.60935,1.17302,1.55156,1.47694,0.0,0.0,0.0,0.0,0.57546,0.95743,1.1285,1.18751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09278,0.41208,0.24221,0.5281,1.49802,2.03294,2.7511,2.68542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),2.22357,2.6662,1.50123,2.19917,3.64725,3.55217,1.8803,3.0442,1.50825,2.08595,1.16389,1.59318,3.18675,4.17912,2.76031,4.30258,2.12962,2.54061,1.42837,2.08691,3.54971,5.08833,2.73113,4.04486,0.0,0.0,0.0,0.0,1.77603,2.32328,0.88533,2.03,2.08411,2.63159,2.46295,1.7513,6.36818,6.97653,2.66513,6.16104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Cola (Fl),16.04486,16.55611,16.05886,16.40484,15.31391,15.32694,13.58832,15.12317,16.83578,17.1254,17.17315,16.86696,12.64638,16.21565,15.60622,16.98329,15.69006,16.11029,15.54024,16.37277,21.38277,22.18905,22.83945,18.47334,,37.19705,27.51969,,16.05879,16.45744,15.39391,15.90048,14.65508,14.71114,15.00323,16.65361,16.96037,18.65605,21.01365,14.0759,14.18856,20.28202,12.61595,22.38344,20.5918,19.33592,17.92849,18.15233
  1 Lt (Si),7.45613,8.36608,7.90284,8.40535,7.54518,9.23792,7.09884,6.35176,7.85678,8.20376,8.68958,9.58045,4.46348,6.80631,4.72296,5.74755,8.04999,8.90054,8.47499,9.04043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.90331,9.01539,8.56557,8.50801,7.96882,8.89555,8.64582,10.46764,0.0,0.0,0.0,0.0,12.09917,17.83017,8.60671,13.69384,11.65625,9.56222,11.70908,10.16723
  1.5 Lt (Si),11.39815,11.3516,11.63313,11.96361,10.95719,9.12697,9.71298,9.48959,11.63609,12.17632,12.97435,12.97618,10.98752,12.26909,7.88361,12.08607,11.14928,10.92523,11.24567,11.89858,15.14861,16.13731,16.04626,14.07712,0.0,37.19705,27.51969,0.0,11.11012,9.89514,11.3846,10.97124,9.58047,10.10961,10.96633,12.44082,13.6216,15.7749,13.7749,11.68769,12.69836,14.22864,11.84283,15.00989,15.12548,14.36295,12.01558,13.28886
  2.25 Lt (Si),5.09422,5.09344,4.91914,5.29193,4.07632,4.53198,4.46328,4.74455,6.15147,5.96084,5.3938,5.57858,0.66433,0.40729,2.9118,4.80265,5.49996,5.41883,5.27528,5.69177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14906,7.41231,6.02939,6.81217,4.09937,2.76877,3.36176,4.65464,1.49591,2.06895,2.0741,1.5217,1.20001,0.68372,8.0771,9.26887,11.39217,11.553,7.63166,4.99083
  250 Ml (Si),9.71699,9.14799,9.41112,9.31313,9.3461,9.7662,10.04543,9.5744,9.94396,8.39465,9.34378,8.81173,9.18761,12.80301,7.96316,12.55329,9.28906,8.78811,8.76129,8.97444,15.73989,16.23732,20.02524,15.14341,0.0,0.0,0.0,0.0,8.43759,7.76003,7.97285,8.11574,9.99395,7.66737,8.76731,9.24869,11.13915,11.10404,13.9906,9.66911,10.81562,16.30887,8.74512,17.07737,11.4144,13.68896,11.1925,10.47374
  300 Ml (Si),0.53964,0.9127,0.12588,0.76169,0.9636,1.39167,0.30839,0.9392,0.13411,0.831,0.06584,0.55347,2.14601,0.0,0.0,1.87085,0.58262,0.971,0.13499,0.81924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75686,1.02749,0.23808,0.75756,1.87187,2.261,0.0,2.29511,0.0,0.0,0.0,0.0,0.43625,2.63241,0.36735,1.93984
  345 Ml (Si),1.36263,1.94736,1.73631,1.78121,0.55988,0.58923,0.54596,0.9392,1.49649,2.35306,2.04913,2.28257,2.66658,3.23694,3.12039,0.53033,1.47116,2.07176,1.86201,1.91579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5854,1.2424,1.28132,1.5608,2.57584,3.30635,2.8807,2.92973,0.0,0.0,0.0,0.0,4.81678,5.43382,4.32786,1.02351,0.30887,0.0,0.0,1.49499
  500 Ml (Si),6.86614,6.878,6.97668,5.98438,6.7576,6.79871,5.96761,6.00669,6.99025,7.13779,7.12669,6.09366,6.31579,5.19208,8.97358,5.00673,6.98454,6.8259,7.08667,6.12255,5.6114,8.45141,5.94378,4.56164,0.0,0.0,0.0,0.0,8.3098,9.08073,7.2986,7.79202,7.06912,6.04758,5.92217,5.39835,7.17826,7.18993,11.26322,7.04107,3.79018,1.43045,6.16532,3.92443,1.48938,4.35752,5.09776,0.54076
 Lamonade (Fl),16.24548,15.75824,15.13326,15.7045,16.17945,15.87224,14.37861,14.59369,16.2155,16.09468,15.15453,16.19535,16.63364,12.88623,17.27672,15.4608,16.27982,15.42396,15.17772,15.1485,14.25166,19.39452,14.90998,22.12415,52.08214,37.19705,10.13228,32.6759,15.92384,15.69489,16.8539,15.01759,16.08741,14.1736,13.46751,15.4069,16.74066,19.39522,15.21404,19.0352,15.01022,15.83989,13.74774,17.30026,18.10688,17.38463,15.74742,14.27726
  1 Lt (Si),7.97127,8.05064,7.9902,8.13167,8.35646,7.27381,8.84935,8.35674,8.12338,8.5727,7.70739,8.85056,5.86264,6.625,7.39894,1.43223,8.60616,8.56495,8.56867,8.74607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12084,8.75842,7.64516,8.63461,10.01747,9.48048,9.53759,10.34798,0.0,0.0,0.0,0.0,7.64313,12.11491,10.09589,4.97191,11.47895,8.04281,11.67401,10.88675
  1.5 Lt (Si),10.25914,10.74875,10.41581,10.81739,9.79977,10.85108,8.23983,10.34704,10.66219,10.866,11.27883,11.47549,8.76769,9.54895,10.86393,7.00104,9.89476,10.24078,10.1377,10.2572,13.22917,16.87826,14.62482,16.82066,52.08214,37.19705,10.13228,32.6759,8.56494,10.19519,11.11805,9.04709,10.05757,10.17782,8.89446,11.76515,14.5359,13.1084,12.28031,15.55933,10.89309,10.71705,10.74198,9.70208,11.61336,12.00399,10.78467,8.64431
  2.25 Lt (Si),4.30091,4.2073,4.82088,4.04938,3.20579,3.304,3.99617,3.16737,5.2736,4.87601,5.5317,4.51665,0.66433,2.08956,2.24677,3.21655,4.64347,4.47608,5.1699,4.35533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56924,5.97439,6.93717,5.46703,4.29307,2.91561,4.35348,3.22819,1.0701,2.06895,0.71174,1.19534,1.20001,3.50772,3.11618,6.20778,5.32522,5.67382,5.23538,4.25973
  250 Ml (Si),8.39691,8.20692,8.23454,8.63295,10.19998,10.97744,10.59816,9.15717,6.94688,6.77868,6.55809,7.97103,13.34617,10.05658,13.03206,12.29644,8.59202,8.1831,8.34242,8.25511,6.20343,9.42479,7.34532,14.96564,0.0,0.0,0.0,0.0,8.33046,9.49037,9.06821,7.65243,9.768,6.78235,6.70559,9.47719,6.02004,7.68152,8.87269,10.51292,8.57769,11.08979,7.11025,8.60794,7.08506,8.02993,10.36289,7.12813
  300 Ml (Si),0.40062,0.0,0.0,0.36475,0.0,0.0,0.0,0.0,0.38904,0.0,0.0,0.31389,1.58866,0.0,0.0,2.03344,0.43253,0.0,0.0,0.39231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03369,0.0,0.0,2.71705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  345 Ml (Si),1.58712,1.43421,1.96783,1.68796,0.33218,1.03963,1.26078,1.16148,2.09906,1.3975,2.32146,1.98314,1.55097,2.96199,1.58987,1.05675,1.71353,1.52583,2.11029,1.8155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03682,0.68359,2.6577,1.95906,3.1279,2.52559,2.57387,2.52708,0.0,0.0,0.0,0.0,2.8016,4.97225,2.20508,2.03948,0.0,0.0,0.0,0.0
  500 Ml (Si),6.93118,7.65331,6.54963,6.332,10.41013,9.84612,7.92268,7.74258,5.64036,6.96656,5.84044,5.57412,6.15146,5.80762,7.44401,7.75118,6.96249,7.59092,6.52359,6.24551,6.81972,9.47985,7.52484,8.20708,0.0,0.0,0.0,0.0,8.95098,8.97714,8.80629,7.44376,5.5904,7.26992,6.04365,5.66334,10.16006,11.31192,7.58995,9.69185,0.0,0.0,3.18712,0.0,2.64594,3.59793,2.05955,2.46526
 Lychee (Fl),1.01564,1.0827,1.19306,1.33907,1.42273,2.59246,3.53077,2.90477,0.99946,0.58467,0.36542,0.85124,,,,,1.09654,1.15187,1.27943,1.44025,,,,,,,,,0.2119,0.77426,0.41499,0.71712,2.3301,2.1753,2.46984,2.83308,,,,,,,,,1.68907,,1.5718,1.09147
  1 Lt (Si),0.03611,0.03661,0.38091,0.17907,0.13861,0.13407,1.40154,0.66256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03899,0.03895,0.40849,0.1926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10887,0.09899,1.08201,0.53443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  1.5 Lt (Si),0.3243,0.65512,0.43385,0.43891,1.10615,2.09285,1.28794,0.8681,0.05596,0.13045,0.13119,0.31389,0.0,0.0,0.0,0.0,0.35013,0.69697,0.46526,0.47207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4221,0.41499,0.0,0.97769,1.36129,0.57581,1.30989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76457,0.0
  300 Ml (Si),0.25105,0.14327,0.11295,0.08339,0.0,0.0,0.0,0.0,0.38904,0.22351,0.17679,0.12814,0.0,0.0,0.0,0.0,0.27105,0.15242,0.12113,0.0897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75686,0.38736,0.32084,0.24889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.67235,0.73202,0.68146,1.05139,1.2073,2.1391,2.37237,2.90477,0.55447,0.23071,0.05744,0.40921,0.0,0.0,0.0,0.0,0.7259,0.77878,0.7308,1.13083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2119,0.77426,0.25299,0.71712,1.29517,1.22714,1.17585,1.97452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68907,0.0,1.5718,1.09147
 Orange (Fl),12.10938,12.59118,12.76292,11.06733,12.89682,11.04272,13.4915,10.382,12.12315,12.80588,12.61421,11.26386,9.83593,15.91049,11.60998,11.79368,11.97928,12.20994,12.49393,10.80315,12.09099,15.73077,14.70804,11.94169,52.08214,47.27227,36.347,41.40519,11.38129,15.14768,13.5895,10.03366,11.50627,8.87749,11.6205,10.13013,14.12518,13.90785,14.38249,14.40133,7.97524,8.66285,10.12556,8.37901,16.67008,17.70298,13.52132,14.72129
  1 Lt (Si),5.63708,5.74136,5.79978,4.79764,8.43005,6.09578,7.95497,5.12038,4.69691,5.45472,5.04228,4.81032,4.35233,6.75326,4.66042,3.58775,6.08606,6.10814,6.21967,5.16013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91725,6.83748,5.4098,4.75497,6.47087,5.77335,6.89028,4.9969,0.0,0.0,0.0,0.0,3.04507,7.4241,7.07642,4.8847,10.84245,7.96037,9.1376,10.53011
  1.5 Lt (Si),9.27698,8.34006,8.14923,7.50534,8.94115,7.60652,9.08226,7.34343,10.06541,8.49639,8.28532,7.58039,4.80228,9.50506,4.33797,7.44093,9.25282,8.02442,7.9452,7.29868,7.74917,9.93297,8.70614,7.19603,52.08214,47.27227,36.347,41.40519,8.12905,9.04094,7.41908,6.82893,10.0538,6.02569,8.17794,7.78468,11.09283,10.29021,9.56873,10.80365,0.69286,5.43382,6.46382,1.02351,13.45859,13.64647,9.69097,7.41122
  2.25 Lt (Si),2.45749,2.54629,2.16719,2.14317,3.46091,1.63853,1.8939,1.97797,1.98576,2.84043,2.27231,2.16475,2.91411,3.23694,2.24677,2.531,2.65322,2.70896,2.32408,2.3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44546,5.4286,3.82916,2.67147,0.42142,0.23614,0.79194,0.75756,0.0,0.0,0.0,0.0,5.26392,5.43382,3.11618,4.8847,3.29884,2.38508,3.16687,6.37309
  250 Ml (Si),4.07138,4.09512,4.05563,4.05786,5.24972,5.19654,4.97431,4.94597,3.18376,2.70111,2.94182,3.0917,6.89452,10.99365,9.22542,8.9841,3.90647,3.93059,3.96102,3.97703,6.40645,7.3275,5.84022,5.62855,0.0,0.0,0.0,0.0,4.1743,5.55601,5.38631,4.9946,2.66147,1.48439,2.08997,2.26677,6.30214,5.56369,6.20732,5.36636,5.61754,4.12779,2.85803,4.85599,4.62401,6.7682,4.44003,4.3443
  345 Ml (Si),0.44356,0.67627,1.44907,0.59843,0.31658,0.20445,0.59341,0.73902,0.55954,0.96793,2.01573,0.61261,0.0,0.0,0.0,0.0,0.47889,0.71947,1.55398,0.64365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08869,0.44789,1.39899,0.38167,1.23316,1.39342,2.74107,1.34536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),1.70194,2.47549,2.60857,2.44842,2.31035,1.83214,4.32288,2.81558,1.34252,2.20844,2.04963,1.85271,2.48181,6.51213,1.39054,6.10375,1.67312,2.46245,2.52384,2.41859,2.15263,2.9435,4.11559,3.12105,0.0,0.0,0.0,0.0,1.68689,3.23399,2.42441,2.7598,0.58008,1.70708,2.87062,0.96989,6.45872,5.54641,6.17113,7.86523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Pomegranate (Fl),0.76913,1.11386,1.58825,0.90805,,,1.28778,,1.19187,1.41815,1.68575,1.39526,,2.38375,1.80509,,0.83039,1.18502,1.70323,0.97666,,,,,,,,,1.10968,1.26441,2.46065,1.71703,0.75686,0.54149,0.42025,0.24889,,,,,,4.00157,2.50358,,0.90797,2.63241,3.73401,1.55849
  1 Lt (Si),0.68298,0.74269,1.39783,0.74758,0.0,0.0,1.28778,0.0,1.05837,0.83909,1.38769,1.14869,0.0,2.38375,1.80509,0.0,0.73738,0.79013,1.49903,0.80407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10968,1.26441,2.46065,1.71703,0.75686,0.22608,0.09965,0.24889,0.0,0.0,0.0,0.0,0.0,4.00157,2.50358,0.0,0.0,0.0,3.05669,0.0
  1.5 Lt (Si),0.13979,0.20027,0.14794,0.06076,0.0,0.0,0.0,0.0,0.21662,0.31244,0.23157,0.09337,0.0,0.0,0.0,0.0,0.15092,0.21307,0.15865,0.06535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42142,0.54149,0.42025,0.18134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  300 Ml (Si),0.08615,0.25452,0.07755,0.16047,0.0,0.0,0.0,0.0,0.1335,0.39707,0.12139,0.24657,0.0,0.0,0.0,0.0,0.09301,0.27078,0.08317,0.1726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90797,2.63241,0.67732,1.55849
