,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
  Almdudler (Br),23.58458,13.01771,12.22632,13.46067,11.43147,3.20309,4.14991,3.04899,9.96977,9.12513,6.17446,9.61144,2.18334,0.68949,1.90195,0.80024,22.2847,11.29877,10.58017,12.4988,1.29988,1.71894,1.64615,0.96187,0.0,0.0,0.0,0.0,13.66589,2.46099,2.6449,3.94417,3.22801,3.5054,1.68845,2.96293,2.65803,2.6745,3.20698,3.85182,0.0,0.0382,1.31137,0.0,4.03265,4.33862,3.37462,2.70175
   Orange (Fl),23.58458,13.01771,12.22632,13.46067,11.43147,3.20309,4.14991,3.04899,9.96977,9.12513,6.17446,9.61144,2.18334,0.68949,1.90195,0.80024,22.2847,11.29877,10.58017,12.4988,1.29988,1.71894,1.64615,0.96187,0.0,0.0,0.0,0.0,13.66589,2.46099,2.6449,3.94417,3.22801,3.5054,1.68845,2.96293,2.65803,2.6745,3.20698,3.85182,0.0,0.0382,1.31137,0.0,4.03265,4.33862,3.37462,2.70175
    1 Lt (Si),5.85873,4.40336,1.15326,3.44391,4.36053,1.00587,0.34506,0.78884,1.4982,3.35929,0.69554,2.65507,0.0,0.0382,0.11266,0.0,5.85873,4.40336,1.15326,3.44391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14918,0.03343,0.14926,0.11259,0.62634,2.06553,0.51967,2.25945,0.0,0.0,0.0,0.0,0.0,0.0382,0.17752,0.0,2.08321,2.2662,0.30681,1.07187
    1.5 Lt (Si),10.80696,5.6443,6.96811,3.89659,3.21042,0.87252,2.11093,1.3161,5.64875,4.60231,3.24734,2.25064,1.94779,0.16947,1.60984,0.32985,9.84269,4.06353,6.28224,3.15859,0.96427,1.58077,0.68587,0.738,0.0,0.0,0.0,0.0,5.94066,0.90399,1.33119,1.85212,2.28007,1.29718,1.11608,0.39783,1.51644,2.03179,1.45353,1.37256,0.0,0.0,1.13385,0.0,1.06979,1.41134,1.93346,0.27408
    2.25 Lt (Si),4.51315,0.86433,1.25111,2.06659,3.26151,0.32212,0.89928,0.41954,1.25164,0.54221,0.35183,1.64705,0.0,0.0,0.0,0.0,4.51315,0.86433,1.25111,2.06659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93305,0.48712,0.40419,0.86235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5801,0.37721,0.84692,1.20424
    250 Ml (Si),1.44412,1.21878,1.013,3.25674,0.41341,0.49696,0.50897,0.28174,0.8208,0.45344,0.34258,2.69188,0.20991,0.26838,0.16145,0.28312,1.33074,1.09622,0.87174,3.18248,0.11338,0.12256,0.14126,0.07426,0.0,0.0,0.0,0.0,0.44737,0.51116,0.39821,0.79414,0.3216,0.14269,0.0527,0.30565,0.3756,0.28106,0.27466,2.00539,0.0,0.0,0.0,0.0,0.29955,0.28387,0.28743,0.15156
    500 Ml (Si),0.96162,0.88694,1.84084,0.79684,0.1856,0.50562,0.28567,0.24277,0.75038,0.16788,1.53717,0.3668,0.02564,0.21344,0.018,0.18727,0.73939,0.87133,1.02182,0.64723,0.22223,0.01561,0.81902,0.14961,0.0,0.0,0.0,0.0,0.19563,0.52529,0.36205,0.32297,0.0,0.0,0.0,0.0,0.76599,0.36165,1.47879,0.47387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Big Peach Soda (Br),37.41997,53.39467,31.16029,42.21923,8.89002,15.85648,9.50274,14.79026,25.85708,31.80876,20.49731,24.23015,2.67287,5.72943,1.16024,3.19882,35.76212,43.51367,27.68134,40.58583,1.65785,9.881,3.47895,1.6334,0.0,0.0,0.0,0.0,16.39758,17.65796,6.61314,10.8479,12.67591,11.44074,9.6465,19.62043,3.56024,13.83244,4.83651,4.07296,0.89277,0.93372,1.89341,1.71883,3.89347,9.52981,8.17073,5.95911
   Lamonade (Fl),37.41997,53.39467,31.16029,42.21923,8.89002,15.85648,9.50274,14.79026,25.85708,31.80876,20.49731,24.23015,2.67287,5.72943,1.16024,3.19882,35.76212,43.51367,27.68134,40.58583,1.65785,9.881,3.47895,1.6334,0.0,0.0,0.0,0.0,16.39758,17.65796,6.61314,10.8479,12.67591,11.44074,9.6465,19.62043,3.56024,13.83244,4.83651,4.07296,0.89277,0.93372,1.89341,1.71883,3.89347,9.52981,8.17073,5.95911
    1 Lt (Si),5.40862,5.5192,9.42873,8.44812,0.86233,1.88767,4.94411,2.67205,4.54629,3.63153,4.25364,5.77607,0.0,0.0,0.23098,0.0,5.40862,5.5192,9.42873,8.44812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72168,1.30457,0.74997,0.98179,3.42839,2.79652,2.96406,4.93807,0.0,0.0,0.0,0.0,0.21676,0.30462,0.39565,0.13452,1.04179,1.11349,5.31905,2.39374
    1.5 Lt (Si),14.92805,30.76304,12.94291,20.28541,4.04228,7.20084,1.66256,8.2532,9.29792,18.34089,10.62915,9.96747,1.58785,5.22131,0.6512,2.06474,13.92578,21.89257,9.85792,19.55336,1.00227,8.87047,3.08499,0.73205,0.0,0.0,0.0,0.0,5.69207,7.43757,2.4454,6.09946,6.14126,5.67809,4.15682,7.68337,1.73862,10.95891,3.76653,2.10839,0.48051,0.59328,1.43234,1.43021,0.87559,6.09519,1.14182,2.96398
    2.25 Lt (Si),4.71404,5.36653,2.63274,3.50665,0.98538,1.35216,0.8511,1.02736,3.72866,4.01437,1.78164,2.47929,0.0,0.0,0.0,0.0,4.71404,5.36653,2.63274,3.50665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0702,2.75523,1.18202,1.28328,0.49369,0.36799,0.79554,1.07653,0.38925,0.45126,0.0246,0.63017,0.0,0.0,0.0,0.0,1.7609,1.79205,0.63058,0.51667
    250 Ml (Si),7.74243,6.19321,3.62493,7.16346,0.91749,3.36913,1.0271,2.47612,6.1034,2.52802,2.31977,4.14657,0.72154,0.29606,0.27806,0.54077,7.33287,5.67538,3.3455,6.4144,0.40956,0.51783,0.27943,0.74906,0.0,0.0,0.0,0.0,4.34349,3.55205,1.1104,1.16465,1.96651,1.05082,1.03562,4.71581,1.07881,1.23963,0.51407,1.07107,0.1955,0.03582,0.06542,0.1541,0.15812,0.31489,0.89942,0.05783
    500 Ml (Si),4.62683,5.55269,2.53098,2.81559,2.08254,2.04668,1.01787,0.36153,2.18081,3.29395,1.51311,1.86075,0.36348,0.21206,0.0,0.59331,4.38081,5.05999,2.41645,2.6633,0.24602,0.4927,0.11453,0.15229,0.0,0.0,0.0,0.0,3.57014,2.60854,1.12535,1.31872,0.64606,1.54732,0.69446,1.20665,0.35356,1.18264,0.53131,0.26333,0.0,0.0,0.0,0.0,0.05707,0.21419,0.17986,0.02689
  Fanta Berry (Br),0.0156,0.07163,0.11194,0.13833,0.0156,0.07163,0.11194,0.13833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.07163,0.11194,0.13833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.07163,0.11194,0.13833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   Lamonade (Fl),0.0156,0.07163,0.11194,0.13833,0.0156,0.07163,0.11194,0.13833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.07163,0.11194,0.13833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.07163,0.11194,0.13833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),0.0156,0.07163,0.11194,0.13833,0.0156,0.07163,0.11194,0.13833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.07163,0.11194,0.13833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.07163,0.11194,0.13833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Asahi (Ve),0.0,0.0,0.47431,0.0,0.0,0.0,0.47431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47431,0.0
  Paulaner Spezi (Br),0.0,0.0,0.47431,0.0,0.0,0.0,0.47431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47431,0.0
   Cola (Fl),0.0,0.0,0.47431,0.0,0.0,0.0,0.47431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47431,0.0
    1 Lt (Si),0.0,0.0,0.09828,0.0,0.0,0.0,0.09828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09828,0.0
    1.5 Lt (Si),0.0,0.0,0.14437,0.0,0.0,0.0,0.14437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14437,0.0
    500 Ml (Si),0.0,0.0,0.23166,0.0,0.0,0.0,0.23166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23166,0.0
 Dr Pepper (Ve),148.6774,100.57436,98.8849,120.60774,26.38363,23.02895,27.39154,28.92945,108.78494,67.65129,61.5771,82.37959,13.50883,9.89412,9.91626,9.2987,140.14995,95.8947,93.98779,117.91906,8.17054,3.74983,3.5082,1.76168,0.35691,0.92983,1.38891,0.927,45.84769,27.98303,26.43102,47.63836,73.94951,52.20896,43.47621,48.29646,14.22268,10.85367,13.96516,14.84195,8.44012,6.56664,5.22391,5.62169,6.2174,2.96206,9.7886,4.20928
  Anw Cream Soda (Br),40.97974,29.30891,29.88882,42.87575,7.43139,5.88708,8.40165,9.40382,28.00836,21.37686,18.71732,30.1545,5.53999,2.04497,2.76985,3.31743,40.53373,28.85051,27.905,42.34077,0.30769,0.38984,1.49145,0.15203,0.13832,0.06856,0.49237,0.38295,17.52449,12.84957,12.20943,17.64051,14.41782,12.74494,10.20816,19.71421,2.28651,2.39154,4.64004,2.72074,2.87359,0.52582,0.96806,2.03822,3.87733,0.79704,1.86313,0.76207
   Lamonade (Fl),40.97974,29.30891,29.88882,42.87575,7.43139,5.88708,8.40165,9.40382,28.00836,21.37686,18.71732,30.1545,5.53999,2.04497,2.76985,3.31743,40.53373,28.85051,27.905,42.34077,0.30769,0.38984,1.49145,0.15203,0.13832,0.06856,0.49237,0.38295,17.52449,12.84957,12.20943,17.64051,14.41782,12.74494,10.20816,19.71421,2.28651,2.39154,4.64004,2.72074,2.87359,0.52582,0.96806,2.03822,3.87733,0.79704,1.86313,0.76207
    1 Lt (Si),5.26389,3.82577,4.59374,5.11296,1.06927,0.47817,1.44095,2.40375,2.88869,2.8005,3.00268,2.38979,1.30593,0.5471,0.15011,0.31942,5.26389,3.82577,4.59374,5.11296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06812,0.64489,0.03147,0.33713,3.29972,2.99352,3.83801,4.01362,0.0,0.0,0.0,0.0,0.62691,0.0311,0.18418,0.45541,0.26914,0.15626,0.54008,0.3068
    1.5 Lt (Si),14.92558,13.1699,12.18506,19.30714,1.991,2.3166,2.95613,1.91735,10.77218,9.95777,8.11225,16.2336,2.1624,0.89553,1.11668,1.15619,14.6104,12.78237,10.41815,18.8192,0.17686,0.31897,1.27454,0.10499,0.13832,0.06856,0.49237,0.38295,4.09956,5.87626,4.88175,7.8675,7.69301,5.1979,3.30959,9.96746,1.32831,1.32953,3.25738,1.00116,1.61409,0.23171,0.43679,0.1681,0.19061,0.5345,0.29955,0.30292
    2.25 Lt (Si),12.69924,3.99075,4.54098,9.34572,0.38048,0.70195,1.53238,0.99925,11.97283,3.09699,2.92161,7.04481,0.34593,0.19181,0.08699,1.30166,12.69924,3.99075,4.54098,9.34572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07235,2.95036,3.87794,5.39744,0.89166,0.84858,0.08609,2.54579,0.0,0.0,0.0,0.0,0.34593,0.19181,0.08699,1.30166,3.3893,0.0,0.48996,0.10083
    250 Ml (Si),4.94014,2.85608,4.61011,1.5396,3.06917,1.27087,1.58204,0.49267,0.77666,1.36992,2.04598,0.76586,1.09431,0.21529,0.98209,0.28107,4.94014,2.85608,4.61011,1.5396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37676,1.27222,1.49996,0.79818,1.60632,1.3397,1.72442,0.55427,0.64212,0.06668,0.75149,0.02258,0.28666,0.0712,0.12686,0.11305,0.02828,0.10628,0.50738,0.05152
    345 Ml (Si),0.73356,0.85036,1.38912,0.38477,0.20591,0.11739,0.0546,0.02825,0.52765,0.73297,1.33452,0.35652,0.0,0.0,0.0,0.0,0.73356,0.85036,1.38912,0.38477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30685,0.07888,0.98646,0.05355,0.42671,0.77148,0.40266,0.33122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),2.41733,4.61605,2.56981,7.18556,0.71556,1.0021,0.83555,3.56255,1.07035,3.41871,1.30028,3.36392,0.63142,0.19524,0.43398,0.25909,2.2865,4.54518,2.3529,7.13852,0.13083,0.07087,0.21691,0.04704,0.0,0.0,0.0,0.0,1.60085,2.02696,0.93185,3.18671,0.5004,1.59376,0.84739,2.30185,0.31608,0.99533,0.63117,1.697,0.0,0.0,0.13324,0.0,0.0,0.0,0.02616,0.0
  Bluna Orange (Br),39.47789,28.18782,18.26622,20.14882,7.4514,8.60958,6.53017,7.90667,29.45626,17.04948,10.11341,9.8739,2.57023,2.52876,1.62264,2.36825,38.66765,25.85381,18.06358,19.51109,0.63645,1.86846,0.1514,0.39376,0.17379,0.46555,0.05124,0.24397,4.38497,5.93174,3.6553,5.01615,29.13078,17.55619,10.96577,9.40334,1.96361,2.6331,1.36971,2.94507,2.60285,1.51344,0.54826,1.23612,1.39568,0.55335,1.72718,1.54814
   Citrus (Fl),39.47789,28.18782,18.26622,20.14882,7.4514,8.60958,6.53017,7.90667,29.45626,17.04948,10.11341,9.8739,2.57023,2.52876,1.62264,2.36825,38.66765,25.85381,18.06358,19.51109,0.63645,1.86846,0.1514,0.39376,0.17379,0.46555,0.05124,0.24397,4.38497,5.93174,3.6553,5.01615,29.13078,17.55619,10.96577,9.40334,1.96361,2.6331,1.36971,2.94507,2.60285,1.51344,0.54826,1.23612,1.39568,0.55335,1.72718,1.54814
    1 Lt (Si),5.15595,3.72772,5.25169,7.13103,1.59522,0.82131,0.89825,4.16948,3.21699,2.83257,4.08316,2.76203,0.34374,0.07384,0.27028,0.19952,5.15595,3.72772,5.25169,7.13103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13567,0.68005,0.20669,0.1988,4.35039,2.79489,4.32258,5.46777,0.0,0.0,0.0,0.0,0.25207,0.03192,0.06359,0.17795,0.41782,0.22086,0.65883,1.28651
    1.5 Lt (Si),27.07141,16.54549,7.84926,6.2295,2.84953,4.10632,3.28058,1.47664,22.83694,10.86133,4.2316,3.52994,1.38494,1.57784,0.33708,1.22292,26.41651,14.48343,7.73078,5.83892,0.48111,1.59651,0.06724,0.14661,0.17379,0.46555,0.05124,0.24397,1.52009,2.51429,1.57565,2.32993,22.7914,10.67597,4.68881,1.80399,0.98413,2.16049,0.38004,1.82587,1.15649,1.11141,0.24006,0.2193,0.6193,0.08333,0.9647,0.05041
    2.25 Lt (Si),1.44278,1.22972,0.39564,0.7465,0.92039,0.8477,0.26791,0.42197,0.20349,0.08178,0.0,0.2421,0.3189,0.30024,0.12773,0.08243,1.44278,1.22972,0.39564,0.7465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12388,0.92948,0.26791,0.66407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3189,0.30024,0.12773,0.08243,0.0,0.0,0.0,0.0
    250 Ml (Si),3.34849,3.71015,1.61919,2.90624,1.04884,2.34654,0.60902,0.53473,1.86086,0.85031,0.42412,2.05033,0.43879,0.5133,0.58605,0.32118,3.25677,3.60356,1.60345,2.79472,0.09172,0.10659,0.01574,0.11152,0.0,0.0,0.0,0.0,0.76671,0.9292,0.76248,1.20095,0.90572,2.25775,0.51681,0.40482,0.44211,0.20417,0.11937,0.33281,0.87539,0.06987,0.11688,0.75644,0.35856,0.24916,0.10365,0.21122
    345 Ml (Si),0.44485,1.91173,0.48563,0.70251,0.07974,0.01128,0.03491,0.02699,0.36511,1.90045,0.45072,0.67552,0.0,0.0,0.0,0.0,0.44485,1.91173,0.48563,0.70251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02045,0.52809,0.26744,0.45571,0.4244,1.38364,0.21819,0.2468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    500 Ml (Si),2.01441,1.06301,2.66481,2.43304,0.95768,0.47643,1.4395,1.27686,0.97287,0.52304,0.92381,0.61398,0.08386,0.06354,0.3015,0.5422,1.95079,0.89765,2.59639,2.29741,0.06362,0.16536,0.06842,0.13563,0.0,0.0,0.0,0.0,0.81817,0.35063,0.57513,0.16669,0.65887,0.44394,1.21938,1.47996,0.53737,0.26844,0.8703,0.78639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Chupa Chups Grape (Br),26.71785,19.85751,25.50206,24.66536,4.12646,2.9229,5.81079,4.92595,21.22251,14.962,16.86644,17.33825,1.36888,1.97261,2.82483,2.40116,19.62763,18.07992,23.67512,23.70685,7.09022,1.44593,1.46445,0.95851,0.0,0.33166,0.36249,0.0,4.68575,2.54346,1.96919,4.44029,12.36887,11.53333,12.37414,10.19064,8.30553,3.68545,5.51412,7.64429,1.08001,1.81019,2.88704,1.78115,0.27769,0.28508,2.75757,0.60899
   Cola (Fl),26.71785,19.85751,25.50206,24.66536,4.12646,2.9229,5.81079,4.92595,21.22251,14.962,16.86644,17.33825,1.36888,1.97261,2.82483,2.40116,19.62763,18.07992,23.67512,23.70685,7.09022,1.44593,1.46445,0.95851,0.0,0.33166,0.36249,0.0,4.68575,2.54346,1.96919,4.44029,12.36887,11.53333,12.37414,10.19064,8.30553,3.68545,5.51412,7.64429,1.08001,1.81019,2.88704,1.78115,0.27769,0.28508,2.75757,0.60899
    1 Lt (Si),3.82262,4.03078,6.10589,2.82444,0.7618,0.38689,3.34114,0.79338,2.8203,3.38769,1.88787,1.64064,0.24052,0.2562,0.87688,0.39042,3.82262,4.03078,6.10589,2.82444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20669,0.15628,0.72187,0.06218,2.92605,3.23939,2.81337,2.17793,0.0,0.0,0.0,0.0,0.61986,0.5218,0.30793,0.53829,0.07002,0.11331,2.26272,0.04604
    1.5 Lt (Si),14.77711,9.63755,14.13858,13.86614,1.43366,1.31566,1.06578,2.33284,12.83029,7.84902,12.02758,11.3064,0.51316,0.47287,1.04522,0.2269,9.02074,8.55088,12.84882,13.30448,5.75637,0.75501,0.92727,0.56166,0.0,0.33166,0.36249,0.0,0.89274,0.68116,0.76579,1.86679,7.16647,6.03224,6.62642,5.13564,6.37154,1.98116,4.44148,6.20134,0.2287,0.89258,1.8857,0.24508,0.11766,0.05041,0.41919,0.41729
    2.25 Lt (Si),0.78909,0.7249,0.65432,1.93897,0.33048,0.0,0.0,0.59799,0.32799,0.51461,0.22782,0.36826,0.13062,0.21029,0.4265,0.97272,0.78909,0.7249,0.65432,1.93897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54581,0.33048,0.0,0.66353,0.11266,0.18413,0.22782,0.30272,0.0,0.0,0.0,0.0,0.13062,0.21029,0.4265,0.97272,0.0,0.0,0.0,0.0
    250 Ml (Si),3.04592,2.02499,2.50178,2.81957,1.34436,0.4473,0.79875,0.74255,1.32989,1.2703,1.2712,1.37106,0.37167,0.30739,0.43183,0.70596,2.37889,1.47207,2.43528,2.53673,0.66703,0.55292,0.0665,0.28284,0.0,0.0,0.0,0.0,0.6143,0.22669,0.10147,0.99071,1.49107,0.66923,1.8246,0.97122,0.83736,0.92753,0.28146,0.81577,0.10083,0.18552,0.26691,0.02506,0.00236,0.01602,0.02734,0.01681
