,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
 Citrus (Fl),564.98438,393.85859,249.9258,266.72323,101.4177,110.79773,89.44568,107.21518,427.06004,246.87496,140.50416,128.66007,36.50664,36.1859,19.97596,30.84798,553.76045,360.38592,247.33338,258.57903,8.61712,26.4894,1.82388,4.4847,2.60681,6.98327,0.76854,3.6595,61.11338,83.26653,48.0625,69.94678,430.51595,244.23696,155.01197,127.45691,22.65165,36.46771,15.02247,37.28768,32.43189,23.38515,7.80455,11.71395,18.27151,6.50224,24.02431,20.31791
  Bluna Orange (Br),564.98438,393.85859,249.9258,266.72323,101.4177,110.79773,89.44568,107.21518,427.06004,246.87496,140.50416,128.66007,36.50664,36.1859,19.97596,30.84798,553.76045,360.38592,247.33338,258.57903,8.61712,26.4894,1.82388,4.4847,2.60681,6.98327,0.76854,3.6595,61.11338,83.26653,48.0625,69.94678,430.51595,244.23696,155.01197,127.45691,22.65165,36.46771,15.02247,37.28768,32.43189,23.38515,7.80455,11.71395,18.27151,6.50224,24.02431,20.31791
   1 Lt (Si),73.08377,52.85866,74.12964,100.94239,22.21639,11.33863,12.45525,58.63462,45.95683,40.46515,57.81323,39.45752,4.91055,1.05488,3.86116,2.85025,73.08377,52.85866,74.12964,100.94239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93812,9.71494,2.95275,2.84006,62.14826,39.92698,61.75117,78.11076,0.0,0.0,0.0,0.0,3.60102,0.45604,0.90841,2.54212,5.39637,2.7607,8.51731,17.44945
   1.5 Lt (Si),413.91745,256.93272,122.04885,94.39267,43.02101,63.14749,52.17145,22.35807,350.12237,170.11771,64.82119,53.6907,20.77407,23.66752,5.05621,18.3439,404.09398,226.00186,120.27179,88.53415,7.21666,23.94759,1.00852,2.19902,2.60681,6.98327,0.76854,3.6595,22.80137,37.71436,23.63484,34.94904,349.71743,168.89013,74.64209,28.00997,14.76182,32.40724,5.7005,27.38795,17.34732,16.67108,3.60092,3.28952,9.28951,1.24991,14.4705,0.75619
   2.25 Lt (Si),25.43102,21.71679,7.41813,13.03918,15.92974,14.67172,5.02328,7.30332,3.52196,1.41548,0.0,4.19024,5.97932,5.62959,2.39485,1.54562,25.43102,21.71679,7.41813,13.03918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4517,16.0872,5.02328,11.49356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97932,5.62959,2.39485,1.54562,0.0,0.0,0.0,0.0
   250 Ml (Si),27.5433,29.85615,14.17031,25.94772,9.72934,16.61932,4.99931,5.81363,13.80981,8.03826,3.52228,17.44786,4.00415,5.19857,5.64872,2.68623,26.779,28.96793,14.03912,25.01839,0.7643,0.88822,0.13119,0.92933,0.0,0.0,0.0,0.0,8.4123,10.04403,7.62477,13.69563,7.52489,15.31595,3.98961,3.76737,2.51625,1.3761,0.61906,2.03576,5.50423,0.62844,0.90037,4.33669,3.58563,2.49163,1.0365,2.11227
   345 Ml (Si),4.77186,21.73764,5.51085,8.00985,0.91707,0.12966,0.40142,0.31042,3.85479,21.60798,5.10943,7.69943,0.0,0.0,0.0,0.0,4.77186,21.73764,5.51085,8.00985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23518,6.07304,3.07558,5.24069,4.53668,15.6646,2.43527,2.76916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   500 Ml (Si),20.23698,10.75663,26.64802,24.39142,9.60415,4.89091,14.39497,12.79512,9.79428,5.23038,9.23803,6.17432,0.83855,0.63534,3.01502,5.42198,19.60082,9.10304,25.96385,23.03507,0.63616,1.65359,0.68417,1.35635,0.0,0.0,0.0,0.0,8.27471,3.63296,5.75128,1.7278,6.58869,4.4393,12.19383,14.79965,5.37358,2.68437,8.70291,7.86397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Cola (Fl),1546.74129,1293.22132,1261.97632,1233.11658,337.98732,225.1368,295.81085,249.6597,1138.43057,930.0249,839.03051,912.95182,70.3234,138.05962,127.13496,70.50506,1384.71351,1252.12859,1221.21586,1204.76737,162.02778,36.11786,35.32307,28.34921,0.0,4.97487,5.43739,0.0,651.11369,389.93818,368.53511,433.26857,405.93404,480.49824,473.26036,406.59609,218.9914,82.94408,162.87889,144.75872,82.95528,83.61227,120.66918,60.9408,187.74688,256.22855,136.63278,187.5524
  Afri Cola (Br),885.62981,699.68015,604.84601,650.96677,245.39385,156.4739,178.48439,115.31942,596.66956,516.64401,390.72805,508.31363,43.5664,26.56224,35.63357,27.33372,822.17422,680.87501,588.69304,634.53951,63.45559,18.80514,16.15297,16.42726,0.0,0.0,0.0,0.0,428.70057,229.69342,246.51924,274.61254,164.25185,229.51703,164.75498,195.9972,102.62391,39.74173,86.71577,39.66081,59.42392,18.40308,39.20474,22.65574,130.62956,182.32489,67.65128,118.04048
   1 Lt (Si),147.98452,160.22374,86.79887,86.64064,49.59801,29.21053,27.89151,16.25954,89.88356,127.59518,55.30601,68.7294,8.50295,3.41803,3.60135,1.6517,147.98452,160.22374,86.79887,86.64064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.26113,7.84331,21.42317,12.38052,70.97451,85.5173,39.56555,52.81039,0.0,0.0,0.0,0.0,41.44192,5.36019,12.78726,8.58947,23.30696,61.50294,13.02289,12.86026
   1.5 Lt (Si),316.29299,244.63127,206.67654,336.96187,26.31605,33.31482,59.84347,34.24395,269.75297,201.87559,122.28583,283.89507,20.22397,9.44086,24.54724,18.82285,286.23277,233.62755,195.17515,324.42049,30.06022,11.00372,11.50139,12.54138,0.0,0.0,0.0,0.0,147.93439,72.16434,67.71338,124.21649,49.33735,86.23869,62.98072,115.20954,55.46551,19.186,43.70042,30.25964,15.85642,6.06191,12.05257,10.49176,47.69932,60.98033,20.22945,56.78444
   2.25 Lt (Si),288.64732,160.42895,188.39991,149.67473,150.82438,50.27327,63.984,36.19461,137.82294,110.15568,120.69323,113.48012,0.0,0.0,3.72268,0.0,288.64732,160.42895,188.39991,149.67473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.91717,103.37564,108.29714,96.38648,7.45472,11.95948,17.93319,8.66379,4.68426,2.60168,29.48094,1.09785,0.0,0.0,7.4421,0.0,55.59117,42.49215,25.24654,43.52661
   250 Ml (Si),38.04594,64.36673,55.70817,26.39107,12.18173,17.83946,19.60054,8.34807,22.40456,43.92159,35.61002,17.34674,3.45965,2.60568,0.49761,0.69626,34.55242,59.24939,51.19133,24.66398,3.49352,5.11734,4.51684,1.72709,0.0,0.0,0.0,0.0,15.87109,21.39617,23.41728,8.1941,12.46753,28.41383,18.78375,8.65232,4.41066,6.00988,4.74535,2.98591,1.75668,0.95822,1.4507,2.07668,3.53998,7.58863,7.31109,4.48206
   500 Ml (Si),94.65904,70.02946,67.26252,51.29846,6.47368,25.83582,7.16487,20.27325,76.80553,33.09597,56.83296,24.8623,11.37983,11.09767,3.26469,6.16291,64.75719,67.34538,67.12778,49.13967,29.90185,2.68408,0.13474,2.15879,0.0,0.0,0.0,0.0,31.71679,24.91396,25.66827,33.43495,24.01774,17.38773,25.49177,10.66116,38.06348,11.94417,8.78906,5.31741,0.3689,6.02276,5.47211,1.49783,0.49213,9.76084,1.84131,0.38711
  Barq Root Malt (Br),259.69541,278.83651,257.74484,227.74071,32.76409,21.44975,33.33154,65.49698,222.47648,194.40142,203.86602,157.61188,4.45484,62.98534,20.54728,4.63185,259.69541,278.83651,257.74484,227.74071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.38398,115.78664,95.00084,95.8143,57.41094,85.78662,132.73189,66.26749,3.51991,0.0,0.0,0.96595,0.93493,6.74572,3.6894,3.6659,53.44565,70.51753,26.32271,61.02707
   1 Lt (Si),123.16149,117.09727,93.89598,125.47948,28.8931,15.21018,22.61798,51.8767,93.33346,95.14137,62.74418,69.93688,0.93493,6.74572,8.53382,3.6659,123.16149,117.09727,93.89598,125.47948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.12434,49.64647,72.97531,79.07793,8.73605,25.86327,7.41761,9.19434,0.0,0.0,0.0,0.0,0.93493,6.74572,3.6894,3.6659,10.36617,34.84181,9.81366,33.54131
   1.5 Lt (Si),19.87815,79.57017,35.215,24.87575,2.62867,5.67619,7.41872,3.23292,15.45081,17.65436,15.78282,21.10668,1.79867,56.23962,12.01346,0.53615,19.87815,79.57017,35.215,24.87575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5013,57.6632,15.87745,4.64518,1.20172,7.26664,9.61445,4.58937,1.79867,0.0,0.0,0.53615,0.0,0.0,0.0,0.0,8.37646,14.64033,9.7231,15.10505
   2.25 Lt (Si),112.24823,71.52932,125.81184,73.919,1.24232,0.56338,3.29484,10.38736,111.00591,70.96594,122.517,63.53164,0.0,0.0,0.0,0.0,112.24823,71.52932,125.81184,73.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.75834,8.47697,6.14808,12.09119,45.11602,46.82498,113.15513,49.87405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.37387,16.22737,6.50863,11.95376
   300 Ml (Si),2.05039,4.80802,0.27732,0.85675,0.0,0.0,0.0,0.0,0.32915,4.80802,0.27732,0.42695,1.72124,0.0,0.0,0.4298,2.05039,4.80802,0.27732,0.85675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72124,0.0,0.0,0.4298,0.0,0.0,0.0,0.0,0.32915,4.80802,0.27732,0.42695
   500 Ml (Si),2.35715,5.83173,2.5447,2.60973,0.0,0.0,0.0,0.0,2.35715,5.83173,2.5447,2.60973,0.0,0.0,0.0,0.0,2.35715,5.83173,2.5447,2.60973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35715,5.83173,2.5447,2.60973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Chupa Chups Grape (Br),371.5226,269.15346,356.55115,347.30974,52.59737,38.70254,72.55725,68.35515,300.86088,205.36731,244.00095,244.83409,18.06435,25.08361,39.99295,34.1205,272.95041,246.86587,331.94366,335.38779,98.57219,17.31272,19.1701,11.92195,0.0,4.97487,5.43739,0.0,60.01319,32.58239,26.89131,61.047,179.24717,163.34136,174.86336,143.79066,112.84758,43.20235,76.16312,104.13196,15.74299,26.64123,43.35046,29.85527,3.67167,3.38613,35.2829,8.48485
   1 Lt (Si),54.4837,57.38003,83.18619,40.26711,10.75782,5.3246,43.68992,11.25189,40.28985,48.3955,26.96941,23.43787,3.43603,3.65993,12.52686,5.57735,54.4837,57.38003,83.18619,40.26711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95275,2.23257,10.31239,0.88823,41.80052,46.27683,40.19073,31.11348,0.0,0.0,0.0,0.0,8.8552,7.45427,4.39903,7.68988,0.87523,1.41636,28.28404,0.57552
   1.5 Lt (Si),229.4632,147.12322,217.79013,213.47882,21.82889,21.36676,16.45586,35.41192,199.93684,118.66336,185.65604,174.66342,7.69747,7.0931,15.67823,3.40348,143.11775,130.8232,198.44371,205.05404,86.34545,11.32515,13.90903,8.42478,0.0,4.97487,5.43739,0.0,13.39115,10.21734,11.48693,28.00172,115.30368,93.04372,105.10777,82.52148,95.57301,29.71724,66.62216,93.02005,3.43049,13.38873,28.28542,3.67619,1.76487,0.75619,6.28785,6.25938
   2.25 Lt (Si),13.8456,12.84959,11.93989,34.96206,5.71978,0.0,0.0,10.3499,5.67677,8.90659,3.943,6.37362,2.44905,3.943,7.99689,18.23854,13.8456,12.84959,11.93989,34.96206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44673,5.71978,0.0,11.48419,1.94982,3.18681,3.943,5.23933,0.0,0.0,0.0,0.0,2.44905,3.943,7.99689,18.23854,0.0,0.0,0.0,0.0
   250 Ml (Si),27.38946,16.7341,22.00297,25.45233,11.6527,3.69168,6.27749,6.50876,12.3841,9.9134,12.37855,13.09406,3.35266,3.12902,3.34693,5.84951,21.83093,12.12646,21.44875,23.09529,5.55853,4.60764,0.55422,2.35704,0.0,0.0,0.0,0.0,6.87191,2.424,1.01476,11.61818,13.07551,5.81403,16.46225,8.39365,6.41019,6.48068,1.62901,5.02172,1.00825,1.85523,2.66912,0.25066,0.0236,0.16016,0.22783,0.16812
   300 Ml (Si),0.15287,1.14466,0.0,0.27252,0.0,0.0,0.0,0.0,0.15287,1.14466,0.0,0.27252,0.0,0.0,0.0,0.0,0.15287,1.14466,0.0,0.27252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15287,1.14466,0.0,0.27252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   345 Ml (Si),26.07281,11.67547,5.45163,8.66931,0.58733,4.51537,0.6345,1.84691,25.48548,7.1601,4.81713,6.8224,0.0,0.0,0.0,0.0,26.07281,11.67547,5.45163,8.66931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28013,3.35543,2.12073,2.77928,3.78471,8.32004,3.3309,4.4082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00797,0.0,0.0,1.48183
   500 Ml (Si),20.11496,22.24639,16.18034,24.20759,2.05085,3.80413,5.49948,2.98577,16.93497,11.1837,10.23682,20.1702,1.12914,7.25856,0.44404,1.05162,13.44675,20.86646,11.47349,23.06746,6.66821,1.37993,4.70685,1.14013,0.0,0.0,0.0,0.0,6.07052,8.63327,1.9565,6.2754,3.33293,6.69993,5.82871,12.11452,10.71151,5.85977,7.91195,5.81767,0.0,0.0,0.0,0.0,0.0,1.05342,0.48318,0.0
  Fanta Apple (Br),25.27709,45.4344,34.86007,6.95611,2.61563,8.39381,3.46342,0.3449,18.42365,13.61216,0.43549,2.19222,4.23781,23.42843,30.96116,4.41899,25.27709,45.4344,34.86007,6.95611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.01595,11.87573,0.12372,1.79473,0.4077,1.73643,0.31177,0.39749,0.0,0.0,0.0,0.0,6.85344,31.82224,34.42458,4.76389,0.0,0.0,0.0,0.0
   1 Lt (Si),24.61264,41.9975,25.56584,3.48596,2.61563,8.39381,3.46342,0.3449,18.01595,11.87573,0.12372,1.79473,3.98106,21.72796,21.9787,1.34633,24.61264,41.9975,25.56584,3.48596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.01595,11.87573,0.12372,1.79473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59669,30.12177,25.44212,1.69123,0.0,0.0,0.0,0.0
   345 Ml (Si),0.25675,1.70047,8.98246,3.07266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25675,1.70047,8.98246,3.07266,0.25675,1.70047,8.98246,3.07266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25675,1.70047,8.98246,3.07266,0.0,0.0,0.0,0.0
   500 Ml (Si),0.4077,1.73643,0.31177,0.39749,0.0,0.0,0.0,0.0,0.4077,1.73643,0.31177,0.39749,0.0,0.0,0.0,0.0,0.4077,1.73643,0.31177,0.39749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4077,1.73643,0.31177,0.39749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Faxe Kondi (Br),4.61638,0.1168,0.59836,0.14325,4.61638,0.1168,0.59836,0.14325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61638,0.1168,0.59836,0.14325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61638,0.1168,0.59836,0.14325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   300 Ml (Si),4.61638,0.1168,0.59836,0.14325,4.61638,0.1168,0.59836,0.14325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61638,0.1168,0.59836,0.14325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61638,0.1168,0.59836,0.14325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  Paulaner Spezi (Br),0.0,0.0,7.37589,0.0,0.0,0.0,7.37589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37589,0.0
   1 Lt (Si),0.0,0.0,1.96558,0.0,0.0,0.0,1.96558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96558,0.0
   1.5 Lt (Si),0.0,0.0,3.09372,0.0,0.0,0.0,3.09372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09372,0.0
   500 Ml (Si),0.0,0.0,2.31659,0.0,0.0,0.0,2.31659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31659,0.0
 Lamonade (Fl),1247.16478,1317.56956,1022.81446,1416.49196,263.71584,333.56991,311.4369,381.04575,867.34307,864.44314,656.15164,925.4676,116.10587,119.55651,55.22592,109.97861,1220.32239,1169.13678,945.12505,1392.10675,24.76761,147.40441,70.30387,18.6409,2.07478,1.02837,7.38554,5.74431,546.77608,504.65857,372.8676,561.98221,408.7407,389.94108,315.66818,582.03832,76.61761,224.84489,126.58128,95.39955,60.05782,27.19927,43.51675,64.5458,154.97257,170.92575,164.18065,112.52608
  Anw Cream Soda (Br),606.25471,412.08776,413.54686,628.05216,90.20766,75.35051,114.24754,120.95045,443.8832,307.7697,264.96677,455.12115,72.16385,28.96755,34.33255,51.98056,600.21865,405.56616,384.87411,620.26254,3.96128,5.49323,21.28721,2.04531,2.07478,1.02837,7.38554,5.74431,262.21539,185.33996,179.25805,259.90473,204.68157,176.46265,136.40696,290.55282,26.2961,30.22965,58.92984,32.1005,42.51997,8.19616,13.4152,34.56402,70.54168,11.85934,25.53681,10.93009
   1 Lt (Si),75.09192,54.5382,64.97778,72.53167,15.16885,6.74751,20.49691,33.82854,41.26688,40.00734,42.33632,34.14003,18.65619,7.78335,2.14455,4.5631,75.09192,54.5382,64.97778,72.53167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25882,9.21277,0.44962,4.81618,47.13878,42.76461,54.82892,57.33771,0.0,0.0,0.0,0.0,8.95591,0.41188,2.63117,6.50593,3.73841,2.14894,7.06807,3.87185
   1.5 Lt (Si),227.65981,204.37751,186.99741,297.84347,30.61545,35.12216,45.26421,29.0708,164.60845,155.82249,124.98303,251.42967,32.43591,13.43286,16.75017,17.343,222.93208,198.56462,160.49378,290.52425,2.65295,4.78452,19.11809,1.57491,2.07478,1.02837,7.38554,5.74431,61.49344,88.14398,73.22607,118.01273,119.05943,84.16724,53.49782,157.63903,19.92458,19.94293,48.86072,15.01766,24.21126,3.47574,6.55193,2.52149,2.9711,8.64762,4.86087,4.65256
   2.25 Lt (Si),226.47755,71.90443,81.40462,165.04537,6.58511,12.14915,27.05805,17.29465,213.40631,56.15881,52.71544,123.34466,6.48613,3.59647,1.63113,24.40606,226.47755,71.90443,81.40462,165.04537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0095,53.62106,69.80338,94.68704,15.43261,14.6869,1.48995,44.06179,0.0,0.0,0.0,0.0,6.48613,3.59647,1.63113,24.40606,63.54931,0.0,8.48016,1.89048
   250 Ml (Si),44.05368,25.42534,38.86844,15.57335,28.25793,9.80646,12.44502,4.68859,7.52431,13.41634,16.95656,7.80731,8.27144,2.20254,9.46686,3.07745,44.05368,25.42534,38.86844,15.57335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.40832,13.03106,14.99972,8.91335,13.28525,10.286,13.97657,4.90134,3.21058,0.33343,3.75746,0.11292,2.86667,0.71207,1.26854,1.13054,0.28286,1.06278,4.86615,0.5152
   345 Ml (Si),8.29041,9.52751,15.48418,4.21033,2.36796,1.34998,0.62789,0.32486,5.92245,8.17753,14.85629,3.88547,0.0,0.0,0.0,0.0,8.29041,9.52751,15.48418,4.21033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52881,0.90712,11.34425,0.61583,4.7616,8.62039,4.13993,3.5945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   500 Ml (Si),24.68134,46.31477,25.81443,72.84797,7.21236,10.17525,8.35546,35.74301,11.1548,34.18719,13.11913,34.51401,6.31418,1.95233,4.33984,2.59095,23.37301,45.60606,23.64531,72.37757,1.30833,0.70871,2.16912,0.4704,0.0,0.0,0.0,0.0,16.5165,20.42397,9.43501,32.8596,5.0039,15.93751,8.47377,23.01845,3.16094,9.95329,6.31166,16.96992,0.0,0.0,1.33243,0.0,0.0,0.0,0.26156,0.0
