,Total,Total,Total,Total,CONVENIENCE,CONVENIENCE,CONVENIENCE,CONVENIENCE,GROCERY,GROCERY,GROCERY,GROCERY,ON PREMISES,ON PREMISES,ON PREMISES,ON PREMISES,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE1,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE2,PROVINCE3,PROVINCE3,PROVINCE3,PROVINCE3,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT1,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT2,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT3,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT4,DISTRICT5,DISTRICT5,DISTRICT5,DISTRICT5
  1.5 Lt (Si),3.62284,2.3056,3.14618,1.55753,4.8948,1.62123,3.49621,2.06691,2.66528,2.78002,2.39651,1.3214,9.3762,0.66616,6.29332,2.0386,3.47441,1.78353,2.97708,1.29212,6.58073,9.85377,7.55415,15.37153,0.0,0.0,0.0,0.0,5.02045,1.12805,1.95807,1.82325,2.04746,1.47155,1.44918,0.444,5.83698,6.8824,5.59034,5.78154,0.0,0.0,5.32219,0.0,3.68215,4.08375,6.64371,1.06625
  2.25 Lt (Si),1.74571,0.40738,0.65232,0.95313,5.73775,0.69063,1.72308,0.76024,0.68142,0.37791,0.2996,1.11579,0.0,0.0,0.0,0.0,1.83821,0.43773,0.68471,0.97547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83518,0.70139,0.68601,0.9795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30381,1.25938,3.3579,5.40576
  250 Ml (Si),0.2934,0.31835,0.26866,0.61131,0.43923,0.63984,0.54153,0.31092,0.23922,0.15926,0.13935,0.68661,0.38578,0.67351,0.31127,1.00075,0.28671,0.31218,0.24478,0.60876,0.42987,0.42444,0.86434,0.85929,0.0,0.0,0.0,0.0,0.26259,0.47776,0.37107,0.53117,0.19253,0.10792,0.04562,0.22742,0.5789,0.37978,0.44434,2.88523,0.0,0.0,0.0,0.0,0.68736,0.54757,0.65843,0.39307
  500 Ml (Si),0.21491,0.24153,0.55455,0.21234,0.18865,0.62632,0.31626,0.25417,0.23603,0.06761,0.75628,0.14357,0.0823,0.55933,0.04692,0.7716,0.174,0.25496,0.32311,0.17651,1.01106,0.06486,6.01384,2.0775,0.0,0.0,0.0,0.0,0.11022,0.43699,0.35503,0.21195,0.0,0.0,0.0,0.0,1.9656,0.8167,3.7917,1.33071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Anw Cream Soda (Br),13.54907,11.22209,12.45796,16.73624,9.16909,9.33396,12.64781,12.66335,13.96262,12.39388,13.03624,17.81419,23.15871,7.59106,8.94772,21.4174,14.12491,11.86722,12.16986,16.91597,1.80226,2.28281,15.63065,2.84006,38.75486,7.37318,35.45005,41.31123,14.7732,15.41872,17.57827,17.0569,12.25332,13.34553,11.80785,21.61839,6.74782,6.82659,15.10989,9.01431,20.87852,4.39268,4.21853,24.13322,16.18656,2.28768,5.84992,2.83485
  1 Lt (Si),1.67821,1.4852,1.95743,1.93281,1.54183,0.83584,2.26912,3.5418,1.29807,1.61109,2.08293,1.3363,5.98711,2.03966,0.55891,1.88012,1.76713,1.59584,2.05462,1.9781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85968,0.76642,0.04409,0.31607,2.82198,3.2342,4.74618,4.26617,0.0,0.0,0.0,0.0,4.39761,0.22074,0.8274,4.54256,0.85782,0.41453,1.61914,1.00421
  1.5 Lt (Si),5.08792,5.56566,5.63323,7.93689,3.11188,4.35072,5.01099,3.04367,5.17786,6.27497,6.14911,9.84137,10.40928,3.52013,4.36542,7.14579,5.24625,5.81018,5.07487,7.92326,1.20701,1.98829,14.03792,2.18687,38.75486,7.37318,35.45005,41.31123,3.46454,7.33284,7.18064,7.74488,7.12753,6.36541,4.63095,11.72903,5.11283,4.5036,12.52812,4.21719,11.88842,1.8628,2.06032,1.76055,0.68175,1.66814,1.11352,1.2067
  2.25 Lt (Si),5.0615,1.95812,2.45229,4.3981,0.66934,1.50496,2.99547,1.81073,6.71283,2.26151,2.59357,4.82791,2.08152,0.94247,0.4251,10.05596,5.32968,2.10399,2.57404,4.50116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94447,4.46082,6.84501,6.21408,0.92388,1.11074,0.12898,3.27839,0.0,0.0,0.0,0.0,3.18488,1.9275,0.51292,17.04075,14.58208,0.0,1.94262,0.49032
  250 Ml (Si),0.98455,0.69239,1.1709,0.415,2.87226,1.21476,1.37773,0.49089,0.23668,0.54028,0.83425,0.30559,2.65446,0.57718,2.46725,1.26799,1.03671,0.74397,1.22903,0.42472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37516,1.08407,1.47089,0.58496,0.79533,0.77791,1.20986,0.36468,0.82386,0.0753,0.96343,0.03171,1.40762,0.38163,0.3989,0.78936,0.06491,0.20501,1.11473,0.13362
  345 Ml (Si),0.18528,0.25946,0.46646,0.1122,0.24069,0.16723,0.06951,0.03401,0.18629,0.32931,0.73092,0.15208,0.0,0.0,0.0,0.0,0.1951,0.27878,0.48962,0.11483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19881,0.07546,1.11243,0.04042,0.28505,0.65194,0.35837,0.26745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.5516,1.26126,0.77765,1.94124,0.73309,1.26045,0.92499,3.74225,0.35088,1.37672,0.64546,1.35093,2.02634,0.51162,1.13105,1.06754,0.55004,1.33447,0.74767,1.9739,0.59525,0.29452,1.59273,0.65318,0.0,0.0,0.0,0.0,0.93054,1.6991,0.92521,2.15649,0.29956,1.20532,0.73352,1.71267,0.81113,2.24769,1.61834,4.76541,0.0,0.0,0.41899,0.0,0.0,0.0,0.05992,0.0
 Barq Root Malt (Br),5.80388,7.59335,7.76447,6.0688,3.33028,2.65706,3.68998,6.85745,6.99813,7.82854,10.03011,6.16919,1.42964,16.50555,5.35502,1.90845,6.1114,8.159,8.14999,6.21101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13459,9.63247,9.3159,6.28805,3.43692,6.48788,11.48973,4.93059,0.90324,0.0,0.0,0.27125,0.45908,3.61532,1.16017,2.5596,12.26369,13.60293,6.02995,15.82809
  1 Lt (Si),2.75251,3.18882,2.82858,3.34376,2.93682,1.88414,2.50393,5.43142,2.93586,3.83134,3.08698,2.73744,0.30004,1.76774,2.22408,1.51045,2.89835,3.42637,2.96903,3.42211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81002,4.13017,7.15605,5.18969,0.52299,1.95599,0.64209,0.6841,0.0,0.0,0.0,0.0,0.45908,3.61532,1.16017,2.5596,2.37863,6.72103,2.24809,8.69933
  1.5 Lt (Si),0.44425,2.16688,1.06084,0.66289,0.26719,0.70313,0.82129,0.33848,0.48601,0.71094,0.77651,0.82615,0.57723,14.73781,3.13094,0.22091,0.46779,2.32829,1.11351,0.67842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47896,4.79709,1.55696,0.30485,0.07194,0.54956,0.83226,0.34147,0.46156,0.0,0.0,0.15056,0.0,0.0,0.0,0.0,1.92207,2.82414,2.22735,3.91767
  2.25 Lt (Si),2.50861,1.94791,3.79004,1.96978,0.12627,0.06979,0.36476,1.08754,3.49176,2.8578,6.02778,2.48673,0.0,0.0,0.0,0.0,2.64153,2.09301,3.97822,2.01594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8456,0.70521,0.60289,0.79351,2.70088,3.54128,9.7951,3.71085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.88746,3.13028,1.49098,3.10035
  300 Ml (Si),0.04582,0.13093,0.00835,0.02283,0.0,0.0,0.0,0.0,0.01035,0.19362,0.01364,0.01671,0.55238,0.0,0.0,0.17709,0.04825,0.14069,0.00877,0.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44169,0.0,0.0,0.12069,0.0,0.0,0.0,0.0,0.07553,0.92747,0.06353,0.11073
  500 Ml (Si),0.05268,0.15881,0.07666,0.06954,0.0,0.0,0.0,0.0,0.07415,0.23484,0.1252,0.10215,0.0,0.0,0.0,0.0,0.05547,0.17064,0.08046,0.07117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14111,0.44104,0.22028,0.19418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Big Peach Soda (Br),10.73069,20.18277,12.53262,15.14432,12.05499,26.00373,13.39741,21.02927,10.37584,18.08795,13.81021,12.75889,10.16974,21.50046,3.72911,17.0953,10.80961,17.5338,11.60495,15.04659,9.46624,58.97379,35.99167,23.04415,0.0,0.0,0.0,0.0,10.98948,19.77402,8.5616,10.09664,10.23448,11.78122,11.4052,18.87612,11.03684,43.25808,16.66798,14.28449,6.01963,7.29381,8.51714,17.39674,13.50636,27.48799,24.02332,22.04184
  1 Lt (Si),1.67193,2.12058,3.73204,3.11265,1.21748,3.32424,7.09345,3.9937,1.97644,2.05515,2.80065,3.07897,0.0,0.0,0.75249,0.0,1.76051,2.27855,3.91734,3.18559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58085,1.55042,1.05063,0.92046,2.88016,3.0019,3.49633,5.21513,0.0,0.0,0.0,0.0,1.5205,2.33232,1.55522,1.34177,3.05034,2.92989,15.53988,7.98001
  1.5 Lt (Si),5.00436,12.56622,5.84851,8.10844,6.1631,13.37995,2.76082,12.96146,4.38708,11.07882,7.84424,5.85216,7.64355,20.52396,2.54573,12.76096,4.91571,9.60895,4.67567,7.99897,6.84011,55.29432,33.97844,15.24773,0.0,0.0,0.0,0.0,4.81036,9.28115,3.59698,6.00438,5.51472,6.44135,5.39745,8.57515,6.69225,37.12182,14.48631,8.88104,3.53916,4.76948,6.75621,14.97901,3.01369,17.63661,3.92347,11.53114
  2.25 Lt (Si),1.8263,2.5294,1.37268,1.61868,1.7466,2.899,1.63074,1.86703,2.02998,2.79794,1.51713,1.6796,0.0,0.0,0.0,0.0,1.92307,2.71782,1.44084,1.65661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02594,3.96714,2.00614,1.46099,0.51153,0.48168,1.19189,1.38632,1.72877,1.76376,0.10919,3.06282,0.0,0.0,0.0,0.0,6.99332,5.98307,2.50012,2.31934
  250 Ml (Si),1.16954,1.45444,0.81258,1.54114,0.81102,3.86524,0.76958,1.82856,1.26186,0.82956,0.90374,1.40057,1.35971,0.42079,0.43089,1.88972,1.15357,1.44788,0.80244,1.46566,1.5068,1.63197,1.17227,5.68172,0.0,0.0,0.0,0.0,1.49912,2.80522,0.79017,0.81307,0.94131,0.68608,0.71837,2.80173,1.70853,1.70183,0.71017,1.60116,0.95997,0.192,0.20571,1.07596,0.31806,0.52524,1.64783,0.14163
  500 Ml (Si),1.05855,1.51213,0.7668,0.76341,2.11679,2.5353,1.14282,0.37853,0.72048,1.32648,0.74445,0.74759,1.16649,0.55572,0.0,2.44461,1.05674,1.4806,0.76866,0.73977,1.11933,2.0475,0.84096,2.1147,0.0,0.0,0.0,0.0,2.0732,2.17009,1.11769,0.89774,0.38676,1.17021,0.60115,0.8978,0.90729,2.67068,1.36231,0.73948,0.0,0.0,0.0,0.0,0.13095,0.41318,0.41202,0.06973
 Big Red Soda (Br),2.87442,3.3876,4.90257,4.85454,3.1072,3.1211,7.12169,5.07399,2.80242,3.80662,4.69338,4.79819,2.87401,1.22461,0.78651,4.58401,3.02672,3.63995,5.14599,4.96829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13245,5.86948,9.53499,8.16225,1.24177,2.60848,3.17184,2.23694,1.4911,0.0,0.0,3.0723,1.54419,1.49155,0.62656,0.12909,5.86723,3.19615,6.15615,4.30827
  1 Lt (Si),1.59588,1.9239,2.89674,3.00465,2.13941,1.8586,5.99079,4.80125,1.48517,2.05259,1.92005,2.61119,1.00922,1.22461,0.78651,0.07618,1.68043,2.06722,3.04056,3.07506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.10236,4.57954,8.9284,6.15713,0.34234,0.6477,0.15378,0.4094,0.0,0.0,0.0,0.0,1.54419,1.49155,0.62656,0.12909,1.71625,0.8203,0.307,3.43589
  1.5 Lt (Si),0.4138,0.22325,0.69757,0.40709,0.31251,0.31054,0.42414,0.14788,0.31461,0.22918,0.95077,0.11804,1.74563,0.0,0.0,4.46978,0.43573,0.23988,0.73221,0.41662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04623,0.00973,0.32133,0.04326,0.03665,0.26089,0.06319,0.1189,1.39582,0.0,0.0,3.04636,0.0,0.0,0.0,0.0,2.67168,0.89341,4.3867,0.5631
  2.25 Lt (Si),0.81491,1.07746,1.23301,1.41532,0.65528,0.95196,0.70675,0.12485,0.94418,1.28383,1.69965,2.03221,0.0,0.0,0.0,0.0,0.85809,1.15772,1.29423,1.44848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98385,1.28021,0.28525,1.96187,0.75152,1.24725,2.73863,1.63879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4793,1.48244,1.46245,0.30928
  300 Ml (Si),0.0083,0.0,0.0,0.00246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11915,0.0,0.0,0.03805,0.00874,0.0,0.0,0.00252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09527,0.0,0.0,0.02594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.04154,0.16298,0.07526,0.02502,0.0,0.0,0.0,0.0,0.05846,0.24102,0.12291,0.03675,0.0,0.0,0.0,0.0,0.04374,0.17513,0.07899,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11126,0.45263,0.21625,0.06985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Bluna Orange (Br),12.62673,10.72566,7.52893,7.1076,10.30852,13.72494,9.90211,11.22529,13.43343,9.94165,6.91274,5.03597,11.71565,9.48266,5.20612,12.7102,13.03161,10.54521,7.82077,7.05204,3.92052,11.00815,1.33923,6.22732,48.69266,50.06844,3.68894,26.31795,3.44313,6.92707,4.71307,4.59043,25.77296,18.47117,13.41837,9.48335,5.81262,8.23529,3.85183,10.47095,15.92499,12.53311,2.45421,8.17889,4.1926,1.25429,5.50344,5.26969
  1 Lt (Si),1.63333,1.43946,2.23313,2.6899,2.25817,1.40456,1.37886,6.13897,1.4456,1.62953,2.84438,1.54443,1.57589,0.27644,1.00629,1.17438,1.71988,1.54669,2.34401,2.75293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10919,0.8082,0.28955,0.18639,3.72052,3.0196,5.34539,5.81178,0.0,0.0,0.0,0.0,1.7682,0.24441,0.28566,1.77495,1.23826,0.53254,1.95113,4.52572
  1.5 Lt (Si),9.25056,6.99686,3.67668,2.51536,4.37284,7.82232,5.77566,2.34086,11.01331,6.85064,3.18917,2.10154,6.66678,6.20217,1.31775,7.55818,9.50952,6.61301,3.80304,2.41453,3.28336,9.95186,0.74053,3.05349,48.69266,50.06844,3.68894,26.31795,1.28463,3.13752,2.31766,2.29362,20.93593,12.77283,6.46128,2.08406,3.78802,7.31834,1.46163,7.69095,8.51803,8.93475,1.13234,2.2968,2.13158,0.24111,3.31487,0.19613
  2.25 Lt (Si),0.56835,0.5914,0.22347,0.34747,1.61917,1.81744,0.5561,0.76465,0.11079,0.057,0.0,0.16401,1.91887,1.47526,0.62414,0.63684,0.59847,0.63545,0.23456,0.35561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09591,1.33832,0.49259,0.75429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93602,3.01714,0.75308,1.07918,0.0,0.0,0.0,0.0
  250 Ml (Si),0.61556,0.81305,0.42688,0.69145,0.98893,2.0587,0.55345,0.60868,0.4344,0.3237,0.17329,0.68294,1.28501,1.36231,1.47216,1.1068,0.63019,0.84763,0.44392,0.68231,0.34773,0.36912,0.09633,1.29044,0.0,0.0,0.0,0.0,0.47395,0.83558,0.74769,0.89881,0.45048,1.15832,0.34535,0.28031,0.64569,0.31076,0.15873,0.57167,2.70273,0.33681,0.28313,3.02795,0.82276,0.48064,0.23744,0.54784
  345 Ml (Si),0.10665,0.59197,0.16601,0.21345,0.09321,0.01606,0.04444,0.0325,0.12125,0.87015,0.25138,0.30137,0.0,0.0,0.0,0.0,0.1123,0.63606,0.17426,0.21845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01325,0.50523,0.3016,0.34393,0.27159,1.18468,0.21081,0.20604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  500 Ml (Si),0.45227,0.29293,0.80276,0.64998,0.97621,0.60586,1.5936,1.33963,0.30809,0.21063,0.45451,0.24167,0.26911,0.16649,0.78577,2.234,0.46126,0.26636,0.82099,0.62822,0.28943,0.68718,0.50237,1.88339,0.0,0.0,0.0,0.0,0.4662,0.30223,0.56398,0.11339,0.39443,0.33574,1.05554,1.10116,1.37891,0.6062,2.23147,2.20832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Chupa Chups Grape (Br),8.30309,7.32966,10.74098,9.25506,5.34622,4.79423,8.03247,7.15669,9.46376,8.27014,12.00473,9.58321,5.79718,6.57326,10.42293,14.05857,6.42332,7.22351,10.49618,9.14679,44.8473,7.19462,14.07611,16.55447,0.0,35.66867,26.09908,0.0,3.38114,2.71058,2.637,4.00636,10.73068,12.35319,15.13677,10.69865,28.95773,9.75614,19.52858,29.24184,7.73026,14.27819,13.63195,20.84548,0.8425,0.65319,8.08254,2.20065
  1 Lt (Si),1.21765,1.56259,2.50596,1.07303,1.09347,0.65958,4.83671,1.17806,1.26734,1.94889,1.32688,0.9174,1.10269,0.9591,3.26474,2.29802,1.28216,1.67899,2.63038,1.09818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16636,0.18573,1.01125,0.05829,2.5024,3.49983,3.47905,2.31498,0.0,0.0,0.0,0.0,4.34816,3.99507,1.38332,5.36921,0.20083,0.27322,6.47925,0.14927
  1.5 Lt (Si),5.12823,4.0065,6.56085,5.68875,2.21878,2.64678,1.82175,3.70758,6.28914,4.77857,9.13419,6.83661,2.47026,1.85877,4.08605,1.40233,3.36798,3.828,6.27486,5.59229,39.28451,4.70637,10.21304,11.6984,0.0,35.66867,26.09908,0.0,0.75446,0.85,1.12642,1.83768,6.90269,7.03672,9.09849,6.13996,24.52492,6.71087,17.08223,26.12145,1.68447,7.1756,8.89461,2.56678,0.40497,0.14587,1.44041,1.62344
  2.25 Lt (Si),0.30943,0.34992,0.35969,0.93166,0.58138,0.0,0.0,1.08362,0.17857,0.35867,0.19399,0.24947,0.78595,1.03328,2.08414,7.51477,0.32583,0.37599,0.37754,0.9535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53223,0.47584,0.0,0.75368,0.11673,0.24101,0.34132,0.38983,0.0,0.0,0.0,0.0,1.20255,2.11322,2.5147,12.73447,0.0,0.0,0.0,0.0
  250 Ml (Si),0.61212,0.45571,0.66283,0.67825,1.18443,0.4573,0.69495,0.68146,0.38955,0.39921,0.60902,0.51252,1.07593,0.81997,0.87227,2.41016,0.51375,0.35483,0.67822,0.62986,2.52896,1.91479,0.40695,3.27292,0.0,0.0,0.0,0.0,0.38716,0.20166,0.09951,0.76247,0.78277,0.4397,1.42503,0.62452,1.64491,1.46349,0.41769,1.41018,0.49508,0.9943,0.83933,0.17502,0.00542,0.0309,0.05219,0.0436
  300 Ml (Si),0.00342,0.03117,0.0,0.00726,0.0,0.0,0.0,0.0,0.00481,0.0461,0.0,0.01067,0.0,0.0,0.0,0.0,0.0036,0.03349,0.0,0.00743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03923,0.25849,0.0,0.07653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  345 Ml (Si),0.5827,0.31795,0.16423,0.23102,0.0597,0.55934,0.07024,0.19337,0.80166,0.28834,0.237,0.26704,0.0,0.0,0.0,0.0,0.61357,0.34163,0.17238,0.23643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19892,0.27914,0.20796,0.1824,0.22657,0.62923,0.28833,0.32799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23129,0.0,0.0,0.38433
  500 Ml (Si),0.44955,0.60582,0.48743,0.64508,0.20846,0.47123,0.60882,0.31261,0.5327,0.45037,0.50365,0.78949,0.36236,1.90213,0.11573,0.4333,0.31644,0.61057,0.3628,0.6291,3.03383,0.57346,3.45612,1.58315,0.0,0.0,0.0,0.0,0.34201,0.71822,0.19186,0.41184,0.19953,0.5067,0.50455,0.90137,2.74867,1.32328,2.02866,1.63369,0.0,0.0,0.0,0.0,0.0,0.20321,0.11069,0.0
 Chupa Chups Orange (Br),0.42813,0.64973,3.90151,0.39973,0.0,0.0,0.02251,0.0,0.60258,0.82007,1.35058,0.58714,0.0,0.91573,26.54613,0.0,0.45081,0.69813,4.09523,0.40909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82978,1.26637,1.66593,0.88249,0.20574,0.37554,0.88883,0.09582,0.0,0.0,0.0,0.0,0.0,1.87282,32.03018,0.0,0.22758,0.03403,0.09112,0.06887
  1 Lt (Si),0.35616,0.52503,3.68026,0.36338,0.0,0.0,0.02251,0.0,0.50129,0.63567,0.98923,0.53375,0.0,0.91573,26.54613,0.0,0.37503,0.56414,3.86299,0.37189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82978,1.26637,1.66593,0.88249,0.07233,0.04258,0.26989,0.01408,0.0,0.0,0.0,0.0,0.0,1.87282,32.03018,0.0,0.0,0.0,0.04657,0.0
